checkout_session_id,payment_method_type,_fivetran_synced
cs_live_a17RvOUvGpRB102RgdyHlWkibkNuidyjbssgTBmP3LBAWKuyzbduPZA6Uo,card,2024-08-14 00:44:30.299000+00:00
cs_live_a17Rz0cRXi42fiCvd3LD7c8rMDjiP0MuovZxokNY35TknfJS5g6R6xIU2G,card,2024-08-14 01:00:20.132000+00:00
cs_live_a17SdzJeTxA3KxdD005JKttg6aRmIlqqnJRzg2kPAVxWsDWmK2JCE7dAmm,affirm,2024-08-14 00:59:41.452000+00:00
cs_live_a17SuPlehoPtH2s9329iRIahcRhwAxbqEo8FXUjhBChcAFzh34a8fUrYBQ,affirm,2024-08-14 00:47:14.174000+00:00
cs_live_a17TOV58tQLmANrXMtFX01QOSKy8o7tGPNjWXVe6isKobbfK3vMEeu9Z5H,card,2024-08-14 00:56:35.168000+00:00
cs_live_a17UFy01vV971jlt2eSWwiIMqKjw7Tnk6em3m1CESxvVVrsMjFWFRRblB7,card,2024-08-14 00:49:47.615000+00:00
cs_live_a17UKt262FR0X8474EMyJgSWHrGE6xlrMtVjKgbWYBOicvb8WME3CY4q0l,card,2024-08-14 00:51:50.126000+00:00
cs_live_a17V3kcvNmpyxJ5Mv9EK6jgpgpg3Z4Sq73FgWz9lasSgCpu7GmjXBN7CuZ,card,2024-08-14 00:53:47.977000+00:00
cs_live_a17VGLj8YpYju8MLhyQcilPUqKZeSZ7aufJ4inJdyNuaGfKqnS3w0Ak8AG,card,2024-08-14 00:45:50.537000+00:00
cs_live_a17VqUkL0zUcdSYywtka9svf3jfThQeGGh6E3Ld9hJYvOWTauj6Jwml5J3,card,2024-08-14 00:51:53.566000+00:00
cs_live_a17X9E7xfsCcmNzLPWf2O65gjv47qQMJzpLCDzwgrFLpHMffSgIXBcIujf,card,2024-08-14 00:43:03.095000+00:00
cs_live_a17YW6Q8U8YE4BtU6EWj7OsOSeDKa1wSIDXdjLwLJt0Lnvtkptp4dFeZiB,card,2024-08-14 00:49:35.050000+00:00
cs_live_a17Z8NKixG3CyPTnIG5TGcP6AFj7lehGFGLJqeGqcwB9lMRgdzWygFWOBB,card,2024-08-14 00:48:40.419000+00:00
cs_live_a17caxn5dg6innbUUK3txt6OWLueXG1BHNY8pP1Odqr6iAKE3vaUkLWK08,affirm,2024-08-14 00:59:55.068000+00:00
cs_live_a17cdPp7vrjs8wABZhTjP8t68uBQtf7jtBT5jiuyXbRttocdp9PxvGecRm,affirm,2024-08-14 01:00:00.975000+00:00
cs_live_a17dCIIeCC37vCNWhAOf08N1bAfAAsyhasFn5cekdcx9mU7YPfg4gPF3pA,card,2024-08-14 00:58:58.140000+00:00
cs_live_a17fGhGc8cBcACgVL7Zb15XJfOxElPQTfwWhcyHw0OtgGlFlFkcXl12n0F,affirm,2024-08-14 00:49:03.437000+00:00
cs_live_a17fhovx5b2iPZTju1LGycUkpBKARstdXGrTo2O5rQVGhcg2vEyJgFv58N,affirm,2024-08-14 00:41:29.402000+00:00
cs_live_a17k5ydRguFK39XIsn3qplgfBOIPWZwKQ1ADijG9ssl4kgp5AGu2lXKcFd,affirm,2024-08-14 00:56:37.761000+00:00
cs_live_a17kJxb4MUnUoc2W0Sd74GD057mfktiVVioDC46oaIWRlthPCH3KhuDH0Y,card,2024-08-14 00:47:26.239000+00:00
cs_live_a17lb5q4bva8PtjLqmiN5R5DWz7BXcY7X1R2p8P44WVIX7hqz69UtroN8e,affirm,2024-08-14 00:58:04.906000+00:00
cs_live_a17lcuqHKmPdyD2e0lnuy0FUDfWCdj0Nqo62JrqboKaXaIWxxhIqHrUjmc,affirm,2024-08-14 00:46:26.998000+00:00
cs_live_a17lpakhEH2j794E21ovL1YiYU03k3HXFJEfwm08gcviyPx4B2sT0f8UG6,affirm,2024-08-14 00:45:30.273000+00:00
cs_live_a17m1qFGGk5GaQCYpJPqVpkOCOm2doUtUAmHYLrhupO85Re2gYsQYPr0P2,card,2024-08-14 00:41:32.672000+00:00
cs_live_a17pH4i7i2O7HRNUHiX63E06MSgef1NDsOV9JkRCfTMqk8ODaH1SCrxp42,affirm,2024-08-14 01:00:03.394000+00:00
cs_live_a17rODnZcRzFDGXZOvXSLPGyjgJFPj6aCtPyRLU1sDQHvFqeY9IwxtMWgF,card,2024-08-14 01:01:00.633000+00:00
cs_live_a17rUXKgtQ5ZvKxBkXz2V7iqTHQGprUigV4QQGx8werzwsWjbDOA6vJYAd,card,2024-08-14 00:55:44.153000+00:00
cs_live_a17rjCGR0JSYPuAlIR3qByefNHTYMcrmo135LrB5uK5GwQ2Qb2zEyNQAUl,affirm,2024-08-14 01:00:14.855000+00:00
cs_live_a17ssbKc7sWfYR2vI4D71RyNtcwUo6rlKiDEybYEP9YkNhosftutymQipF,affirm,2024-08-14 00:54:33.807000+00:00
cs_live_a17u5Xu6m19ol2jtzP0VzMqsqGP2qoqZodE9PBOhcLnwqS8NL48ZpSMvtn,affirm,2024-08-14 00:51:47.059000+00:00
cs_live_a17uHwtTuYnoefiMAN9l12WoXRff4I1oratBYknnu93JUkUzgIeBdRr1p5,card,2024-08-14 00:51:53.570000+00:00
cs_live_a17urQNrCRWcRI5yPofVmahcIziUM6fWOKPxcuumeXfk1XnICnidmH4iG8,affirm,2024-08-14 00:53:57.200000+00:00
cs_live_a17uzUAHzn5ZKbTFvkclN5SVbVSz2mleTbfor2IZdO8JPL13avdiLSnSLq,affirm,2024-08-14 00:53:14.405000+00:00
cs_live_a17wLRS6c6WC3l0WY5v6Qa5IUTy1KNq50Pi4jUQJon0GtNDuWiDSLpdNNs,affirm,2024-08-14 00:40:54.326000+00:00
cs_live_a17xT44bsIghDmJNyAyGnJUSpdA12zoU8TST1PUme5ypO6bq5GttBGEVZQ,card,2024-08-14 00:52:23.286000+00:00
cs_live_a17zs0eFwJ7x6x8s0umd68KpvO3ZVlNxtSDK9zgVHJxtLOyL6tF7madKYc,card,2024-08-14 01:00:47.358000+00:00
cs_live_a180IWhh9eOM8HP8tMrmkFaTNiuO5PptFur05FEw0xBK2WBWbxMtteyOw1,affirm,2024-08-14 00:59:41.451000+00:00
cs_live_a183sVVHuhCwbrvPDUJaSQvZPwHoKJVCRKbPM77LnUNUyDPE3Rx8iFCWjA,affirm,2024-08-14 00:49:57.285000+00:00
cs_live_a1853bgm74zusVMIcEWU2Zx0TeOhQL63Rth6UhNa2KxMqKzWYq7DxitFXe,affirm,2024-08-14 00:42:22.594000+00:00
cs_live_a186Yz5khh49rUq89SyVG9Qkus5HC0CoXGyzPth5gfJsDuN8dAzjKX4Km2,affirm,2024-08-14 01:00:00.977000+00:00
cs_live_a18ACwW6CaKfDyKyLfxJPh6ARg0cxNz795O9AT67sBNWeSerNsyhndcKDz,affirm,2024-08-14 00:50:18.428000+00:00
cs_live_a18BSpdwnur4Sd22ZlM2WjAmsLZKm8kPKpwgpHXWHTcFJRyJFt2GaEdc06,card,2024-08-14 01:00:50.079000+00:00
cs_live_a18BeNRhhQjEMM8Sf4hhuD10x3m3wHtGQBjpBz0awRRfTFmap7gzx9D4UL,card,2024-08-14 00:59:38.676000+00:00
cs_live_a18BoEx0xkRGIrt0GHseFY6o2OZGvs8GvbEzLKxSICgxOEHHgLv0I6n7J7,card,2024-08-14 00:44:33.389000+00:00
cs_live_a18DMxjlks7Uvo30K1dL2WIcAXb6lbwvsIHqulIM1AxDItkoZM6Um0QzNG,affirm,2024-08-14 00:40:57.559000+00:00
cs_live_a18DmPULY7vxIV1fz71AOHZuN5gJfsDohpmiV0iGDNhmdACUeJxUEuLuCM,card,2024-08-14 00:55:34.876000+00:00
cs_live_a18DoGW0y3TV7n403Pye1eRzi5MT8YrzciocUSeTBZFvS8klrfTKf8A19D,card,2024-08-14 00:44:46.036000+00:00
cs_live_a18HNX8IGplnDP4J5DDVtMUsyEh2eOill82fqBPd4UuL78J1TPyrctpNJ0,affirm,2024-08-14 00:57:03.995000+00:00
cs_live_a18II9Puy10Y7sHFNehfhJdUQx0qOXflOoZyWLN1cxPGah0pUK7T2pGn0Y,affirm,2024-08-14 00:55:01.234000+00:00
cs_live_a18Ia84eBKesEnvtNw97cAO2x91kdEaWsUBmLQ9IIIlB27F4egSJXC6lJB,affirm,2024-08-14 00:59:52.246000+00:00
cs_live_a18KEEJszscIRnMtX1DL2IMnfxyPRwgrE7q22TF4Q1c0qBA45xtHJlHKbf,affirm,2024-08-14 00:45:41.655000+00:00
cs_live_a18Kmuntjn5afl911QdUVwe4AQsXuhJ4rkG0mpmkjomvVzlOrqcxDVBTnb,affirm,2024-08-14 00:56:29.169000+00:00
cs_live_a18L4v9vnDom4kYXvTjK4ozy4dCcd7ygquspY4kPjcwqmiawGJb2yCCYMj,card,2024-08-14 01:00:30.894000+00:00
cs_live_a18MbAMQSZj8fN1MgdwIK3b7anT9gWagWKhKBsaRnYR5MUf6lSGdVWdTMz,card,2024-08-14 01:00:03.398000+00:00
cs_live_a18P7sewNZ2ZyFOgznT1U3945OsGfJeZLkWdf6TOMgbAeiP6ir0O03BCON,card,2024-08-14 00:43:57.166000+00:00
cs_live_a18SgaU6lYCwbij9MarR8i3IpiLGPgdcdEwtw47RmlVhcjILjnckPdwAjV,card,2024-08-14 01:00:09.508000+00:00
cs_live_a18Tu7lOLuFlnEeWmCmhDQWbcZzeW79EYY44Xe4R0jk9WauJh3F8S9Vppf,card,2024-08-14 00:59:57.967000+00:00
cs_live_a18Ub0czqumEFp0o7GiOxogAPdmiaLffI1C2pP8llpbL59muzyy0SZz4oe,affirm,2024-08-14 00:42:16.426000+00:00
cs_live_a18V2XE4kGpjmHzVXOg2kHbfLNm5CXCMTq6tGt7P6ytJw6e2i5kOjh2kF1,card,2024-08-14 00:53:44.754000+00:00
cs_live_a18V4aDY949sE6saX8XeOZnLANzsm1zEsIruh9sq7Cpjmw8x9L4eCFKRjp,affirm,2024-08-14 00:55:06.833000+00:00
cs_live_a18XL3iuqSBnFcp77mpkUKPJ4WJetnqKsFe1e0AlgPuxZLerVQvm99hDds,affirm,2024-08-14 01:01:00.635000+00:00
cs_live_a14Ay1ft23wA20F2xu2zatz0JPguQjggiC5xKRarKMGhG25U8WSiiCEVR3,card,2024-08-14 01:00:25.152000+00:00
cs_live_a14BliPEaR316b7GKXcuMf3AlxuSHf876MDQR7I2JwULbDpSAbuDxjRCT0,affirm,2024-08-14 00:54:37.183000+00:00
cs_live_a14CAy2zCSKTcXUcGof3jtkDblXt7bMogqyhXzoubF6f9HoyNgM7BTiH3U,card,2024-08-14 00:53:20.301000+00:00
cs_live_a14DFqtPTF23iIZ16LhibBgQiWnY4Z5ON6SOtwVWpYlzd2RZ1UKcwEQfKB,card,2024-08-14 00:50:00.310000+00:00
cs_live_a14EJOX65j6mSfRV1ZXOSqsc1x6QYCp16UaPFLk3JLnBdzqiJLPPEklqew,affirm,2024-08-14 00:59:49.290000+00:00
cs_live_a14EzGuxmqOR47Q0RY3nWNtbKU19L7M3sB8PWkLvMC2LRLeBn6htFajkRt,affirm,2024-08-14 00:59:41.448000+00:00
cs_live_a14HbaWFuHkPNHYuEm8AWH00dkHWsl5ZPgnc6ef2EKmv1vX1hH879ZpxRB,affirm,2024-08-14 01:00:47.358000+00:00
cs_live_a14JEA4klBBo7qOAv8zpUsvI0m1TQOrIPWLf24hPVSbNOxIkJXjJZ7rd7W,affirm,2024-08-14 01:01:03.475000+00:00
cs_live_a14M78vmRzMfKemQj3GLnKmeG8eP06uXvKjtWOJWqtH5A72MgKqwDYgdfS,affirm,2024-08-14 01:00:17.379000+00:00
cs_live_a14MlWjnzF5QOZw37YRuWdK5w7H29KgOG7oOo9HBPKJNeKwtZjFYJjCnXE,card,2024-08-14 00:59:49.289000+00:00
cs_live_a14NGtnbqfCQZ7SLsXdtqKIfL4wl2nItegBG8ZURIxAlUXcphULkl0rxhn,affirm,2024-08-14 01:00:25.165000+00:00
cs_live_a14OQOXB3TZFy55jQysUSAjVv5TrDxsf3zUz97MfE0fEbhUqZLUesxLx0Q,affirm,2024-08-14 00:57:36.855000+00:00
cs_live_a14OzbXAn0gaDjl7L2MUGsDv1wPhZKTk0hIVqGBkMWWJSeLXsTapODTcIg,affirm,2024-08-14 01:00:00.977000+00:00
cs_live_a14PHCsqf33kVb5u4THUf3iINR3fuCmgjKWRtMpjzcFofF0IW1ItjnpY5L,card,2024-08-14 00:56:46.417000+00:00
cs_live_a14QoUQJBMenCve2z9jnzQ3oNKBBTCB3TCYE3KUJLcMu5A78u0Pk4uc1l6,affirm,2024-08-14 01:00:00.976000+00:00
cs_live_a14SIeCrA51vb71ApsyWgBBMDTk7kLpY4fcGWfeTJ6iln59yfR3onoLihS,card,2024-08-14 00:49:25.782000+00:00
cs_live_a14VusG91K0YCKM0nwiyzeAgQttY7iY3W9dJtpvrUKceDZ9JEd18D1a4vh,affirm,2024-08-14 00:52:45.555000+00:00
cs_live_a14YLMIqSDuCgCiP11Eb9geq1V8uS5aaABvFyk7DM0DuWdJnrI5y3slLZK,affirm,2024-08-14 00:57:15.881000+00:00
cs_live_a14Yt6HSJQAg84jBxKX66fE9T0hv5oTanb61PX9QeGvJdcivjxDxscDi1z,card,2024-08-14 00:53:17.782000+00:00
cs_live_a14aHobqtu933NGviySIiLdR3WuKDuEoLnLjOE4nOY1opJNObBBCief9Vk,card,2024-08-14 00:44:30.299000+00:00
cs_live_a14eIizik6orgquY8HV6oCUsdEw3FpgJf4TJBn9pbVEZGxmLbyGUSYztyw,affirm,2024-08-14 00:43:54.132000+00:00
cs_live_a14gSK9bAF7X6sQVH9uwWXz86nTGpebb16gO5o5ogAKtOpiEsxMI2n1LP8,affirm,2024-08-14 00:45:19.023000+00:00
cs_live_a14gV2T8qyBqLAx0ilZwNUBo6leOhzzBBdTGkECWCJpKsq9zQhp0RdUR0T,card,2024-08-14 00:49:22.732000+00:00
cs_live_a14gjE9tucztMheXMgO8EGvTX0fRyCt7crCSZyIlpKX9fxIfDX2eGjyQuj,affirm,2024-08-14 00:42:38.389000+00:00
cs_live_a14hWTDpw9GUlKv4NsUGZFLmstglm3MqUJGh9RRafFQlVDVCU5XhlLhIZZ,affirm,2024-08-14 00:49:16.368000+00:00
cs_live_a14i40fybMZLwelJiobvVX14iJLfSE48Zxeimamx7xlPurXD84gGxhWYJA,affirm,2024-08-14 00:59:44.163000+00:00
cs_live_a14j3DJMAeEOZnuvFwCHeZ7cJNB6jJbsCkHXE86FCCQFY3p7d3AvTFsZUZ,card,2024-08-14 00:41:41.400000+00:00
cs_live_a14l7TnnJFONPfrBvuqNivBdhCOQ4eQx6su8kR56KiqtCBEff24WdDqUjI,affirm,2024-08-14 00:56:52.132000+00:00
cs_live_a14mLxQ51B6aS32NttvFtEzv39hxeK0KAptL1nNz09BAGzv0KrT3O3t2AI,card,2024-08-14 01:00:03.393000+00:00
cs_live_a14mo4qxecCwkqMNEQyeMtrKbIyO50CDKf52DqELNTlikz8896zJEFIMAt,affirm,2024-08-14 00:59:01.051000+00:00
cs_live_a14nEoKcXUfaKcM46p4i53wmvgkxjcuzp7T8XgEWwQx2yuPgSNIyHbBv75,affirm,2024-08-14 00:56:26.592000+00:00
cs_live_a14nFeAJxktSBC8r93eHdqSI7szUSBWK2rbkwfNeyxMbOb5x72MhkjIZtG,card,2024-08-14 00:46:20.979000+00:00
cs_live_a14niI9Rr2Y82LfLbWAWk1zS52PNVldiv4fDzViHElPb0TVotCaSsik8oY,card,2024-08-14 00:57:03.999000+00:00
cs_live_a14o0Rc4EwTAnGRiayem7A0azI337zvNkijWs3UDHcHWajQv2oleRBLmaY,card,2024-08-14 01:00:06.532000+00:00
cs_live_a14oPVf9RaIw1MbmhY324ITmR6xVvHUrNn0wD7tOwUhnJnanneBSgIMB3s,affirm,2024-08-14 00:53:38.749000+00:00
cs_live_a14oouAGkBSn7PSIN3EjuryBFV88FDG1Wgrd3PNnwj7eBTm8B0V5S6mwIv,card,2024-08-14 00:46:32.769000+00:00
cs_live_a14qZ5pM0T0a4M5EpSzNEXJGnE27Wgs9t0wsoxckS4Er4vWWxBFUJz1Tvy,card,2024-08-14 00:49:19.565000+00:00
cs_live_a14sUwexMiry4IMMcd1U470caWh75maeVBZOSdF1zgcQXEgXyspVM7NA8A,card,2024-08-14 00:53:11.443000+00:00
cs_live_a14u1h6yWttfOmOQDr0eR4pSDAR7fConeibXQRSBgmADfajxa7rnszTwhD,card,2024-08-14 01:00:47.357000+00:00
cs_live_a14u3IYBopNO3oLs73qGAAZGV1898tjLnPZopLMx3HTQzvc73UzrLzxrZO,affirm,2024-08-14 00:45:38.720000+00:00
cs_live_a14urcz0VaGBT8wGrRE1zABuVEQnO6uNesw1CQfLR6w8Os6ibpMVIV4gWu,card,2024-08-14 00:55:09.279000+00:00
cs_live_a14uu1cxgb1qLIZKNgQxp0Uq6t2Q1n8a7Iy6GDuNn9HGdC2QWZM4NnxydE,affirm,2024-08-14 00:56:29.170000+00:00
cs_live_a14xflK9ZuVORG6ZCS253C44PAHs3ymDr12dxBksOiGl60B6rWwQkO8W9J,card,2024-08-14 00:51:50.126000+00:00
cs_live_a14yLrTIbMMEIaQ8J21YJR5CmvEBv7C32PddvMi8ZmhNtcY73O3iuPwixv,card,2024-08-14 00:48:27.382000+00:00
cs_live_a14z2bnisnxyrPqyWOgOU9pYbv20FebdrlE74unigphgnmk3ATQgOYt2sC,affirm,2024-08-14 01:00:25.153000+00:00
cs_live_a14z53ooXfMdJzFw1xOZs4VFk6Ejf0fdLNTMt68QVp0bUDi3OOIPbnJOoz,affirm,2024-08-14 00:57:59.553000+00:00
cs_live_a14zfbfTBrXDJTqCrw9lin0EVyKSHwiayp1AYLKtIO6su8YhTb3tazaRVO,card,2024-08-14 00:51:33.907000+00:00
cs_live_a15139FjJVLYy7Lsi9v0k4CJ3DFD8ZJ00IvsQ29GoXblHz4JrTbe5P7FeF,card,2024-08-14 00:53:23.400000+00:00
cs_live_a152uvmD1fxWQ62QuMs6OycejyYlpG2swtiXOzGkMj9SdD6HakvenET0sD,affirm,2024-08-14 01:00:22.702000+00:00
cs_live_a153R0qF7dp7eu01nNUtHrHPgmPzsODUNWaaquMHIRFvbF7dIaOd6oGQOG,card,2024-08-14 00:54:51.472000+00:00
cs_live_a153Ssujrpivou2ueGiADg3CNMHldpFuTsakKOLDNgdSa1uUdgemWsmwVx,affirm,2024-08-14 00:53:17.781000+00:00
cs_live_a153fE9Yoj1UjdvrGvP1c8Ji0B39GwellwTicgppkFOM1p9Hxo4tOOBOZE,affirm,2024-08-14 00:56:52.133000+00:00
cs_live_a154WzVpcrnQuGqTs8ZBbRbPUVJq6ba7NEx3YmyosZYBeDlkD7BBkgQmf7,card,2024-08-14 00:52:29.815000+00:00
cs_live_a155enPsZzobAqovOBCx6x2KipBvcZt9DWFmPNgZLsD1exZhHvs5L55OAd,affirm,2024-08-14 00:59:57.966000+00:00
cs_live_a156BG9Krx7X00HY8vsLtJ1k1D9IBaNvQkHo6oZIal7tuuQGvxE1kxokEv,card,2024-08-14 01:00:30.913000+00:00
cs_live_a157SwYUw7HP7Alf8TkdPa8SbNGycLjoALfYmA8ei92S9Q9B7lHixF8vHf,affirm,2024-08-14 00:54:22.117000+00:00
cs_live_a157hlYIl68QRrRqyvHzlX2D4cVC4J5CJwPznLvj4cuRryqTu5N3Q5DaDv,affirm,2024-08-14 00:58:36.357000+00:00
cs_live_a157ix8Qky2FJ9vXu1fD80sBBD1dUVxLOoLu4U4H9MvYXWzm2zkPGR9Kzy,affirm,2024-08-14 01:01:00.633000+00:00
cs_live_a158JHvfGCC1VZVCjHzeb8actdVcAYt6tPe2WMtNlHtFJQ2uFfqwCmUof9,card,2024-08-14 00:53:08.327000+00:00
cs_live_a158gCAN4IE3nMyRX95yRIW8XfUwFIbsQGVsiJl6oVV5NXUBiDPYXHdHGL,affirm,2024-08-14 01:00:58.110000+00:00
cs_live_a158nt7CfEX0iOlSZA07yN06OsmDJwzlNGZDTlsq34duBtbxbkbaApG3Pp,card,2024-08-14 00:51:30.427000+00:00
cs_live_a15ANB2QNLzYpudE2Y8dLNTWEqh66sUKYq2pFNhpZNWwrM8LZ2LsQSYHdk,affirm,2024-08-14 00:59:04.081000+00:00
cs_live_a15BJ5M0xwmpcP3zK1GWkFyspitwkrTmNJjldhzT2j86HoPfWTA4H5kATg,affirm,2024-08-14 00:51:53.566000+00:00
cs_live_a15CFXR2LroBUTjd90dJjIsKPOxEVrk68jj2t2H8rbgISyosx1EfNyWIak,affirm,2024-08-14 01:00:47.356000+00:00
cs_live_a15D1crWCsnLT5CT5G3Mwfxwe0HHJPKzbVThAs17VzSDosiA5du3zb5tn0,card,2024-08-14 01:00:09.506000+00:00
cs_live_a15GJgYftb3CawrePGTm1A2NiQlC7Bb5eJSlZvEREREV4cydaughndDcqJ,affirm,2024-08-14 00:54:03.784000+00:00
cs_live_a15GYSSZXz2buDGF4baFIcttWU9fpChtgG1YIrLNVS20sPtq8neqImtppz,affirm,2024-08-14 00:47:02.428000+00:00
cs_live_a15Gdt2xkvBqfQBChIRpVDI2ipbBcGNHRK0TWvBeBps7WXPZAFTwUgb5RP,affirm,2024-08-14 00:58:45.908000+00:00
cs_live_a15H9MAdq8pgPNEXNRF4etdVpjUUSZ1ICGMrnSGGfx3fU0aOhfETo4YZEY,card,2024-08-14 00:40:51.199000+00:00
cs_live_a15InD1kAnCg62LbyIBK4J6uSWqSU9do0jO3jvUNszrExk0COGy1Gsyjm7,card,2024-08-14 00:59:04.081000+00:00
cs_live_a15K3Xn0CsEsjCfan4ndFIn0jUhHOiOqOzPvd2tV36gGmRhz5OBlPEw13m,affirm,2024-08-14 00:56:05.088000+00:00
cs_live_a15KALpDHdR6NslvbbsEUVHz9L5v9j7zhfT9dAo9aNFRrLl5ihCJqisYe0,affirm,2024-08-14 00:53:44.754000+00:00
cs_live_a15KCQe00p56OHHRiG6oGAkMwW6Ke6tdHf0NBpuwaC1qf7AM2mfcgEY4QS,affirm,2024-08-14 00:59:52.246000+00:00
cs_live_a15LVvqVPz09RjyCN6POvOjeNoXe70J5KU2XFKn54ho0kjIEgtybA8QLeP,card,2024-08-14 00:44:00.217000+00:00
cs_live_a15MWHhdP6Wf6trn26Z2JLUyIFPYNZs5AxvE5BAaknbj1zZ9iBEzqMIPX4,affirm,2024-08-14 00:51:59.856000+00:00
cs_live_a15NDUuVl3meRBduEbxM6eh6J2fw5hJWiw8b55NvyscB5fp2iWFbXmvUC9,affirm,2024-08-14 00:50:24.237000+00:00
cs_live_a15NSDrsF2kDPpbodsfGLmJsK2GTZ7V7p5PawOdKMo0Ey3Etvmvx0cExFJ,card,2024-08-14 00:46:56.279000+00:00
cs_live_a15Oj15LXJRbKZFxc2JVRp9WLlRh59YBAnoxnwUvPEc2ozIVzsZi9cryaq,card,2024-08-14 00:59:57.965000+00:00
cs_live_a15P6aTM1JOtP06s0aXKFJTYg5Oa0BUCsZQJIWqtZAHZ4G7iOiRh7TuXpt,affirm,2024-08-14 00:47:02.433000+00:00
cs_live_a15Ptd0kgv94m6lzQXPo6ewUfp3nibjRA9zaKwBSPYD3qvUs5oEbUvJx0V,affirm,2024-08-14 00:47:08.215000+00:00
cs_live_a15QAIoGDAowGL6mWYD3BnqzZqAIINcsYWo0KurKTWurxvE0iQSQ4fKj5k,affirm,2024-08-14 00:51:50.121000+00:00
cs_live_a15QCYV34hzQolNOS8N6CiWPcPydWJaxSFbPqqBKbk8LF9k1cVFgAXUpXN,affirm,2024-08-14 00:58:45.910000+00:00
cs_live_a15QaUY0HzYggNiAfxMeDjZ2ns5U0eVp8Y9MezNVfIJWpcfpaPHElXqJa9,card,2024-08-14 00:42:00.033000+00:00
cs_live_a15Qs6l4QsEadXXhEl8K1fjCiE8aQ0XHfYboujMRkXaoxiKFtyCFlKW6zM,affirm,2024-08-14 00:46:38.888000+00:00
cs_live_a15SAjMZRas3i3gLNRZVkTXVw3uQrJkSp7GBfuEi1vSrI1vOvGmDGGTrFw,affirm,2024-08-14 00:48:33.604000+00:00
cs_live_a15T4AljHDvaqlfrD8Una0kC4S3ehpgEosSfrXORGJt0EFu4gupvLpTPjG,card,2024-08-14 00:55:58.961000+00:00
cs_live_a15TnsFdSqV6sYoRnLRfcjn2pee0rr9xc2IR5dX67AIoLslzGeSn5bAydG,affirm,2024-08-14 00:49:44.517000+00:00
cs_live_a15UGvAvyldVCqVcoBnUgIUnLhbOo6CILw0ew0bAHSXBhKrSXqGJRMmsQS,affirm,2024-08-14 00:46:35.899000+00:00
cs_live_a15VB9gg3wyxZQutcYSBMacwI9k8gaUlMYrnFbwjm0vdxCg6TFD61Y0nFw,affirm,2024-08-14 00:41:32.672000+00:00
cs_live_a15W1zxYIlviVygSZk7xr2HJ34ehofOevR7vvDtl6SocNAw0WiGzYcWkaQ,affirm,2024-08-14 00:48:50.417000+00:00
cs_live_a15WGWsrIS3tQC5eYfR2TGHaxn87sTMhNRtRJ1zhQR7POzAc5tpydlL3fd,affirm,2024-08-14 00:54:13.420000+00:00
cs_live_a15XPn7QBXFdhLGXMRkPyaOJmANg48JwrmuF1N82B8Y8pIWLX5JywN8j11,card,2024-08-14 01:00:14.850000+00:00
cs_live_a15XfgTW1cJiMQETtivl4jCCs49idnh5lFCMRWFFeAdelUhIQuJwEjucn6,card,2024-08-14 00:50:44.147000+00:00
cs_live_a15bb1ZOQxzULiMwDQpt6Tm06tEGNNelZrhv8xuXoi1HxfbOswSjmPBri6,affirm,2024-08-14 00:56:55.104000+00:00
cs_live_a15cg9JJEJyozvEwdJz4KuzDwmVdnD5OMIMMksVTI6w7lmzppFNoy1RWFp,card,2024-08-14 00:56:29.169000+00:00
cs_live_a15ctpKPllUVVjZi7bh9LAiVsL6tNJT7H8jaMa7bUcZK7ZykdlcKsFfDMt,affirm,2024-08-14 00:55:09.278000+00:00
cs_live_a15dMlH3L02cc2de458uySyz7k5h9k9UHMa76Y4TrLxgmVDISIh4kB7stU,affirm,2024-08-14 00:54:51.471000+00:00
cs_live_a15fO4b80cNqMpbZ1ZKSxYlCXp11gcKHqJchUMUdmoP7rwwtFmtkaephed,card,2024-08-14 01:01:03.476000+00:00
cs_live_a15hObWFweYc2g1QNNN8Eg3K7LISvjaFC0w1ZpDfZG7Ec04FhTQI5ERE3m,affirm,2024-08-14 01:00:03.395000+00:00
cs_live_a15hWyPT3VlljRouwne7AxOK5CaNhOuA2LINwqapDV950qR6oypxcGCffK,affirm,2024-08-14 00:59:44.163000+00:00
cs_live_a15hjdhfjP2ErnbPTwVlvATuvI7Sqr1N8K9W7UxHTKIYpty0GHEnZ3K6Q9,card,2024-08-14 00:41:29.401000+00:00
cs_live_a15iY9yxBPL6sogeMv7ixPkcg7JqoOvEZ6n7e4XEC91MwgOEZ8nmfSnRuA,affirm,2024-08-14 00:57:09.916000+00:00
cs_live_a15jW15OYNx8KKvFExkmYmpmUAUm2Pec7I8pDH567LastTcKrPBQ9VViiS,card,2024-08-14 00:44:15.523000+00:00
cs_live_a15jk2yOFOgGIK9SDzFyouOVDALuEXH1nYiEAfbWIJoBPfNaRl3NCmPUvs,card,2024-08-14 00:57:31.393000+00:00
cs_live_a15lBdxUpB3VY2274eacvJJpeq4PQNxYLXhvTPNWWVn29e1x3Mxe3XHrAk,card,2024-08-14 00:55:37.758000+00:00
cs_live_a15lymRNkf4vPNYYgLwaW75OBEeCECOJiLc1WcVFjI3sES0HIYlVxq7HR4,affirm,2024-08-14 00:52:12.977000+00:00
cs_live_a15tiOpucJ1vRWf2twoAnR2FPfILvxdETrVWo1K1UlkMm1bqkPiemhQZ7l,affirm,2024-08-14 01:00:58.108000+00:00
cs_live_a15u8AunHaMBkCxOJWbZH6jqlryL9NUrLYHz0X9kYMEOXezApMSpquudoP,card,2024-08-14 01:00:30.921000+00:00
