checkout_session_id,payment_method_type,_fivetran_synced
cs_live_b13UYzkjDvIrWy84hCGORQC1OlJKG0kkDvcQlwzAZJH4b27c3dFUO4jS9L,card,2024-08-14 01:17:14.250000+00:00
cs_live_b13UaQdo6cfYrBdk1KL8G9YpHVyE42HxGnOyVjFf07x0h4HMx4oHbGt3S3,card,2024-08-14 01:05:27.702000+00:00
cs_live_b13UiZyQgkDUcwv83LFndFW4mJ0cCwwf9kATgiXvRuXsaLu7B8zbFyshwD,card,2024-08-14 00:58:04.907000+00:00
cs_live_b13UpYVMh4mfr1CVqrPIZZ9x2T2MTGWYkjauJzzBa45Mgilj4Ef3x2Tqcu,card,2024-08-14 01:15:57.398000+00:00
cs_live_b13UrHH0U93J2gqiR05H2xE8omvEi3PqCNoYia9llJINhoJ50qLhWdi0k3,card,2024-08-14 00:46:32.771000+00:00
cs_live_b13V3D1CydcfDVE8NVMyHrEG2hEtBN6JVKhhbpoh8jMETeN98C9hJuHfT0,affirm,2024-08-14 00:58:45.909000+00:00
cs_live_b13VHiJqLg4gFex4IqHJoUDDVQPVAS61XibvuLzGEjG4r8b9ZVvkg9J4Yq,card,2024-08-14 01:01:13.055000+00:00
cs_live_b13VJygxDlzw4gXVZCOvfMgHlZWYgya4KtWehFU2cPLnLi91UscSDaXJIG,card,2024-08-14 01:13:18.798000+00:00
cs_live_b13VyI5UVoqLD4RDz30JXQEsMRhhCw0ZHzn6uQDvXkxNbAlebNDIQwz3d7,card,2024-08-14 00:51:37.307000+00:00
cs_live_b13W5WOpuHGbSoVOm6XrFVBSe8SuCZHp92y4kQUu5hAm4BGGcnaUyILDzF,affirm,2024-08-14 00:41:26.244000+00:00
cs_live_b13WJofKuD0WsWg2X5uDk5fafJQ9j6vq3XK0YWHFKD50erlzxK1CfHeUBZ,card,2024-08-14 01:04:08.160000+00:00
cs_live_b13WLrAT0Hv53x17Ukemhtkkq6PJs9ynamwaOj0U7IGQjTGo4gL6UKXPh5,card,2024-08-14 01:09:29.376000+00:00
cs_live_b13Wnhq5fjR2E6uQbyzmAsg0CmbD4bPdcG3qh4PqYudpg7yWrAiHCxvJFh,card,2024-08-14 01:10:18.271000+00:00
cs_live_b13XTczBIakGK1wKGTmzOHe2kqP9LmevUmt5DpklVr62cgutJmM8A8izi1,card,2024-08-14 01:16:04.268000+00:00
cs_live_b13XcdDWrEnZOyfj2FGOdx0q0qhi2F3T5QQDdbJImwpGLqAriDLcHmQU6O,card,2024-08-14 01:14:22.634000+00:00
cs_live_b13XlNqoi5U3QWNPSIHk8K8GXvToQGCcTyEFQvvGlzqaPVaNbGJBcHKO15,card,2024-08-14 00:44:17.996000+00:00
cs_live_b13Y8ArX7NO1LM60qfCdHS6SJCvlLJzfN6hEStmcubJxvKZ7cP4cwLddmn,card,2024-08-14 01:00:41.834000+00:00
cs_live_b13YC271oQRemQrazmJnhIchXgPRmNWu7gJQxdaTikDsASivUunRSicMmP,card,2024-08-14 01:02:55.123000+00:00
cs_live_b13YDv2HKHn1DuaU4d44VURaN0QRqSIZf2yFq17YPddWFXpsYnHx8rf76o,card,2024-08-14 00:55:25.315000+00:00
cs_live_b13YQOEtLAESyGozBafVxchrOAIBVWIbem8MlLXYjONwMMChgRuTemtRi3,card,2024-08-14 00:46:41.904000+00:00
cs_live_b13YRdh7WJ4JgX2n5hE9KKKvYqE3a81n1TqSs8WHFWsThKd70Yzkqov0vc,card,2024-08-14 01:05:05.557000+00:00
cs_live_b13YTQFuCqrVAcaBJPjjANxszHO5LGLOHC2e6j5qwbGDHSZ556ye4RVAeE,card,2024-08-14 01:11:23.576000+00:00
cs_live_b13YqIU0wDGomosKGAjvcFzAE8CnfqggSfMkj9iW3GdSYOnH5TP29zKhHX,card,2024-08-14 01:14:26.073000+00:00
cs_live_b13YzLfmb9w7221ST3ncR0OR13Ry3qVnemirMBUuoXJXUKyk0k7k3K0mh5,card,2024-08-14 00:51:50.125000+00:00
cs_live_b13Z8Y1UCuAiHIicqGoquHbvXsmYV3pdVg0AhmKeuerMiLRw5hZV8VMPEl,card,2024-08-14 00:44:46.034000+00:00
cs_live_b13a4qGVFdu0XzDdVbileNAttU0raS0SX0uTZtlT2RmQWXWM1CFhE2dJh1,card,2024-08-14 00:47:23.112000+00:00
cs_live_b13aDY6wnED3C4eX6c7YkhrBHzrk9IIrnWVjjuQvEfH1QZyHHZKqBGcYbu,card,2024-08-14 00:50:30.531000+00:00
cs_live_b13aN0g2ERiCCXEOhNve8YYnf8ogAlqc6XLZ2fJFSJ2BrkaAGRZkVldTts,card,2024-08-14 00:47:47.931000+00:00
cs_live_b13aNBz8aMSKyZ2bDf8KGpk2i4L526Tr0PhUrAPKb5Oppgv1KxH0HfvE4H,card,2024-08-14 00:41:00.638000+00:00
cs_live_b13adLiR7tuOHaILmTh0MkvErnYdMCNhMSk0cg6b4reImQFzvGdb4RrtZn,card,2024-08-14 01:01:09.793000+00:00
cs_live_b13bATDVPhPBhVknhWLcbY2ZT79vBQxFIFlogYdft74ou2QIZodmzU9wrQ,card,2024-08-14 01:02:22.744000+00:00
cs_live_b13bC8MAKIwvS43CYyUyWg2339DB8EAWrinZxWjHiSUbDAKUgCJDwjeIek,card,2024-08-14 00:51:33.903000+00:00
cs_live_b13bREfLIiZJ5mBz7ZiB0WeBXBUB9ZJESaBUYMgsHtUN7JObl8HFM8Z3nK,card,2024-08-14 01:17:04.329000+00:00
cs_live_b13ba6ttptWIjR3XBpy6LPi6kqK8rqVYxqD4HI7s5xJLeXpYFMTpec5EuW,card,2024-08-14 01:17:27.024000+00:00
cs_live_b13bmQjUNuJalvRT9PfxPJj5oWBiDVJCDw0e6NWPRl8buFlYqTS0K52c3F,affirm,2024-08-14 00:46:14.892000+00:00
cs_live_b13botRMhObfH32LFpG62DtCxSZFj7C2ndHSc7ezGF7rkoCCezYyOgH75w,card,2024-08-14 00:44:51.699000+00:00
cs_live_b13c4Lgs2JVQTJehL4THtgKibipa4Fk6ARYHtZVC0LyTJbvTdzNWNlMI7Z,card,2024-08-14 00:41:06.448000+00:00
cs_live_b13cWfMdBHnH3xgJglaPwusbewnnNoNp9APtQW9AAskuuHJZMf6cGxufbT,card,2024-08-14 00:52:09.809000+00:00
cs_live_b13chfGvSvW8Ed6C23dl2Bht8s4fD6wseSDPxxz2JeeArp9LdQNrdRTyTj,card,2024-08-14 00:47:32.238000+00:00
cs_live_b13cjsOIbBbcxVeK55OVwZRk22C1yOZw2ZX01yhWjbo0oF69XK5sqvKksG,card,2024-08-14 00:47:29.245000+00:00
cs_live_b13cnRTZCTLCqp3CDDfIPgtCJ2yxGoim2xuULzp8qESl9eLOCMeIllAjYp,card,2024-08-14 00:50:05.715000+00:00
cs_live_b13cvJHeX5mp977srfCLdnl7b97m5EKqDS6vi9KZvlavqgiiG88Fcvrb3Y,card,2024-08-14 01:09:56.923000+00:00
cs_live_b13cvvgPwa8bukMrNMjxvqEZSCzBAsFs3Qstn8ElDyh6k2Q9qlG0aFMesa,card,2024-08-14 01:07:34.910000+00:00
cs_live_b13d44RhRtBcghnt1GzmYGzx63A71s7uyKZ4fn0un55CBZhZGCQyqPbIIm,card,2024-08-14 00:50:24.240000+00:00
cs_live_b13dLkbxtCYTMP1fFX48l2jrjrC7dCyenszgbYgyKk1eiIGWgiqAQOwvDD,card,2024-08-14 01:07:31.568000+00:00
cs_live_b13dRjSSfLHVFtYyi9TQyPAvDbxvWriAmjkBipmf4UgkMYBuuKDBVRbbi1,card,2024-08-14 01:12:28.218000+00:00
cs_live_b13dZFLw2ZxK4AZpaC1KyvBxt5jDB8BVg7v9EutRxBUrnQLtWyvqta2PzO,card,2024-08-14 01:12:41.553000+00:00
cs_live_b13diTpttrhvpuwD9xNxugUfdG6yszrkgDCPsshPQ57plzghBPCeddlJMd,card,2024-08-14 01:06:37.360000+00:00
cs_live_b13dm58rx7XAV02XCMycYEUoOTKRiWyHIPZQ7mBBsJfpv553Qk9DH1vfZ6,affirm,2024-08-14 00:43:22.267000+00:00
cs_live_b13e4NVUC3WO1pyKxnqyOgEKcMCimeJOapYBIYuXPHm0UF48tSwEm9No05,card,2024-08-14 01:19:22.142000+00:00
cs_live_b13eBCenMVmp8DdBSLFgED4u9mBqw7oCJsNVvGlrwvelf1zzYoHULPgfIF,card,2024-08-14 01:11:34.002000+00:00
cs_live_b13eOkP9afFrUj9lmBFijDjWLf8sW2HYfx0E1fyiaU5yN7661F13cihIUv,affirm,2024-08-14 00:45:56.898000+00:00
cs_live_b13eSomwAgX6tpheSc0q3XFmHNA4zXJ20oWIkq9tzkiVj2RMK1g9HaQFF1,card,2024-08-14 01:18:22.975000+00:00
cs_live_b13elrvg2ZZ3DZcUoxFNbd02Yfd94DDkBxhx9M3vSQoo9Kzbp83UpsgU7w,card,2024-08-14 00:43:44.451000+00:00
cs_live_b13feHKh41dQJDcZN8kwzT9WYQaRmxh7oDxmRUXqgejn1Jee8V6707buQh,card,2024-08-14 01:03:54.604000+00:00
cs_live_b13fi6ok0TMeDPy5B5JCuYwBo4InRvrVM7rndveNT8neWUX3ft73iQvd3X,card,2024-08-14 00:43:37.942000+00:00
cs_live_b13frAyYRrA4ihqEOStMhlVnJU8CEM43FYtoPptbKa0J7ihDYQKbObSp2y,card,2024-08-14 00:44:06.062000+00:00
cs_live_b13fuNEJgCIorxa5pTpIpHQQRpWP1Pw0qzrJVxU2p8K1lQYbnKNzyByTP8,affirm,2024-08-14 00:45:24.242000+00:00
cs_live_b13gNRXvKXgvGsEfQWfANNXhLbbLoqaQAomg1KXnWuFRq3DAcKDqkn2u8G,card,2024-08-14 00:59:32.854000+00:00
cs_live_b13gaQimrE44lyGNoLTGGitPjgOMCqURbo9cMvA5xPoNrr2ulGJFdgeCjg,card,2024-08-14 00:49:00.304000+00:00
cs_live_b13gzgKS6GAJxlmjsJB9nq7xMVdIQTW6VPEUhbBeS0VPbWx2VZwGnrDmw8,card,2024-08-14 01:01:52.570000+00:00
cs_live_b13hCA0iHwV9nrvMZfaKutQ3e4J8R23TIGjud40hEpOwMGZlifi4a5bp6u,card,2024-08-14 01:01:19.334000+00:00
cs_live_b13hHw8Yeu6mcp8JAFqH8SO8SEVpEmsPRtXRrrqsy58i6kO5SDmPtaXycY,card,2024-08-14 00:45:07.321000+00:00
cs_live_b13hbq2O61vE15GIeaN2AEd2ETqWMUj1ic1IheKMVUll8kzUaJf95enCgZ,card,2024-08-14 01:18:26.590000+00:00
cs_live_b13hnCki0Y2LmWBDHMaWK5Ct4PwTUitrqyIkL4EkJ364knvzY0oI5nYO72,card,2024-08-14 00:57:39.900000+00:00
cs_live_b13iCeuzCw6znkcIxYqLO5RAjeELkzT1UjwzqGmhmbGyNnszIzRRdObTmF,card,2024-08-14 00:57:12.938000+00:00
cs_live_b13igpNEZnuxECKCcIcxecrCoWOUhEvgCitqC86j6TTXTJbDNr7HHon64y,card,2024-08-14 01:07:14.651000+00:00
cs_live_b13ilExd4R5r5FKMGRAUVghtFv9XULXoiWl50sWjqGaOJvGnKRiLLt3SOk,card,2024-08-14 00:56:05.086000+00:00
cs_live_b13j8eDMsnsDSgO9m8DTkrbKbj1jGyD2CmfFDxRnieep1Iz2RkGw8AH1lo,card,2024-08-14 00:55:01.230000+00:00
cs_live_b13jA0i05YLAuWWmkSS3zfyEzaNLB3tzRL9KXCV6Ds9fmo4mcrzHCuRDeM,card,2024-08-14 00:45:21.302000+00:00
cs_live_b13jZ6Oyxzz9X4VHNkVD1FF6Yde6zR0cYo8SdqD9z9TMZvJuzZ8TLz2JyB,card,2024-08-14 00:46:59.322000+00:00
cs_live_b13k04is1QoV5iXDNPEzk0yYnDqWhvsdTFs0tVS74TXn98yOPc8qAah0mN,affirm,2024-08-14 00:49:50.605000+00:00
cs_live_b13k0um4X3t176nheJ5VKuJBM16XUate4XOECzKIcRl4ctP8OfjcijHp7z,card,2024-08-14 01:13:59.585000+00:00
cs_live_b13kMtM97UrxWRcmE3TXknqRgnqYQZKxdIE2449eczyLN8LFPjtudCgMTh,card,2024-08-14 01:06:51.080000+00:00
cs_live_b13kN3cRWDCH6dlikLECVvGPaXkJ85b71vbNhnkSr02vTtXMUPEFQIkydZ,card,2024-08-14 01:17:23.800000+00:00
cs_live_b13kWxu5S3I5Y2tI8BduhaoopIVoQuxS5TQTHLICSdrCXCRtU2PQziKWTf,card,2024-08-14 01:06:40.780000+00:00
cs_live_b13kaFZ5wrZgbkYJl7PzPJBO3LdtokeuKZccN2ACTKOxuzAWXJxddmtusb,card,2024-08-14 01:08:43.584000+00:00
cs_live_b13ku3VnXXrSASDfyz3tSAkip8ZIUGgQ4tDtjQnr1uyk5U7VKLG0Lnz841,card,2024-08-14 00:41:12.842000+00:00
cs_live_b13l1gNzFhW7a5zGlgYxKqqMqnD98XoRROlSJc9FblpLn6f9D5KNyszchx,card,2024-08-14 01:11:50.872000+00:00
cs_live_b13l31t8jsNfFXU5pN1KG870snIwyddvhB0Et5t1A0tvVGvGH63LL9PX95,card,2024-08-14 01:09:08.334000+00:00
cs_live_b13lWICaqOBMYWcxK3bO4qhllfqDSGtPbR6VYfuf3M2KEH0rAi6NQJ41cH,card,2024-08-14 01:01:25.726000+00:00
cs_live_b13lwxZSvKFLUvRs34DagOQKnRUOdyf0X085ltjAynJzk499r4DYxwkuhc,card,2024-08-14 01:09:36.562000+00:00
cs_live_b13m0bKF5QFMcj0KLRWqtUPhIpzHfXnJt23S83iA4R9SBt01ntY3uDTcOH,card,2024-08-14 01:04:14.984000+00:00
cs_live_b13m4CEyu8irbpJMTcllGM50Ne5GfBBZHiWQMO7lnPdmMnHYbcKnn02ULB,card,2024-08-14 00:45:10.340000+00:00
cs_live_b13mV83GDMHgOrDHFQTK1O9BIqAjINd4jZq7tAc7inTlgGGUKEJwfaP6E8,card,2024-08-14 01:15:09.083000+00:00
cs_live_b13mYfuXQFRN0tbVq9rjILhISOPZjuqUCjvqNn6tVMNQSm5hLAv7z5gvfE,card,2024-08-14 00:48:27.386000+00:00
cs_live_b13mYgqZ5Bqcbk5d7eLY8rDBqaPE1Pv73ANiLudgBIPsu4XX7d6XfuicQv,affirm,2024-08-14 00:56:01.934000+00:00
cs_live_b13mvCtNb5xX2VvFGY8mXgzcDN2iPdWM6aaFnr4vblLFxDUzD9oPta5VJD,card,2024-08-14 01:05:31.227000+00:00
cs_live_b13oHvNCl1KAwQC6sFptfwNqRQzX8H8RSaIAurNKhVeVjjtOzURewHcUo6,card,2024-08-14 01:06:37.360000+00:00
cs_live_b13oUUgiwZJmqu0w5MDmP7AVN2UpsjkinYWkO2CDo7S1wUDaczPkN96eNC,card,2024-08-14 00:51:07.124000+00:00
cs_live_b13p1wXi0FgcKFamDnbzOgFJjsVQSeYFh3qRWxh8JaY1KxDGRAmnJ8SoOn,card,2024-08-14 00:53:17.780000+00:00
cs_live_b13p2G1aUtInF065jtdyylk9Cb4PIxETVktyo7o6FQvpMcz61L2q7blsjl,card,2024-08-14 01:14:22.632000+00:00
cs_live_b13p7AGzZhyegamzzhji3If3AfJrRtI6QMkBXISU5tRjTZFat7kpuNEP56,card,2024-08-14 00:50:33.798000+00:00
cs_live_b13pdnVAWm5OCB4ReJDN5qHFHw5nRxZrrFD7Y19bj0KlYAWxc3Qj00Yc9q,card,2024-08-14 01:02:09.508000+00:00
cs_live_b13peYfY8dklDuxze53EHYsSyrH9xohHR1h2atsPyiG4N2en11uvvp8KLg,card,2024-08-14 01:16:38.572000+00:00
cs_live_b13pwrJPwB9q6fZ15UQV3y0yaO6CUtZA17xrw5bPpeNtVDfhGJhNKCMcKJ,affirm,2024-08-14 00:47:14.173000+00:00
cs_live_b13q1ULYo5YinLa1iHXND2qc8FmYbQSFb1hKxz30zRztUSyHzSy8lj063n,card,2024-08-14 01:17:27.026000+00:00
cs_live_b13qEByYdU5SPHJ0emCtFtd6qUBfGOJmlICnUin8XfDOWUbI70RJm39KID,card,2024-08-14 01:05:31.222000+00:00
cs_live_b13qO9AY4FJvlY92ufOzmJpnfIQDCfDD8pN4WqZ4ZyqzkbgdVIuCgXGHCp,card,2024-08-14 01:14:03.557000+00:00
cs_live_b13r4LFK7EbkjFN3Ufv4PjgcaO3lI1pek7xfntCzMCSiqjZzIpGHVR0erZ,affirm,2024-08-14 00:52:42.935000+00:00
cs_live_b13rJyWzns5wvIZEmxpSN8CJZsYq5txzSAsK6ar1biJ7spgr7HclqDab9G,affirm,2024-08-14 00:56:52.137000+00:00
cs_live_b13rQEHbRgSFNANizcWW95CEur9p0K6VKS02DE6K84Lyj6Qvefv5YNuOJB,card,2024-08-14 01:19:18.791000+00:00
cs_live_b13rgoo8Llj0DLi8IdjWn41kHe8VxjsdzXhxJC5aoyaehvNPoMzpPblrWL,card,2024-08-14 00:56:40.758000+00:00
cs_live_b13sCsbrsM45j3Etk5KWDE8IyfvKnkdJfrsROTxKUtNXTmmgwd8fpf3eUi,card,2024-08-14 00:57:50.076000+00:00
cs_live_b13sMNk6mwcl0RTeoYex4211KeyI4rOrJSGL0p794DZBfoekE7juyXAvxk,card,2024-08-14 01:07:49.149000+00:00
cs_live_b13saAiq2J23sViMcEURdoWpUM9osR67FGi9VqJkH31TxXuzIaIia4Z3cq,card,2024-08-14 00:59:01.049000+00:00
cs_live_b13seMXJkSDCRQwY93rii8Ou32rB2b9kcroIk7k0lXa46bOYC8DT4UATQQ,affirm,2024-08-14 00:46:50.157000+00:00
cs_live_b13smHmiQCwK44lNRyCA0jeiiRfbL95kPHAv5QkKKxxg6MSq9h08hjE4Io,card,2024-08-14 01:00:58.107000+00:00
cs_live_b13tK6oxh7fHCVxyp4DIraMSu6VID9Z9Bau3fEsrBln4mxebQwl6akD1el,card,2024-08-14 00:45:21.301000+00:00
cs_live_b13tNtfGI5yqKsMneJv9plp0odME8dVVCXJ8tD2Gr5H1N00LpiwJD1efJb,card,2024-08-14 00:44:39.617000+00:00
cs_live_b13tbIYzEh5cDoKlDd8vO4uKcOUjgs5BDmZPQ98YXa9vnLGz3wZiouSyz1,card,2024-08-14 00:49:16.371000+00:00
cs_live_b13tkbXqWqUIM0ZMtcMBScNP1YvA9TOc4uahmey6IpYGHQCESrFPuubfRO,card,2024-08-14 00:59:47.138000+00:00
cs_live_b13uE47st1Q9RqycPYTtmk3f3jWg40pIHW4WhV84I4gVGUUnJ2e2jRrKlq,card,2024-08-14 00:43:00.118000+00:00
cs_live_b13uVhdJPTxjq41pmMmIQRqyZrkvOHiCqtWfFMewoYSPJPOWiLucefpahT,card,2024-08-14 01:18:13.196000+00:00
cs_live_b13ucN4btDam6u5hVEvj0XddSzg1DW9UEWOnADJfCkvY2IOTzftbCrJKYT,card,2024-08-14 01:15:05.575000+00:00
cs_live_b13uf0eBwcmuagDJvX3uaqBS31T9g3unB5Rro4ok1Z1Nsy9RQqkkgHIrer,card,2024-08-14 01:01:19.336000+00:00
cs_live_b13ukDvygC8KXHudXneatWJ5FTjnvz8bkfE7YmNjS6SgpXKL17qKlW7Ogh,affirm,2024-08-14 00:55:04.278000+00:00
cs_live_b13uznYx5jHvgfhRdsacjLGdO55gzvquD4UWzPdpE0mSHC5FkRQ8eCkfEt,card,2024-08-14 01:03:40.755000+00:00
cs_live_b13v8KXoq5YRcVv9oFEED6K4EMckveGYKjO9fM6WOH4272hRnWbL5EZJva,card,2024-08-14 00:43:09.842000+00:00
cs_live_b13vCx6JbxiDnI37ypuF8wV7xMLLYau3klJklbVcqJXpwSlppkXX9cTPFb,card,2024-08-14 01:12:57.978000+00:00
cs_live_b13vaae1msY4VjDqsbNlBB7nEgqUPMVirJnU8FvngHhFmm8mlvXZEjYL88,card,2024-08-14 01:09:46.488000+00:00
cs_live_b13vbIPdonhpXcNR00lDWTdCpnfwEFTewq5O7sahyKuN1T7gTz8x94jEtc,card,2024-08-14 01:03:47.719000+00:00
cs_live_b13vjpxhaNoAks0N1gbbBADllFMVnqQIl9yoTFERLg1FqnmUvB0xfPsDm8,card,2024-08-14 01:14:22.632000+00:00
cs_live_b13vqAx85526ktXl5Fett7vrOn2T3iIT3C5JyWueJGXNO5RweJNB3bIwhA,card,2024-08-14 00:46:50.157000+00:00
cs_live_b13vr5Sk8Fs7wPWUo2AtTvNplwvhDRr90bck4gU6AmyKAv5YPz3gYd70Si,card,2024-08-14 00:42:19.442000+00:00
cs_live_b13w3D7ECYKjyhvL9uBpEUCMbRrONENAbHPfZ6618TAenlqdRMgLecdA6k,card,2024-08-14 01:05:34.636000+00:00
cs_live_b13w67ySB73F6lSLQMuxNyarGghYD6vTDGIvLuT90IuQmMMWEW1aynreyS,card,2024-08-14 01:01:45.701000+00:00
cs_live_b13wEWPjcRbhkdbS3LFYWdd60w6Uhs8130UUxx5VyiWMuzbaqVRraktd5y,card,2024-08-14 00:59:35.691000+00:00
cs_live_b13wmNNqEw0YSE0atiakraVCDXVsn6xo8D7kAf16BKcpA7FnkZ6EXrTV2l,card,2024-08-14 00:41:00.660000+00:00
cs_live_b13wxPrtqeuXUMMMg3XLgeTMPJTJ8oAHWbc10cC63JIgElq61YEIFcLEGp,affirm,2024-08-14 00:43:09.838000+00:00
cs_live_b13xKNET6vuhVQYmuWYoxOUBqQIz5vSNK9hvJgPMInnaYwxwWQrh4pYbn1,card,2024-08-14 00:59:01.053000+00:00
cs_live_b13xNzrzZMbKGpNF0R3AtY6YTdIeFzT2TMWYzmiSFVNTVJgqhgpcaNjDes,card,2024-08-14 01:07:31.563000+00:00
cs_live_b13xksp0sXJgutdxVnd91L1SSxBcNjKnCOC6ht9P4b4bheY715ioDsDWH1,card,2024-08-14 00:58:42.941000+00:00
cs_live_b13y3NaYrmVlORKFfmQt4W4KJv4EWkyPzqbiaLVCGjetmvSoQvDe8asfvi,card,2024-08-14 01:04:41.039000+00:00
cs_live_b13y8XhwOyZZ9kvCAtN4cRav1G7dvTJNMw16UXDFiBzPSkwsMkprMuEe0W,card,2024-08-14 00:53:11.441000+00:00
cs_live_b13yOPnz5vi5azKakL4x6R3XxRnV991JiuICPmvYGVeahBys2CV9Ry2DZt,card,2024-08-14 01:13:36.087000+00:00
cs_live_b13yQZ97fQeuAmKP5wBj6svc4bz3Le8ZI2C7JjYn8kNDcBbAnE1DOtm0ue,card,2024-08-14 00:57:43.600000+00:00
cs_live_b13zEFtyrgJEdBCXym0ZRtbduKXFy2rbS7iIVjKLgmXXTSp26TcL8giSXR,card,2024-08-14 01:00:03.396000+00:00
cs_live_b13zFjD4JyEIznIgJP9UHVzSqgGlMwqJRaXPfa9WAV2vKtzriomHMDM3Tx,card,2024-08-14 00:42:53.752000+00:00
cs_live_b13zGm0bIpJXgnN5I09TTBDHfC7SbMxnTKETvvDSP734vJv7OocA7iZb0W,card,2024-08-14 00:51:17.464000+00:00
cs_live_b13zbKn3HTKOJkf7hpCjG4Wbzsu8jpsjRONl1oTubZzTUvGCX0N9j2jgQu,card,2024-08-14 01:02:33.114000+00:00
cs_live_b13zwXQN5BSb2sGFcJKV7WyfYQa2TiXgkSHMRnAkCnpbI4MrhswhpkSolN,card,2024-08-14 01:07:11.267000+00:00
cs_live_b140hScnM0VBa3zQMb6Sh4ZKICDgXR1gFc3kOCNSprnIn5Rrz5uSd0MYdU,affirm,2024-08-14 01:00:25.152000+00:00
cs_live_b140tCzj6csfgtvaffedrY6KDj2gg1pPxgjsZAweT3ANJCWsjLjsOMJjsh,card,2024-08-14 00:46:14.891000+00:00
cs_live_b140xxoeXu7uAuhcvD4CTEHPayVBpWNrxGBzceVF5aIyiYL2B9kfSZjh5L,card,2024-08-14 01:01:56.052000+00:00
cs_live_b1419iai53aN3sc4gBY5t45pltGq5xBPfHdR8HA4NuAs6DoUVpO4oq8ffj,card,2024-08-14 00:59:52.244000+00:00
cs_live_b141GYINgUzmO3QsVf2U0jOk5o2u05pb8ZqK589gu5gWK33HR6dwaNwItP,card,2024-08-14 01:04:41.046000+00:00
cs_live_b1422fh07gDZksscuMgxAdBDkeGDI8OvN2aOWZp51AVaNIqTVeWbxX0cWG,card,2024-08-14 00:46:05.879000+00:00
cs_live_b1427xvI88JkesKJ70wUa7LJ6WtOUR3v0dEuwauFKEMGzSIoOhHEM53G5K,card,2024-08-14 00:49:50.606000+00:00
cs_live_b142DsVyOULAnWzjqh645wwXzw3zeuUgE20QHv0SrTY6yIXPrLTcZUryWQ,card,2024-08-14 01:06:19.651000+00:00
cs_live_b142Sr1DeNhoteXtcb4HV3ReNNKqJuJJ5FBz7UPaBcRkXsMJhbker3qYuA,card,2024-08-14 00:42:13.173000+00:00
cs_live_b142fphD3kSoEisYRzXThyWxhxJXjT19elE0uTymQo8J9OX2zZ72KHj7Wh,card,2024-08-14 01:09:46.489000+00:00
cs_live_b142hvx2QeNVAnG3EfD6UjIntQ3KlGxmPbWc9BYy4aDBrsAyio4pxpSpVy,card,2024-08-14 01:15:36.292000+00:00
cs_live_b143MZDOlmga6wfKSkatKZNxFQ53xJaJX4FyxbxcWKCKigbwe5kA0KAiQ3,affirm,2024-08-14 00:54:40.293000+00:00
cs_live_b143QqGtprM2APDNIOX1yvw97QffMUR3E79gVDu2UFBNK4ylO9NOt5N7RI,card,2024-08-14 01:03:16.016000+00:00
cs_live_b143UtY3psEU6MPalQOrnbS9eX1T5dlzZ20lGSuU7S9XfErck1IKsdg283,affirm,2024-08-14 00:45:50.534000+00:00
cs_live_b143cII1g07XBP6eLptJz9zJeQNrMrTUd25jNIJTaxnMRWOrHvYH7aBuP1,card,2024-08-14 00:48:04.599000+00:00
cs_live_b143i9lverSct4h0S0l6tm7j25OaTLXCd2DnjYVBMy5LPwFYvvzGInItOD,affirm,2024-08-14 00:59:29.781000+00:00
cs_live_b143wEAVIYv00v2ksTNe7jfgB0G7jn71Ht9zUEMC2oSkEFvjZ4pCpjmHNb,card,2024-08-14 01:16:42.108000+00:00
cs_live_b1440BhWaXYOLy6gnsyR9FH29gXfzh4PC4KQZEoSxfFMj3ZrEWovqpghhP,card,2024-08-14 00:44:39.612000+00:00
cs_live_b144QdQW1AEMkHoRXS2UlwITGRrkaO4MexI79JwK7Au6mNTbDqKpwHpjHL,card,2024-08-14 00:58:04.906000+00:00
cs_live_b144eUcOYaQzWkF6YCUmJgGSKNR5zbs1jjGsb6HHyWFtQ33OpwUGO5M3aS,card,2024-08-14 00:42:25.767000+00:00
cs_live_b144oIxWSfLfLFWqswy87Sh8NVI3jNLBMnoQOPSuqaz40BGlyEULpckAGp,card,2024-08-14 01:01:39.078000+00:00
cs_live_b144sufWWmyj5rXosBPL5GEeUk180S2eCiaSln1NTCH1cX41sCfH9T0rCk,card,2024-08-14 00:45:07.320000+00:00
cs_live_b144xYCucUIm9LskfYi3PAoGWXj67jJEexlMb8BJQbEBlIehWcsDXyYmtn,card,2024-08-14 01:11:20.141000+00:00
cs_live_b1457PwrcALyNq0alBgA9FpV5xH2FDXm0x6L5gdW8Jc7z2o6lkTeOGWqdY,card,2024-08-14 01:16:24.184000+00:00
cs_live_b145CYqpUt9Wes4ymNggTbVdgNuRmLgdarSp8fyyAgr0hUpXKCIFMWfFqQ,card,2024-08-14 01:17:49.920000+00:00
cs_live_b145Ujn6EowhVV72KTbdBBvsZSX6WQmqMxajZMN4ApsVFaIqfGpqPUfffX,card,2024-08-14 00:42:53.753000+00:00
cs_live_b145e1ksJTIJPRer9T9FieddVpzJBbXeVYjqBgbsPc9sNCy6jnYWXU2R7b,affirm,2024-08-14 00:51:13.875000+00:00
cs_live_b145g9nGSMEMn0Jfa5HmP3x0sGg1ktWwJ7jeaT3Ln6uyn5w7a49XXjPyVl,card,2024-08-14 01:10:35.052000+00:00
cs_live_b145nX1OqlRYbFJiTXEubInt2Jjrgz50soNb8KTSe9SJSx1pYtHRXbnHIW,card,2024-08-14 01:10:35.051000+00:00
