calendar_date,children_id,app_id,usage_count,total_time_foreground,total_time_visible
2023-11-23,00b82d21-b514-45b5-977c-f76d490c8731,com.sec.android.app.camera,1.0,0.0,0.0
2023-11-23,00bc8e26-8b10-4eef-8575-24b08ff982f8,com.google.android.deskclock,1.0,1.0,1.0
2023-11-23,00c0855f-5c31-4aa1-acd7-3252a3ed050f,com.android.emergency,1.0,0.0,0.0
2023-11-23,00c0855f-5c31-4aa1-acd7-3252a3ed050f,com.google.android.apps.wellbeing,1.0,0.0,0.0
2023-11-23,00c0855f-5c31-4aa1-acd7-3252a3ed050f,com.newstargames.retrobowl,1.0,75.0,75.0
2023-11-23,00c0855f-5c31-4aa1-acd7-3252a3ed050f,com.talkmor.TalkMor,1.0,1.0,2.0
2023-11-23,00c464f6-3dac-4743-87a5-36189d4d7df1,com.amazon.mp3,1.0,2.0,2.0
2023-11-23,00c464f6-3dac-4743-87a5-36189d4d7df1,com.pinwheel.desktop,1.0,5.0,5.0
2023-11-23,00cb970e-d923-424c-9c1d-b70f28a42042,com.google.android.calculator,1.0,3.0,3.0
2023-11-23,00cb970e-d923-424c-9c1d-b70f28a42042,com.pinwheel.messenger,1.0,3.0,3.0
2023-11-23,00cc4e56-1434-4290-9acd-8af8fa5ae981,co.happybits.marcopolo,1.0,2.0,2.0
2023-11-23,00cc4e56-1434-4290-9acd-8af8fa5ae981,com.google.android.deskclock,1.0,15.0,15.0
2023-11-23,00cc4e56-1434-4290-9acd-8af8fa5ae981,com.pinwheel.messenger,1.0,13.0,13.0
2023-11-23,00cc6e74-8b6c-40c7-b163-cc2fec344a42,com.google.android.apps.tachyon,1.0,1.0,1.0
2023-11-23,00d0a44a-31b3-4ba6-bca9-e82a1de425af,com.android.phone,1.0,1.0,1.0
2023-11-23,00d0a44a-31b3-4ba6-bca9-e82a1de425af,com.google.android.calendar,1.0,0.0,0.0
2023-11-23,00d0a44a-31b3-4ba6-bca9-e82a1de425af,com.pinwheel.desktop,1.0,20.0,22.0
2023-11-23,00d56470-95a4-4b48-aec9-b8ba1fa646ef,com.google.android.apps.docs,1.0,27.0,27.0
2023-11-23,00d56470-95a4-4b48-aec9-b8ba1fa646ef,com.google.android.calculator,1.0,1.0,1.0
2023-11-23,00d56470-95a4-4b48-aec9-b8ba1fa646ef,com.google.android.keep,1.0,17.0,17.0
2023-11-23,00d56470-95a4-4b48-aec9-b8ba1fa646ef,com.rhmsoft.pulsar,1.0,28.0,28.0
2023-11-23,00d56470-95a4-4b48-aec9-b8ba1fa646ef,org.blueletterbible.blb,1.0,16.0,16.0
2023-11-23,00e3bc3e-3046-4476-b9a2-b0b9b4bdbc2a,com.spotify.kids,1.0,12.0,12.0
2023-11-23,00eb3498-0a70-4a1e-8fad-390363c04050,com.samsung.android.dialer,1.0,1.0,1.0
2023-11-23,00eb3498-0a70-4a1e-8fad-390363c04050,com.samsung.android.samsungpass,1.0,0.0,0.0
2023-11-23,00eb3498-0a70-4a1e-8fad-390363c04050,io.fieldx.app.devices,1.0,0.0,0.0
2023-11-23,00f5aa4a-3450-4097-ab38-8accd1bc332e,com.pinwheel.messenger,1.0,0.0,0.0
2023-11-23,01001798-f084-4ed7-a62e-526652262efe,com.google.android.apps.maps,1.0,37.0,48.0
2023-11-23,01001798-f084-4ed7-a62e-526652262efe,com.potatojam.classic.solitaire.klondike,1.0,6.0,6.0
2023-11-23,0103385b-3189-4b5f-9e7e-e3f32bc88742,com.google.android.apps.photos,1.0,16.0,17.0
2023-11-23,0103385b-3189-4b5f-9e7e-e3f32bc88742,com.google.android.inputmethod.latin,1.0,1.0,1.0
2023-11-23,0103385b-3189-4b5f-9e7e-e3f32bc88742,com.pinwheel.contacts2,1.0,0.0,0.0
2023-11-23,0103385b-3189-4b5f-9e7e-e3f32bc88742,com.strava,1.0,5.0,5.0
2023-11-23,010a17d6-553b-42ed-84e9-f366b93ac610,com.pinwheel.desktop,1.0,1.0,1.0
2023-11-23,010fcdc3-a19b-45ff-9892-9059bae56420,com.pinwheel.desktop,1.0,10.0,10.0
2023-11-23,0117adf0-dc9f-492d-917f-db5b8a61e2b8,com.google.android.apps.maps,1.0,1.0,1.0
2023-11-23,0117adf0-dc9f-492d-917f-db5b8a61e2b8,com.pinwheel.contacts2,1.0,0.0,0.0
2023-11-23,011f1b6a-6049-4afa-9598-31b7cda7da20,com.amazon.mp3,1.0,4.0,4.0
2023-11-23,01296263-e515-499f-ba14-c2edd0cf8629,com.duolingo,1.0,4.0,5.0
2023-11-23,01296263-e515-499f-ba14-c2edd0cf8629,com.pinwheel.contacts2,1.0,0.0,0.0
2023-11-23,012ac257-9b4f-4f46-b890-1326a24d362b,com.pandora.android,1.0,5.0,5.0
2023-11-23,0150327b-706b-4ab4-b677-8e695599d7cf,com.pinwheel.contacts2,1.0,1.0,1.0
2023-11-23,015dc8b5-10c6-4b96-bdd3-3f803eec7118,com.adsk.sketchbook,1.0,2.0,2.0
2023-11-23,015dc8b5-10c6-4b96-bdd3-3f803eec7118,com.pinwheel.contacts2,1.0,0.0,0.0
2023-11-23,015dc8b5-10c6-4b96-bdd3-3f803eec7118,com.spotify.music,1.0,2.0,2.0
2023-11-23,015e4cc5-138c-4747-8ca9-dd57fe37a4e6,com.google.android.deskclock,1.0,0.0,0.0
2023-11-23,0165c904-ed32-4a35-a666-90e690188343,com.android.settings,1.0,2.0,2.0
2023-11-23,0165c904-ed32-4a35-a666-90e690188343,com.google.android.deskclock,1.0,1.0,1.0
2023-11-23,0165c904-ed32-4a35-a666-90e690188343,com.pinwheel.desktop,1.0,9.0,11.0
2023-11-23,0165c904-ed32-4a35-a666-90e690188343,us.kr.baseballnine,1.0,52.0,52.0
2023-11-23,016c950b-dfe7-41c3-98d4-5a748d2a6385,com.sec.android.app.camera,1.0,0.0,0.0
2023-11-23,017699ff-d08c-48e9-bcc8-b44c73fbcd00,com.google.android.apps.translate,1.0,0.0,0.0
2023-11-23,017baa7f-7919-4b09-bd85-b6f66c589471,com.amazon.mp3,1.0,9.0,9.0
2023-11-23,017baa7f-7919-4b09-bd85-b6f66c589471,com.google.android.gm,1.0,2.0,2.0
2023-11-23,017baa7f-7919-4b09-bd85-b6f66c589471,com.pinwheel.messenger,1.0,116.0,117.0
2023-11-23,0183c395-3782-43ff-86f1-f68e1060e627,com.google.android.apps.photos,1.0,630.0,631.0
2023-11-23,0183c395-3782-43ff-86f1-f68e1060e627,com.mediatek.camera,1.0,6.0,6.0
2023-11-23,0183c395-3782-43ff-86f1-f68e1060e627,com.pinwheel.messenger,1.0,16.0,16.0
2023-11-23,0183da9d-7d63-48f8-94c7-0a258692ff1b,com.groupme.android,1.0,115.0,116.0
2023-11-23,018fcaa5-5215-406b-91f5-a20ba80975ad,com.google.android.gm,1.0,0.0,0.0
2023-11-23,0192ceff-9f55-4d7f-9515-5057126fd182,com.android.settings,1.0,3.0,3.0
2023-11-23,0192ceff-9f55-4d7f-9515-5057126fd182,com.life360.android.safetymapd,1.0,0.0,0.0
2023-11-23,0192ceff-9f55-4d7f-9515-5057126fd182,com.pinwheel.messenger,1.0,30.0,31.0
2023-11-23,01a68a5f-0864-4768-a3d0-66551b7c1cc7,com.google.android.apps.photos,1.0,0.0,0.0
2023-11-23,01a68a5f-0864-4768-a3d0-66551b7c1cc7,com.pinwheel.messenger,1.0,14.0,15.0
2023-11-23,01a9811d-facc-4453-b1dd-9cedde55b7a1,com.google.android.apps.classroom,1.0,1.0,1.0
2023-11-23,01a9811d-facc-4453-b1dd-9cedde55b7a1,com.pinwheel.messenger,1.0,1.0,1.0
2023-11-23,01a9811d-facc-4453-b1dd-9cedde55b7a1,com.sec.android.gallery3d,1.0,4.0,4.0
2023-11-23,01ad34d5-9798-482d-894b-d7be7cb7db7a,com.pinwheel.messenger,1.0,0.0,0.0
2023-11-23,01ae9f14-c8a6-4445-a8c3-6c0a333a15fa,com.newstargames.retrobowl,1.0,1.0,1.0
2023-11-23,01bd79a5-ba95-4d84-b7c0-bae89005735e,com.pinwheel.desktop,1.0,1.0,1.0
2023-11-23,01be55b1-d580-44f0-b64e-183bf32f5e6b,com.google.android.apps.photos,1.0,8.0,8.0
2023-11-23,01be55b1-d580-44f0-b64e-183bf32f5e6b,com.pinwheel.desktop,1.0,3.0,4.0
2023-11-23,01bf809a-a080-4aa8-9397-13c1294ac101,android,1.0,0.0,0.0
2023-11-23,01bf809a-a080-4aa8-9397-13c1294ac101,com.google.android.documentsui,1.0,0.0,0.0
2023-11-23,01bf809a-a080-4aa8-9397-13c1294ac101,com.sec.android.app.camera,1.0,3.0,3.0
2023-11-23,01c76d71-0109-40f1-bcd1-ed12e33b34da,com.audible.application,1.0,75.0,75.0
2023-11-23,01c76d71-0109-40f1-bcd1-ed12e33b34da,com.pinwheel.desktop,1.0,8.0,8.0
2023-11-23,01cca7ff-f87e-4f85-85fa-227d23a04f50,com.nytimes.crossword,1.0,32.0,32.0
2023-11-23,01cca7ff-f87e-4f85-85fa-227d23a04f50,com.spotify.kids,1.0,2.0,2.0
2023-11-23,01d59f90-43b4-4812-b4a8-6e2980072a1c,com.google.android.deskclock,1.0,411.0,411.0
2023-11-23,01d59f90-43b4-4812-b4a8-6e2980072a1c,com.pinwheel.desktop,1.0,10.0,12.0
2023-11-23,01d80393-b6ee-4ca0-b46a-2f752f3971e8,com.google.android.apps.photos,1.0,71.0,71.0
2023-11-23,01d80393-b6ee-4ca0-b46a-2f752f3971e8,org.inaturalist.seek,1.0,2.0,2.0
2023-11-23,01da4254-c0b5-407d-ad06-3955302fd605,com.pinwheel.contacts2,1.0,0.0,0.0
2023-11-23,01e5721e-034b-4c2f-bf79-9700446e9d35,com.bitstrips.imoji,1.0,7.0,7.0
2023-11-23,01e5721e-034b-4c2f-bf79-9700446e9d35,com.google.android.apps.photos,1.0,4.0,4.0
2023-11-23,01e5721e-034b-4c2f-bf79-9700446e9d35,com.overdrive.mobile.android.libby,1.0,42.0,42.0
2023-11-23,01e5721e-034b-4c2f-bf79-9700446e9d35,com.sec.android.app.camera,1.0,0.0,0.0
2023-11-23,0201bb75-f4fb-4456-90e0-9185478b1b84,com.clearchannel.iheartkids,1.0,31.0,31.0
2023-11-23,0201bb75-f4fb-4456-90e0-9185478b1b84,com.sec.android.app.camera,1.0,0.0,0.0
2023-11-23,02055391-f6d5-476e-9485-95d607846a65,com.overdrive.mobile.android.libby,1.0,341.0,341.0
2023-11-23,020a920b-3779-410b-89f7-bbd880e05da9,com.pinwheel.contacts2,1.0,4.0,4.0
2023-11-23,02188c4f-321b-4ca9-a5cf-7691edb80f1d,com.pinwheel.desktop,1.0,1.0,2.0
2023-11-23,0223e262-4bb0-4594-abf1-dc6b27bc79a0,com.amazon.dee.app,1.0,31.0,31.0
2023-11-23,0223e262-4bb0-4594-abf1-dc6b27bc79a0,com.pinwheel.contacts2,1.0,11.0,11.0
2023-11-23,0223e262-4bb0-4594-abf1-dc6b27bc79a0,com.sec.android.app.camera,1.0,2.0,2.0
2023-11-23,02255a51-6fea-4002-a4ec-48cdfc9b8b36,com.google.android.apps.photos,1.0,6.0,7.0
2023-11-23,02255a51-6fea-4002-a4ec-48cdfc9b8b36,com.sec.android.gallery3d,1.0,2.0,3.0
2023-11-23,023b863f-d462-46ce-8afe-890af4753b28,com.google.android.apps.photos,1.0,1.0,1.0
2023-11-23,023b863f-d462-46ce-8afe-890af4753b28,com.sec.android.gallery3d,1.0,1.0,2.0
2023-11-23,02466986-d884-4554-8e34-2c408a815c53,com.mediatek.camera,1.0,1.0,2.0
2023-11-23,024a5d1b-d177-4401-a7be-b2b6c39a99d4,com.google.android.apps.photos,1.0,0.0,0.0
2023-11-23,024a5d1b-d177-4401-a7be-b2b6c39a99d4,com.pinwheel.desktop,1.0,0.0,0.0
2023-11-23,024fd4e1-dba5-4de0-8b48-2ed9cd1b24ae,com.pinwheel.contacts2,1.0,6.0,6.0
2023-11-23,024fd4e1-dba5-4de0-8b48-2ed9cd1b24ae,com.sec.android.emergencylauncher,1.0,0.0,0.0
2023-11-23,0252b61a-7d83-437a-bc3e-50c9c8c0d494,com.microsoft.skydrive,1.0,14.0,14.0
2023-11-23,0252b61a-7d83-437a-bc3e-50c9c8c0d494,com.samsung.android.video,1.0,2.0,2.0
2023-11-23,0255cfeb-25a0-47f6-88bc-932c10e75a03,com.pinwheel.desktop,1.0,1.0,1.0
2023-11-23,0257507f-cf56-4806-a161-e76166e3e48d,com.pinwheel.desktop,1.0,0.0,0.0
2023-11-23,026609d3-f0a0-47e3-afb0-417b0d99c554,com.pinwheel.messenger,1.0,6.0,6.0
2023-11-23,0273fe52-469b-4942-9004-04f90ac03ed1,com.google.android.documentsui,1.0,0.0,1.0
2023-11-23,0273fe52-469b-4942-9004-04f90ac03ed1,com.pinwheel.desktop,1.0,7.0,7.0
2023-11-23,0273fe52-469b-4942-9004-04f90ac03ed1,us.kr.baseballnine,1.0,3.0,3.0
2023-11-23,027498e4-237a-430f-899a-3add855b7b34,com.google.android.deskclock,1.0,2.0,2.0
2023-11-23,027498e4-237a-430f-899a-3add855b7b34,com.pinwheel.messenger,1.0,5.0,6.0
2023-11-23,0280f375-854b-4280-95f2-d0c314911f5e,com.google.android.apps.photos,1.0,0.0,0.0
2023-11-23,0280f375-854b-4280-95f2-d0c314911f5e,com.pinwheel.desktop,1.0,9.0,9.0
2023-11-23,02812667-9a69-4542-970a-375a048bb9eb,com.google.android.calculator,1.0,0.0,0.0
2023-11-23,02812667-9a69-4542-970a-375a048bb9eb,com.spotify.music,1.0,38.0,51.0
2023-11-23,0284361d-b080-44c5-b1ba-9f6345e80ab3,com.google.android.apps.photos,1.0,2.0,2.0
2023-11-23,0284361d-b080-44c5-b1ba-9f6345e80ab3,com.pinwheel.desktop,1.0,3.0,3.0
2023-11-23,0284361d-b080-44c5-b1ba-9f6345e80ab3,com.sec.android.gallery3d,1.0,4.0,4.0
2023-11-23,028d251e-5d88-4ef8-8850-e2a185126299,com.mediatek.camera,1.0,1.0,1.0
2023-11-23,028d251e-5d88-4ef8-8850-e2a185126299,com.pinwheel.contacts2,1.0,0.0,0.0
2023-11-23,0290b7bd-7c12-41c2-b67e-a917f9ff0dbb,com.duolingo,1.0,20.0,20.0
2023-11-23,0294ddd1-d4fe-4d75-a87b-e1cd2785b8b8,com.duolingo,1.0,5.0,5.0
2023-11-23,0294ddd1-d4fe-4d75-a87b-e1cd2785b8b8,com.mediatek.camera,1.0,1.0,1.0
2023-11-23,0294ddd1-d4fe-4d75-a87b-e1cd2785b8b8,com.pinwheel.messenger,1.0,121.0,122.0
2023-11-23,02973aae-5242-4630-a562-1e308c21b5cf,com.google.android.apps.photos,1.0,2.0,2.0
2023-11-23,02973aae-5242-4630-a562-1e308c21b5cf,com.pinwheel.desktop,1.0,5.0,6.0
2023-11-23,02975f9c-b252-4054-9e02-47b33d796113,android,1.0,0.0,0.0
2023-11-23,02975f9c-b252-4054-9e02-47b33d796113,com.google.android.gm,1.0,6.0,7.0
2023-11-23,02975f9c-b252-4054-9e02-47b33d796113,com.pinwheel.safe,1.0,0.0,0.0
2023-11-23,029c8166-a65d-474b-8311-f5223a55aae0,com.pinwheel.messenger,1.0,65.0,66.0
2023-11-23,02ab7e63-3cd0-496d-8543-a2057dd16b78,com.pinwheel.desktop,1.0,1.0,1.0
2023-11-23,02ab7e63-3cd0-496d-8543-a2057dd16b78,com.sec.android.gallery3d,1.0,0.0,1.0
2023-11-23,02ad2809-2490-428f-8b3b-f18368bc752b,com.pinwheel.contacts2,1.0,1.0,1.0
2023-11-23,02ad2809-2490-428f-8b3b-f18368bc752b,com.sec.android.gallery3d,1.0,1.0,1.0
2023-11-23,02bb9638-c376-4f81-a8c2-83d9b5f4db3b,android,1.0,0.0,0.0
2023-11-23,02bb9638-c376-4f81-a8c2-83d9b5f4db3b,com.niksoftware.snapseed,1.0,2.0,2.0
2023-11-23,02bb9638-c376-4f81-a8c2-83d9b5f4db3b,com.windyty.android,1.0,14.0,14.0
2023-11-23,02c8262e-5ee2-4a84-9a6a-dab4330adf6f,com.google.android.gm,1.0,12.0,12.0
2023-11-23,02c8262e-5ee2-4a84-9a6a-dab4330adf6f,com.pinwheel.desktop,1.0,10.0,11.0
2023-11-23,02c8262e-5ee2-4a84-9a6a-dab4330adf6f,com.sirma.mobile.bible.android,1.0,1.0,1.0
2023-11-23,02d87d19-d4ab-439e-95f6-9b6b85effdc2,com.pinwheel.desktop,1.0,0.0,0.0
2023-11-23,02dd2b3d-ad30-483b-ad87-5ecb0d105656,com.android.settings,1.0,0.0,0.0
2023-11-23,02dd2b3d-ad30-483b-ad87-5ecb0d105656,com.overdrive.mobile.android.libby,1.0,0.0,0.0
2023-11-23,02dd2b3d-ad30-483b-ad87-5ecb0d105656,com.sec.android.app.camera,1.0,1.0,1.0
2023-11-23,02dda823-147b-46f1-b929-4065fff462f0,com.android.settings,1.0,9.0,9.0
2023-11-23,02dda823-147b-46f1-b929-4065fff462f0,com.microsoft.office.outlook,1.0,60.0,60.0
2023-11-23,02dda823-147b-46f1-b929-4065fff462f0,com.pinwheel.messenger,1.0,42.0,42.0
2023-11-23,02e0dcef-86ac-4bb6-a0bc-2204dd51dae3,com.google.android.apps.maps,1.0,5.0,5.0
2023-11-23,02e0dcef-86ac-4bb6-a0bc-2204dd51dae3,com.pinwheel.desktop,1.0,2.0,2.0
2023-11-23,02e0dcef-86ac-4bb6-a0bc-2204dd51dae3,com.weather.forecast.weatherchannel,1.0,0.0,0.0
2023-11-23,02e5a568-7b3a-4e48-96dd-6b44cbe1f786,com.google.android.documentsui,1.0,0.0,0.0
2023-11-23,02e5a568-7b3a-4e48-96dd-6b44cbe1f786,com.sec.android.app.camera,1.0,2.0,2.0
2023-11-23,02eb777c-0914-4a02-a298-3849b9c9179a,com.chesskid,1.0,19.0,19.0
2023-11-23,02eb777c-0914-4a02-a298-3849b9c9179a,com.google.android.gm,1.0,1.0,1.0
2023-11-23,02eb777c-0914-4a02-a298-3849b9c9179a,com.pinwheel.messenger,1.0,26.0,26.0
2023-11-23,02ec51c1-b204-486e-9124-274d7fcc311a,com.duolingo,1.0,5.0,5.0
2023-11-23,02ec51c1-b204-486e-9124-274d7fcc311a,com.google.android.documentsui,1.0,0.0,0.0
2023-11-23,02ec51c1-b204-486e-9124-274d7fcc311a,com.pinwheel.messenger,1.0,41.0,41.0
2023-11-23,02ec51c1-b204-486e-9124-274d7fcc311a,flashcards.words.words,1.0,3.0,3.0
2023-11-23,02f859d6-bbe9-4116-8d2d-3cc621b69ac6,com.android.settings,1.0,0.0,1.0
2023-11-23,02f859d6-bbe9-4116-8d2d-3cc621b69ac6,com.google.android.deskclock,1.0,20.0,20.0
2023-11-23,02f859d6-bbe9-4116-8d2d-3cc621b69ac6,com.pinwheel.messenger,1.0,18.0,18.0
2023-11-23,02f8a4b0-54ee-4c01-a6ee-ffb9433558c3,com.google.android.apps.maps,1.0,1.0,1.0
2023-11-23,02f8a4b0-54ee-4c01-a6ee-ffb9433558c3,com.pinwheel.desktop,1.0,9.0,9.0
2023-11-23,02f8a4b0-54ee-4c01-a6ee-ffb9433558c3,com.sec.android.mimage.photoretouching,1.0,2.0,2.0
2023-11-23,02fd662d-7110-4dd6-a4ff-e8ca4ae0a201,com.android.settings,1.0,0.0,0.0
2023-11-23,02fd662d-7110-4dd6-a4ff-e8ca4ae0a201,com.google.android.gm,1.0,0.0,0.0
2023-11-23,02fd662d-7110-4dd6-a4ff-e8ca4ae0a201,com.pinwheel.contacts2,1.0,3.0,3.0
2023-11-23,0303120c-c477-4e3a-b06d-3c03afc66265,com.pinwheel.desktop,1.0,1.0,1.0
2023-11-23,0303120c-c477-4e3a-b06d-3c03afc66265,com.starbucks.mobilecard,1.0,0.0,0.0
2023-11-23,0304d8aa-cdc2-4059-be14-8a62e9726178,com.google.android.documentsui,1.0,0.0,0.0
2023-11-23,0304d8aa-cdc2-4059-be14-8a62e9726178,com.supercell.clashofclans,1.0,21.0,21.0
2023-11-23,0305125f-43bf-4bdb-b813-238c18814dc7,com.clearchannel.iheartkids,1.0,7.0,7.0
2023-11-23,0305125f-43bf-4bdb-b813-238c18814dc7,com.mediatek.camera,1.0,6.0,6.0
2023-11-23,0305125f-43bf-4bdb-b813-238c18814dc7,com.pinwheel.messenger,1.0,24.0,24.0
2023-11-23,030b43fa-cf88-4ee8-b8d4-8c760eea0368,com.google.android.apps.photos,1.0,1.0,1.0
2023-11-23,0312a43b-d797-4733-81fb-7a38fadd7155,com.google.android.deskclock,1.0,0.0,0.0
2023-11-23,032a7c62-f472-4bf5-abb7-cc3c82ce2518,com.pinwheel.desktop,1.0,2.0,2.0
2023-11-23,034cb2f1-8148-4140-b919-231fe4a261e4,com.DanVogt.DATAWING,1.0,1.0,1.0
2023-11-23,034cb2f1-8148-4140-b919-231fe4a261e4,com.google.android.deskclock,1.0,1.0,1.0
2023-11-23,034d9278-c1f3-4c3b-9aa5-e27ddeb94464,com.pinwheel.messenger,1.0,0.0,0.0
2023-11-23,035385f3-2a5b-41fb-9d20-ca58001584a3,com.google.android.apps.photos,1.0,0.0,0.0
2023-11-23,035385f3-2a5b-41fb-9d20-ca58001584a3,com.pinwheel.desktop,1.0,1.0,2.0
2023-11-23,0358275d-bf33-407c-aa06-eee94acb8f44,com.duolingo,1.0,31.0,31.0
2023-11-23,0358275d-bf33-407c-aa06-eee94acb8f44,com.mediatek.camera,1.0,0.0,0.0
2023-11-23,0358275d-bf33-407c-aa06-eee94acb8f44,com.pinwheel.messenger,1.0,44.0,44.0
2023-11-23,0365f1dc-d0c8-4f19-8e1f-60cc75311492,com.android.settings.intelligence,1.0,1.0,1.0
2023-11-23,0365f1dc-d0c8-4f19-8e1f-60cc75311492,com.google.android.permissioncontroller,1.0,0.0,0.0
