id,active,created,description,display_name,inclusive,jurisdiction,livemode,metadata,percentage,_fivetran_synced
txr_1N99yfFCPJnn9IgI3joVMfWv,False,2023-05-18 16:46:57+00:00,,Sales Tax,False,Tennessee,True,{},12.0,2025-08-03 00:31:09.176000+00:00
txr_1NXRlkFCPJnn9IgIuhOjJGei,False,2023-07-24 16:38:00+00:00,,Sales Tax,False,Colorado,True,{},5.4,2025-08-03 00:33:35.523000+00:00
txr_1N5w91FCPJnn9IgIP7eSrUII,False,2023-05-09 19:24:19+00:00,,Sales Tax,False,Kansas,True,{},8.975,2025-08-03 00:33:52.072000+00:00
txr_1QBIPjFCPJnn9IgIlLBMFr3v,False,2024-10-18 15:48:31+00:00,,Sales Tax,False,Oklahoma,True,{},9.583,2025-08-03 00:33:35.522000+00:00
txr_1RbuYlFCPJnn9IgIvlw92ZyK,False,2025-06-20 02:20:07+00:00,,Sales Tax,True,Kansas,True,{},8.975,2025-08-03 00:33:39.487000+00:00
txr_1NF2IqFCPJnn9IgI9pt9grtl,False,2023-06-03 21:48:04+00:00,,Sales Tax,False,Missouri,True,{},7.45,2025-08-04 00:33:16.482000+00:00
txr_1RaoBIFCPJnn9IgIwCbjaau1,False,2025-06-17 01:19:20+00:00,,Sales Tax,True,California,True,{},8.375,2025-08-04 00:31:26.706000+00:00
txr_1NCwYWFCPJnn9IgIRIqKnDIm,False,2023-05-29 03:15:36+00:00,,Sales Tax,False,Ohio,True,{},7.8,2025-08-05 00:32:21.656000+00:00
txr_1N7JSgFCPJnn9IgIMYCPGlzJ,False,2023-05-13 14:30:18+00:00,,Sales Tax,False,Colorado,True,{},7.01,2025-08-05 00:34:17.387000+00:00
txr_1RgQVkFCPJnn9IgIfVYQ4m75,False,2025-07-02 13:15:40+00:00,,Sales Tax,False,Oklahoma,True,{},10.05,2025-08-05 00:34:22.079000+00:00
txr_1RfOJWFCPJnn9IgIhVff5vVl,False,2025-06-29 16:42:46+00:00,,Sales Tax,True,Washington,True,{},8.1,2025-08-05 00:34:26.012000+00:00
txr_1RRP4IFCPJnn9IgINdMuOJVj,False,2025-05-22 02:41:14+00:00,,Sales Tax,True,Arizona,True,{},8.55,2025-08-05 00:32:00.353000+00:00
txr_1OUKQgFCPJnn9IgI8ko3apDa,False,2024-01-03 02:43:38+00:00,,Sales Tax,False,Arizona,True,{},8.55,2025-08-05 00:32:00.353000+00:00
txr_1RM87mFCPJnn9IgI6vuFGyXB,False,2025-05-07 13:35:02+00:00,,Sales Tax,True,California,True,{},8.35,2025-08-06 00:33:46.383000+00:00
txr_1RZyE0FCPJnn9IgIKntIUgKF,False,2025-06-14 17:50:40+00:00,,Sales Tax,True,Arkansas,True,{},9.75,2025-08-06 00:33:46.978000+00:00
txr_1NPqxEFCPJnn9IgI5wwBsvnG,False,2023-07-03 17:54:28+00:00,,Sales Tax,False,Georgia,True,{},9.0,2025-08-06 00:33:46.754000+00:00
txr_1NCaJxFCPJnn9IgI06SCxejv,False,2023-05-28 03:31:05+00:00,,Sales Tax,False,Colorado,True,{},5.13,2025-08-06 00:33:40.084000+00:00
txr_1NQhrgFCPJnn9IgIflPVKbHF,False,2023-07-06 02:24:16+00:00,,Sales Tax,False,Nevada,True,{},7.1,2025-08-06 00:33:42.748000+00:00
txr_1RTppBFCPJnn9IgI8Z10eImi,False,2025-05-28 19:39:41+00:00,,Sales Tax,True,South Dakota,True,{},4.2,2025-08-06 00:31:38.948000+00:00
txr_1P99mFFCPJnn9IgIK5woOpLG,False,2024-04-24 17:38:39+00:00,,Sales Tax,False,Minnesota,True,{},9.875,2025-08-06 00:31:53.294000+00:00
txr_1NDiC5FCPJnn9IgIMGeqxcGM,False,2023-05-31 06:07:37+00:00,,Sales Tax,False,Minnesota,True,{},8.125,2025-08-06 00:33:47.136000+00:00
txr_1RstT7FCPJnn9IgI5gP2qQzI,False,2025-08-05 22:36:29+00:00,,Sales Tax,True,Tennessee,True,{},12.0,2025-08-06 00:33:46.912000+00:00
txr_1RsvFsFCPJnn9IgItuP1oG0E,False,2025-08-06 00:30:56+00:00,,Sales Tax,True,Utah,True,{},6.65,2025-08-06 00:30:56.804000+00:00
txr_1NAjn8FCPJnn9IgIjZJVMGnr,False,2023-05-23 01:13:34+00:00,,Sales Tax,False,North Dakota,True,{},6.5,2025-08-07 00:31:13.863000+00:00
txr_1RkSg7FCPJnn9IgIqCBPcceM,False,2025-07-13 16:23:03+00:00,,Sales Tax,False,New Mexico,True,{},8.39,2025-08-07 00:31:05.158000+00:00
txr_1PIeIOFCPJnn9IgI1iScgq5y,False,2024-05-20 22:03:04+00:00,,Sales Tax,False,Alabama,True,{},7.75,2025-08-07 00:34:17.806000+00:00
txr_1RUdTLFCPJnn9IgIumhr8lcA,False,2025-05-31 00:40:27+00:00,,Sales Tax,True,Washington,True,{},8.6,2025-08-07 00:31:46.094000+00:00
txr_1N7fihFCPJnn9IgINMEQaywh,False,2023-05-14 14:16:19+00:00,,Sales Tax,False,Colorado,True,{},6.55,2025-08-07 00:31:38.869000+00:00
txr_1NBkBmFCPJnn9IgI0gq3WvHW,False,2023-05-25 19:51:10+00:00,,Sales Tax,False,Oklahoma,True,{},6.5,2025-08-07 00:34:02.268000+00:00
txr_1N8aypFCPJnn9IgIk2KAU43z,False,2023-05-17 03:24:47+00:00,,Sales Tax,False,Missouri,True,{},8.6,2025-08-07 00:34:02.822000+00:00
txr_1RrMywFCPJnn9IgI6XOFwLZa,False,2025-08-01 17:43:02+00:00,,Sales Tax,True,Ohio,True,{},7.25,2025-08-07 00:34:02.824000+00:00
txr_1RjszhFCPJnn9IgIZzWB7ASK,False,2025-07-12 02:16:53+00:00,,Sales Tax,True,Utah,True,{},8.45,2025-08-07 00:34:05.786000+00:00
txr_1NDs09FCPJnn9IgIWmSaNy5s,False,2023-05-31 16:35:57+00:00,,Sales Tax,False,Illinois,True,{},8.5,2025-08-07 00:34:05.788000+00:00
txr_1RW4r3FCPJnn9IgIBHPO4kcs,False,2025-06-04 00:06:53+00:00,,Sales Tax,True,Wyoming,True,{},5.0,2025-08-07 00:32:05.918000+00:00
txr_1NuxtbFCPJnn9IgIk2qCg6bh,False,2023-09-27 13:35:19+00:00,,Sales Tax,False,Arkansas,True,{},8.75,2025-08-08 00:33:38.037000+00:00
txr_1RomUjFCPJnn9IgIIflhjtgv,False,2025-07-25 14:21:09+00:00,,Sales Tax,True,Colorado,True,{},3.7,2025-08-08 00:33:40.774000+00:00
txr_1N6jPWFCPJnn9IgIJBI3xPiA,False,2023-05-12 00:00:38+00:00,,Sales Tax,False,Kansas,True,{},8.95,2025-08-08 00:33:45.393000+00:00
txr_1OrVMzFCPJnn9IgIl5cDOYta,False,2024-03-07 01:03:37+00:00,,Sales Tax,False,Arizona,True,{},6.35,2025-08-08 00:30:59.585000+00:00
txr_1QefulFCPJnn9IgIGgL6UUJE,False,2025-01-07 16:45:59+00:00,,Sales Tax,False,Louisiana,True,{},10.35,2025-08-08 00:33:41.810000+00:00
txr_1NP7B1FCPJnn9IgI4G0wO16X,False,2023-07-01 17:01:39+00:00,,Sales Tax,False,New Mexico,True,{},6.5,2025-08-08 00:33:45.037000+00:00
txr_1Q1UKXFCPJnn9IgImC9jHHfK,False,2024-09-21 14:30:37+00:00,,Sales Tax,False,Iowa,True,{},6.0,2025-08-08 00:32:01.321000+00:00
txr_1RhEHUFCPJnn9IgIwCW9szuI,False,2025-07-04 18:24:16+00:00,,Sales Tax,True,Oklahoma,True,{},6.05,2025-08-08 00:31:37.855000+00:00
txr_1ROkyMFCPJnn9IgIxJPqRpTK,False,2025-05-14 19:28:10+00:00,,Sales Tax,True,Colorado,True,{},8.5,2025-08-08 00:30:54.063000+00:00
txr_1NBoAqFCPJnn9IgIx6moRxDO,False,2023-05-26 00:06:28+00:00,,Sales Tax,False,Colorado,True,{},8.5,2025-08-08 00:30:54.063000+00:00
txr_1RNNdAFCPJnn9IgIlEEYWbSj,False,2025-05-11 00:20:36+00:00,,Sales Tax,False,Washington,True,{},8.9,2025-08-08 00:32:03.015000+00:00
txr_1PZgbgFCPJnn9IgIrUty13QQ,False,2024-07-06 21:57:24+00:00,,Sales Tax,False,Missouri,True,{},5.35,2025-08-08 00:33:45.054000+00:00
txr_1RVdNpFCPJnn9IgI3XpFScNJ,False,2025-06-02 18:46:53+00:00,,Sales Tax,True,South Carolina,True,{},6.0,2025-08-08 00:31:36.880000+00:00
txr_1N73FMFCPJnn9IgI8wJiOhm9,False,2023-05-12 21:11:28+00:00,,Sales Tax,False,Colorado,True,{},3.9,2025-08-09 00:33:43.808000+00:00
txr_1RejDaFCPJnn9IgIe2Wy15zz,False,2025-06-27 20:49:54+00:00,,Sales Tax,True,Arizona,True,{},6.43,2025-08-09 00:31:38.970000+00:00
txr_1Rdh2pFCPJnn9IgIcbELt0SR,False,2025-06-25 00:18:31+00:00,,Sales Tax,True,Arizona,True,{},9.2,2025-08-09 00:31:38.487000+00:00
txr_1OTsAtFCPJnn9IgIzuwjzmVH,False,2024-01-01 20:33:27+00:00,,Sales Tax,False,Wisconsin,True,{},5.9,2025-08-09 00:33:38.038000+00:00
txr_1N8o4GFCPJnn9IgIzx1aBMRi,False,2023-05-17 17:23:16+00:00,,Sales Tax,False,Missouri,True,{},8.45,2025-08-09 00:30:58.959000+00:00
txr_1PJ7cCFCPJnn9IgIH5LVheXr,False,2024-05-22 05:21:28+00:00,,Sales Tax,False,Colorado,True,{},8.66,2025-08-09 00:31:27.237000+00:00
txr_1N6HKLFCPJnn9IgI4FOLnjFf,False,2023-05-10 18:01:25+00:00,,Sales Tax,False,Illinois,True,{},7.75,2025-08-12 00:31:22.594000+00:00
txr_1N6N5jFCPJnn9IgIJcDqVJmC,False,2023-05-11 00:10:43+00:00,,Sales Tax,False,Utah,True,{},6.45,2025-08-12 00:31:54.713000+00:00
txr_1N6IzNFCPJnn9IgIIkeDT3fe,False,2023-05-10 19:47:53+00:00,,Sales Tax,False,Arizona,True,{},8.55,2025-08-12 00:33:50.293000+00:00
txr_1N5wPOFCPJnn9IgIE7J4dBz1,False,2023-05-09 19:41:14+00:00,,Sales Tax,False,Wisconsin,True,{},5.5,2025-08-12 00:33:51.419000+00:00
txr_1N6Mm3FCPJnn9IgIFb2zE4kW,False,2023-05-10 23:50:23+00:00,,Sales Tax,False,Arizona,True,{},7.8,2025-08-12 00:32:00.635000+00:00
txr_1N7KVNFCPJnn9IgItDZapCiW,False,2023-05-13 15:37:09+00:00,,Sales Tax,False,Colorado,True,{},3.7,2025-08-12 00:33:53.851000+00:00
txr_1N6DmiFCPJnn9IgIUs8j8yJq,False,2023-05-10 14:14:28+00:00,,Sales Tax,False,South Carolina,True,{},8.0,2025-08-12 00:33:53.397000+00:00
txr_1RJjURFCPJnn9IgI3Z5bqPvP,False,2025-04-30 22:52:31+00:00,,Sales Tax,True,California,True,{},7.75,2025-08-12 00:33:47.928000+00:00
txr_1N7SO7FCPJnn9IgI3hn3xkgc,False,2023-05-14 00:02:11+00:00,,Sales Tax,False,California,True,{},10.75,2025-08-12 00:33:49.503000+00:00
txr_1RgXsoFCPJnn9IgINrxGcuVf,False,2025-07-02 21:07:58+00:00,,Retail Delivery Fee,False,Colorado,True,{},0.0,2025-08-12 00:33:49.504000+00:00
txr_1N5tZZFCPJnn9IgI257hpdtT,False,2023-05-09 16:39:33+00:00,,Sales Tax,False,North Carolina,True,{},7.0,2025-08-12 00:33:53.398000+00:00
txr_1N5tHIFCPJnn9IgIbzMM2UIn,False,2023-05-09 16:20:40+00:00,,Sales Tax,False,Arizona,True,{},6.1,2025-08-12 00:33:46.443000+00:00
txr_1OUuoAFCPJnn9IgIRfHoeMpi,False,2024-01-04 17:34:18+00:00,,,True,Oregon,True,{},0.0,2025-08-12 00:33:53.397000+00:00
txr_1NAaQ5FCPJnn9IgIWZcPD4jY,False,2023-05-22 15:13:09+00:00,,Sales Tax,False,Arkansas,True,{},7.5,2025-08-13 00:34:07.637000+00:00
txr_1N8qdNFCPJnn9IgIdstAbtKI,False,2023-05-17 20:07:41+00:00,,Sales Tax,False,Tennessee,True,{},12.5,2025-08-13 00:34:05.336000+00:00
txr_1RbnnGFCPJnn9IgINGV4XxOc,False,2025-06-19 19:06:38+00:00,,Sales Tax,True,Oklahoma,True,{},8.517,2025-08-13 00:31:14.747000+00:00
txr_1NzugRFCPJnn9IgI3mCApgiQ,False,2023-10-11 05:10:11+00:00,,Sales Tax,False,Utah,True,{},8.35,2025-08-13 00:31:39.088000+00:00
txr_1RKLRhFCPJnn9IgILhKP7OM1,False,2025-05-02 15:24:13+00:00,,Sales Tax,False,Washington,True,{},8.0,2025-08-13 00:31:50.817000+00:00
txr_1RQIiuFCPJnn9IgIm6FJEHv8,False,2025-05-19 01:42:36+00:00,,Sales Tax,True,Colorado,True,{},7.01,2025-08-13 00:31:44.033000+00:00
txr_1RKo11FCPJnn9IgIDalkoxrN,False,2025-05-03 21:54:35+00:00,,Sales Tax,True,Utah,True,{},7.35,2025-08-13 00:34:04.857000+00:00
txr_1NDuyvFCPJnn9IgIhVnIRBXc,False,2023-05-31 19:46:53+00:00,,Sales Tax,False,Colorado,True,{},5.27,2025-08-13 00:34:05.586000+00:00
txr_1N88ViFCPJnn9IgIfNolojfH,False,2023-05-15 21:00:50+00:00,,Sales Tax,False,Florida,True,{},6.0,2025-08-13 00:34:05.587000+00:00
txr_1OK8rWFCPJnn9IgIMZFBg2cH,False,2023-12-06 00:21:14+00:00,,Sales Tax,False,Arizona,True,{},8.7,2025-08-13 00:31:48.434000+00:00
txr_1ROBUnFCPJnn9IgIAa4rW2TX,False,2025-05-13 05:35:17+00:00,,Sales Tax,False,Washington,True,{},8.8,2025-08-13 00:34:17.972000+00:00
txr_1N8EbtFCPJnn9IgIwQKOdLSF,False,2023-05-16 03:31:37+00:00,,Sales Tax,False,Arkansas,True,{},8.5,2025-08-13 00:31:38.228000+00:00
txr_1RMWySFCPJnn9IgIwACqALDV,False,2025-05-08 16:07:04+00:00,,Sales Tax,True,Colorado,True,{},5.13,2025-08-13 00:31:48.713000+00:00
txr_1N9fDtFCPJnn9IgIz3xlRgsr,False,2023-05-20 02:08:45+00:00,,Sales Tax,False,Illinois,True,{},7.25,2025-08-13 00:34:01.488000+00:00
txr_1NCoLgFCPJnn9IgIzDN7oUqh,False,2023-05-28 18:29:48+00:00,,Sales Tax,False,Utah,True,{},6.65,2025-08-13 00:34:07.638000+00:00
txr_1N5zzgFCPJnn9IgI238LTfjJ,False,2023-05-09 23:30:56+00:00,,Sales Tax,False,Washington,True,{},10.1,2025-08-13 00:31:29.234000+00:00
txr_1RdE5SFCPJnn9IgI0eYQMnYk,False,2025-06-23 17:23:18+00:00,,,True,Montana,True,{},0.0,2025-08-13 00:34:01.511000+00:00
txr_1N6cJlFCPJnn9IgIxW1WNyeh,False,2023-05-11 16:26:13+00:00,,Sales Tax,False,Colorado,True,{},4.11,2025-08-13 00:31:44.033000+00:00
txr_1N7RmxFCPJnn9IgIwrO5cA6X,False,2023-05-13 23:23:47+00:00,,Sales Tax,False,North Carolina,True,{},7.25,2025-08-13 00:34:01.509000+00:00
txr_1RMpMiFCPJnn9IgICKWCAxr0,False,2025-05-09 11:45:20+00:00,,Sales Tax,True,Mississippi,True,{},7.0,2025-08-13 00:31:50.775000+00:00
txr_1N6ESxFCPJnn9IgI8BU25OVb,False,2023-05-10 14:58:07+00:00,,Sales Tax,False,New York,True,{},8.625,2025-08-13 00:34:08.069000+00:00
txr_1N8RyIFCPJnn9IgIxgUpfEk6,False,2023-05-16 17:47:38+00:00,,Sales Tax,False,Nebraska,True,{},7.0,2025-08-13 00:31:14.785000+00:00
txr_1RJgLSFCPJnn9IgIQWLupThT,False,2025-04-30 19:31:02+00:00,,Sales Tax,True,Massachusetts,True,{},6.25,2025-08-13 00:34:07.895000+00:00
txr_1N6GwAFCPJnn9IgIozCOeNlq,False,2023-05-10 17:36:26+00:00,,Sales Tax,False,Minnesota,True,{},7.875,2025-08-13 00:31:24.573000+00:00
txr_1N6F6kFCPJnn9IgItfwpEZn9,False,2023-05-10 15:39:14+00:00,,Sales Tax,False,Kansas,True,{},7.75,2025-08-13 00:31:22.571000+00:00
txr_1N5zD0FCPJnn9IgItKLGtXl7,False,2023-05-09 22:40:38+00:00,,Sales Tax,False,Washington,True,{},9.0,2025-08-13 00:34:08.417000+00:00
txr_1N5vQsFCPJnn9IgIRqF1Adlq,False,2023-05-09 18:38:42+00:00,,Sales Tax,False,Arizona,True,{},9.2,2025-08-13 00:31:43.107000+00:00
txr_1O2k32FCPJnn9IgIkhkSnzuA,False,2023-10-19 00:25:12+00:00,,Sales Tax,False,Utah,True,{},8.45,2025-08-13 00:34:17.520000+00:00
txr_1N6ISXFCPJnn9IgI6OxDDnaz,False,2023-05-10 19:13:57+00:00,,Sales Tax,False,New York,True,{},7.5,2025-08-13 00:34:07.958000+00:00
txr_1RJMIIFCPJnn9IgIrIhSRWMR,False,2025-04-29 22:06:26+00:00,,Sales Tax,True,New York,True,{},8.0,2025-08-13 00:34:02.988000+00:00
txr_1PORJqFCPJnn9IgImr9KiRxI,False,2024-06-05 21:24:30+00:00,,Sales Tax,False,New York,True,{},8.0,2025-08-13 00:31:49.269000+00:00
txr_1NOocXFCPJnn9IgIw0aKhsPb,False,2023-06-30 21:12:49+00:00,,Sales Tax,False,Arizona,True,{},8.3,2025-08-13 00:34:19.233000+00:00
txr_1N6jPOFCPJnn9IgIFKTG53Us,False,2023-05-12 00:00:30+00:00,,Sales Tax,False,Oklahoma,True,{},8.25,2025-08-13 00:31:31.179000+00:00
txr_1ROR8GFCPJnn9IgInqEJTM1m,False,2025-05-13 22:17:04+00:00,,Sales Tax,True,Alabama,True,{},8.5,2025-08-13 00:34:01.513000+00:00
txr_1NSqY3FCPJnn9IgIFdiHo2fc,False,2023-07-12 00:04:51+00:00,,Sales Tax,False,New Mexico,True,{},8.0625,2025-08-13 00:32:02.677000+00:00
txr_1N6jPNFCPJnn9IgIXLwUfYAw,False,2023-05-12 00:00:29+00:00,,Sales Tax,False,Arizona,True,{},8.412,2025-08-13 00:32:12.812000+00:00
txr_1NpfzvFCPJnn9IgIoxlTb7no,False,2023-09-12 23:27:59+00:00,,Sales Tax,False,North Dakota,True,{},7.25,2025-08-13 00:34:08.421000+00:00
txr_1N6jPLFCPJnn9IgIhyWrOlCN,False,2023-05-12 00:00:27+00:00,,Sales Tax,False,Kansas,True,{},9.975,2025-08-13 00:32:03.516000+00:00
txr_1NAjn8FCPJnn9IgIByRXB3qd,False,2023-05-23 01:13:34+00:00,,Sales Tax,False,Illinois,True,{},10.25,2025-08-13 00:31:25.463000+00:00
txr_1N7SO9FCPJnn9IgILB7WsZIB,False,2023-05-14 00:02:13+00:00,,Sales Tax,False,Missouri,True,{},7.738,2025-08-13 00:34:08.417000+00:00
txr_1QcVLjFCPJnn9IgIUQPA09qH,False,2025-01-01 17:04:51+00:00,,Sales Tax,False,Louisiana,True,{},10.5,2025-08-13 00:31:40.475000+00:00
txr_1OWA9FFCPJnn9IgIBN2hVvvK,False,2024-01-08 04:09:13+00:00,,Sales Tax,False,California,True,{},10.5,2025-08-13 00:34:07.637000+00:00
txr_1PMCbSFCPJnn9IgInEULhQZw,False,2024-05-30 17:17:26+00:00,,Sales Tax,False,Alabama,True,{},8.5,2025-08-13 00:34:15.268000+00:00
txr_1N5w8hFCPJnn9IgI8lFpYKpD,False,2023-05-09 19:23:59+00:00,,Sales Tax,False,Nevada,True,{},7.1,2025-08-13 00:32:08.460000+00:00
txr_1N6Mz1FCPJnn9IgIH3lqvwQb,False,2023-05-11 00:03:47+00:00,,Sales Tax,False,New Jersey,True,{},6.625,2025-08-13 00:34:08.421000+00:00
txr_1NE3mBFCPJnn9IgINnekTYns,False,2023-06-01 05:10:19+00:00,,Sales Tax,True,Iowa,True,{},7.0,2025-08-13 00:31:09.120000+00:00
txr_1RJ0JNFCPJnn9IgICWAMUimU,False,2025-04-28 22:38:05+00:00,,Sales Tax,True,Utah,True,{},7.25,2025-08-13 00:34:01.507000+00:00
txr_1QGMZPFCPJnn9IgIGfiDVKPx,False,2024-11-01 15:15:27+00:00,,PST,False,Saskatchewan,True,{},6.0,2025-08-13 00:34:07.956000+00:00
txr_1N6JH9FCPJnn9IgIj27WqCKU,False,2023-05-10 20:06:15+00:00,,Sales Tax,False,Arizona,True,{},8.6,2025-08-13 00:31:13.259000+00:00
txr_1PgVPvFCPJnn9IgItVnIam62,False,2024-07-25 17:25:27+00:00,,HST,False,Canada,True,{},15.0,2025-08-13 00:31:29.884000+00:00
txr_1N6cQrFCPJnn9IgIIkNjo4k0,False,2023-05-11 16:33:33+00:00,,Sales Tax,False,Illinois,True,{},9.75,2025-08-13 00:34:17.707000+00:00
txr_1N846yFCPJnn9IgIQUl2k4U4,False,2023-05-15 16:19:00+00:00,,Sales Tax,False,Colorado,True,{},8.0,2025-08-13 00:34:18.927000+00:00
txr_1NeBTPFCPJnn9IgIbjUIfHTM,False,2023-08-12 06:38:55+00:00,,Sales Tax,False,Massachusetts,True,{},6.25,2025-08-13 00:34:19.580000+00:00
txr_1QcRY0FCPJnn9IgIrZAWLoiM,False,2025-01-01 13:01:16+00:00,,Sales Tax,False,Louisiana,True,{},9.25,2025-08-13 00:31:43.573000+00:00
txr_1N8YUuFCPJnn9IgIyJGiDYpJ,False,2023-05-17 00:45:44+00:00,,Sales Tax,False,Utah,True,{},7.25,2025-08-13 00:34:14.914000+00:00
txr_1N5w7HFCPJnn9IgIwhV60d3C,False,2023-05-09 19:22:31+00:00,,Sales Tax,False,Illinois,True,{},7.25,2025-08-13 00:34:14.969000+00:00
txr_1N6nhxFCPJnn9IgIC3wsr7j9,False,2023-05-12 04:35:57+00:00,,Sales Tax,False,Washington,True,{},8.3,2025-08-13 00:34:15.624000+00:00
txr_1N8Yz5FCPJnn9IgIrsBO3aET,False,2023-05-17 01:16:55+00:00,,Sales Tax,False,Minnesota,True,{},8.875,2025-08-13 00:34:01.490000+00:00
txr_1PC57gFCPJnn9IgIkr7pOVMh,False,2024-05-02 19:16:52+00:00,,Sales Tax,False,Alabama,True,{},10.0,2025-08-13 00:34:14.891000+00:00
txr_1NDqt9FCPJnn9IgIZL7FKEF6,False,2023-05-31 15:24:39+00:00,,Sales Tax,False,Utah,True,{},7.55,2025-08-13 00:34:01.511000+00:00
txr_1N74wqFCPJnn9IgIypWCfX9H,False,2023-05-12 23:00:28+00:00,,Sales Tax,False,Alabama,True,{},6.0,2025-08-13 00:31:33.761000+00:00
txr_1PCNZtFCPJnn9IgIrV2LIpRj,False,2024-05-03 14:59:13+00:00,,Sales Tax,False,New York,True,{},8.875,2025-08-13 00:34:04.317000+00:00
txr_1NyL8GFCPJnn9IgIuiCkGHV2,False,2023-10-06 21:00:24+00:00,,Sales Tax,False,Iowa,True,{},7.0,2025-08-13 00:31:09.120000+00:00
txr_1N6JRxFCPJnn9IgIa05VlhhZ,False,2023-05-10 20:17:25+00:00,,Sales Tax,False,Texas,True,{},7.75,2025-08-13 00:34:04.628000+00:00
txr_1N5zaqFCPJnn9IgI7tMVJoI6,False,2023-05-09 23:05:16+00:00,,Sales Tax,False,Ohio,True,{},7.5,2025-08-13 00:34:07.958000+00:00
txr_1N5w74FCPJnn9IgI8zws23Su,False,2023-05-09 19:22:18+00:00,,Sales Tax,False,Washington,True,{},8.2,2025-08-13 00:34:08.067000+00:00
txr_1N5xLgFCPJnn9IgIuZblCdJT,False,2023-05-09 20:41:28+00:00,,Sales Tax,False,Arizona,True,{},6.7,2025-08-13 00:34:04.972000+00:00
txr_1N6JIjFCPJnn9IgIbHwfok7E,False,2023-05-10 20:07:53+00:00,,Sales Tax,False,Colorado,True,{},5.185,2025-08-13 00:32:04.629000+00:00
txr_1N5w8VFCPJnn9IgIokYq5Euh,False,2023-05-09 19:23:47+00:00,,Sales Tax,False,New York,True,{},8.125,2025-08-13 00:34:01.512000+00:00
txr_1N5uHDFCPJnn9IgI9yYdW519,False,2023-05-09 17:24:39+00:00,,Sales Tax,False,Florida,True,{},7.0,2025-08-13 00:34:01.511000+00:00
txr_1N6JKfFCPJnn9IgI8W9cyJo4,False,2023-05-10 20:09:53+00:00,,Sales Tax,False,Arizona,True,{},8.7,2025-08-13 00:31:48.434000+00:00
txr_1QMl2TFCPJnn9IgIkdUrhxqC,False,2024-11-19 06:35:53+00:00,,Sales Tax,True,Texas,True,{},8.0,2025-08-13 00:34:08.071000+00:00
txr_1N8VChFCPJnn9IgIC0LSHHzN,False,2023-05-16 21:14:43+00:00,,Sales Tax,False,California,True,{},8.75,2025-08-13 00:34:08.418000+00:00
txr_1OaTfuFCPJnn9IgIIifhotk5,False,2024-01-20 01:48:46+00:00,,Sales Tax,False,Pennsylvania,True,{},6.0,2025-08-13 00:34:17.924000+00:00
txr_1N5w8vFCPJnn9IgIJnLh88oZ,False,2023-05-09 19:24:13+00:00,,Sales Tax,False,Hawaii,True,{},4.712,2025-08-13 00:34:00.745000+00:00
txr_1N5qvGFCPJnn9IgIincgNkjz,False,2023-05-09 13:49:46+00:00,,,False,Alaska,True,{},0.0,2025-08-13 00:34:08.422000+00:00
txr_1N5sJFFCPJnn9IgI8pEHVD2L,False,2023-05-09 15:18:37+00:00,,Sales Tax,False,Colorado,True,{},4.0,2025-08-13 00:34:04.856000+00:00
txr_1REqW3FCPJnn9IgIQ0fcQilO,False,2025-04-17 11:21:59+00:00,,GST,True,Australia,True,{},10.0,2025-08-13 00:34:07.637000+00:00
txr_1N5wUSFCPJnn9IgINsa8ie1E,False,2023-05-09 19:46:28+00:00,,Sales Tax,False,South Carolina,True,{},6.0,2025-08-13 00:34:07.404000+00:00
txr_1N5p5oFCPJnn9IgIMFqFNXRJ,False,2023-05-09 11:52:32+00:00,,Sales Tax,False,Texas,True,{},6.25,2025-08-13 00:34:00.747000+00:00
txr_1N5pWrFCPJnn9IgIq2rbz1e1,False,2023-05-09 12:20:29+00:00,,Sales Tax,False,Texas,True,{},6.75,2025-08-13 00:34:07.959000+00:00
txr_1N5w8MFCPJnn9IgItwuRZbnd,False,2023-05-09 19:23:38+00:00,,Sales Tax,False,Connecticut,True,{},6.35,2025-08-13 00:34:15.796000+00:00
txr_1Pdw0LFCPJnn9IgI9Hxg0Kwf,False,2024-07-18 15:12:25+00:00,,GST,False,Canada,True,{},5.0,2025-08-13 00:34:18.958000+00:00
txr_1N5pnDFCPJnn9IgIUBKJWquK,False,2023-05-09 12:37:23+00:00,,Sales Tax,False,Ohio,True,{},6.75,2025-08-13 00:34:07.960000+00:00
txr_1N5w7XFCPJnn9IgIss9MogTM,False,2023-05-09 19:22:47+00:00,,Sales Tax,False,Colorado,True,{},5.13,2025-08-13 00:34:07.894000+00:00
txr_1N5roTFCPJnn9IgIzhxouHVT,False,2023-05-09 14:46:49+00:00,,Sales Tax,False,North Carolina,True,{},7.0,2025-08-13 00:34:08.417000+00:00
txr_1N5sAvFCPJnn9IgIoO9nbXbv,False,2023-05-09 15:10:01+00:00,,Sales Tax,False,Maryland,True,{},6.0,2025-08-13 00:34:19.592000+00:00
txr_1N5vMZFCPJnn9IgIUrgoRxjq,False,2023-05-09 18:34:15+00:00,,Sales Tax,False,California,True,{},10.25,2025-08-13 00:34:07.640000+00:00
txr_1N5r6PFCPJnn9IgIhrkTwPFb,False,2023-05-09 14:01:17+00:00,,Sales Tax,False,South Carolina,True,{},7.0,2025-08-13 00:34:08.420000+00:00
txr_1N5qlVFCPJnn9IgI8TkWvOcb,False,2023-05-09 13:39:41+00:00,,Sales Tax,False,Pennsylvania,True,{},6.0,2025-08-13 00:34:19.538000+00:00
