invoice_id,unique_id,id,amount,currency,description,discountable,livemode,metadata,period_start,period_end,proration,quantity,type,plan_id,price_id,subscription_id,subscription_item_id,_fivetran_synced,invoice_item_id,unit_amount_excluding_tax,amount_excluding_tax
in_1Pem8QFCPJnn9IgIRp45FIK1,il_1Pem8QFCPJnn9IgI8uNbezuX,il_1Pem8QFCPJnn9IgI8uNbezuX,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-20 22:51:32+00:00,2024-08-20 22:51:32+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1PTtpIFCPJnn9IgIJpIjK4OP,si_QKYx1YDoMVUD5E,2024-08-14 01:45:17.925000+00:00,,,
in_1PemNTFCPJnn9IgIOGkltywm,il_1PemNTFCPJnn9IgIU8OM0go7,il_1PemNTFCPJnn9IgIU8OM0go7,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-20 23:06:40+00:00,2024-08-20 23:06:40+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1O3Rm9FCPJnn9IgI9eDOMEuQ,si_OrA6H7hs32NAnf,2024-08-14 01:45:17.925000+00:00,,,
in_1PemZGFCPJnn9IgIK8hT39Lz,il_1PemZGFCPJnn9IgIGGb0WVJP,il_1PemZGFCPJnn9IgIGGb0WVJP,499,usd,1 × Subscription (Monthly) (Tier 2 at $4.99 / month),True,True,{},2024-07-20 23:19:33+00:00,2024-08-20 23:19:33+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1KO99lFCPJnn9IgI1x0kiblk,si_L4HjIZ1ReFyPWg,2024-08-14 01:45:17.925000+00:00,,,
in_1Pemd9FCPJnn9IgIbFTsvcrI,il_1Pemd9FCPJnn9IgImZt2sFq1,il_1Pemd9FCPJnn9IgImZt2sFq1,0,usd,0 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-20 23:23:13+00:00,2024-08-20 23:23:13+00:00,False,0,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1L5eP7FCPJnn9IgIgU3L4hWj,si_LnEsz1pHCAQQUf,2024-08-14 01:45:17.924000+00:00,,,
in_1PemraFCPJnn9IgI7QCoVfy7,il_1PemraFCPJnn9IgIFfNKoUto,il_1PemraFCPJnn9IgIFfNKoUto,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-20 23:38:14+00:00,2024-08-20 23:38:14+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1LRli6FCPJnn9IgIwtEtKT81,si_MA5t1nmAuNsq7s,2024-08-14 01:45:17.924000+00:00,,,
in_1PemvXFCPJnn9IgIVqVOS7v2,il_1PemvXFCPJnn9IgIC8GBWvO5,il_1PemvXFCPJnn9IgIC8GBWvO5,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-20 23:42:53+00:00,2024-08-20 23:42:53+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1P7nYXFCPJnn9IgIISPdZl5x,si_Pxj0vNCs7t3T55,2024-08-14 01:45:17.924000+00:00,,,
in_1PemxDFCPJnn9IgIc4bTdoAW,il_1PemxDFCPJnn9IgI2cQGiPzL,il_1PemxDFCPJnn9IgI2cQGiPzL,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-20 23:43:30+00:00,2024-08-20 23:43:30+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1LCuFjFCPJnn9IgIPBqLLIYA,si_LujjtuwVrlDm6n,2024-08-14 01:45:17.924000+00:00,,,
in_1PemztFCPJnn9IgI0virY9cL,il_1PemztFCPJnn9IgIUMCM6y1V,il_1PemztFCPJnn9IgIUMCM6y1V,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-20 23:46:27+00:00,2024-08-20 23:46:27+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1OPZT5FCPJnn9IgIa6i78hHT,si_PE1W1767vfgl5Z,2024-08-14 01:45:19.680000+00:00,,,
in_1Pen8hFCPJnn9IgIfv5IM4l2,il_1Pen8hFCPJnn9IgIdINO864Y,il_1Pen8hFCPJnn9IgIdINO864Y,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-20 23:56:19+00:00,2024-08-20 23:56:19+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1P7nlXFCPJnn9IgI9hzoVIjd,si_PxjD4pskmWWxBF,2024-08-14 01:45:19.680000+00:00,,,
in_1PenENFCPJnn9IgIA7ey9EmQ,il_1PenENFCPJnn9IgI5YY8XSGz,il_1PenENFCPJnn9IgI5YY8XSGz,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-20 23:59:28+00:00,2024-08-20 23:59:28+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1NW6knFCPJnn9IgIyCNdq3Pn,si_OIiBgJHtWubdba,2024-08-14 01:45:19.680000+00:00,,,
in_1PenIMFCPJnn9IgIjC0ZgXQC,il_1PenIMFCPJnn9IgI6Ck4YByQ,il_1PenIMFCPJnn9IgI6Ck4YByQ,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-21 00:04:48+00:00,2024-08-21 00:04:48+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1PTuyDFCPJnn9IgIWlBZMJPg,si_QKa85CdGmhTiU5,2024-08-14 01:45:19.680000+00:00,,,
in_1PenJsFCPJnn9IgIRR56L4dU,il_1PenJsFCPJnn9IgIwT2V79cm,il_1PenJsFCPJnn9IgIwT2V79cm,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-21 00:06:35+00:00,2024-08-21 00:06:35+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1MHFpQFCPJnn9IgIWsCIneJQ,si_N1IQDx4KnRbiFR,2024-08-14 01:45:19.680000+00:00,,,
in_1PenK9FCPJnn9IgIEwWqPU7G,il_1PenK9FCPJnn9IgI0uqsA1UY,il_1PenK9FCPJnn9IgI0uqsA1UY,0,usd,0 × Bark (Monthly) (at $5.00 / month),True,True,{},2024-07-21 00:06:03+00:00,2024-08-21 00:06:03+00:00,False,0,subscription,price_1J8rYYFCPJnn9IgI7ezmCKAP,price_1J8rYYFCPJnn9IgI7ezmCKAP,sub_1KjY07FCPJnn9IgIQ3vaY9MB,si_LQOnd9cmweRsvP,2024-08-14 01:45:19.680000+00:00,,,
in_1PenMMFCPJnn9IgIT66fQhQb,il_1PenMMFCPJnn9IgIGEkQfrN4,il_1PenMMFCPJnn9IgIGEkQfrN4,499,usd,1 × Subscription (Monthly) (Tier 2 at $4.99 / month),True,True,{},2024-07-21 00:10:39+00:00,2024-08-21 00:10:39+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1N2kKBFCPJnn9IgIIwYYFmxf,si_NoN4nEMd3QCMTa,2024-08-14 01:45:19.680000+00:00,,,
in_1PenloFCPJnn9IgI47v1d3Zm,il_1PenloFCPJnn9IgIylQrcfji,il_1PenloFCPJnn9IgIylQrcfji,499,usd,1 × Subscription (Monthly) (Tier 2 at $4.99 / month),True,True,{},2024-07-21 00:36:05+00:00,2024-08-21 00:36:05+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1NLF1lFCPJnn9IgICd94Eo6U,si_O7Tz4al2nA0rgU,2024-08-14 01:45:19.680000+00:00,,,
in_1Pent2FCPJnn9IgI6wbRqC7B,il_1Pent2FCPJnn9IgIpAnIj4af,il_1Pent2FCPJnn9IgIpAnIj4af,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-21 00:43:51+00:00,2024-08-21 00:43:51+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1OTZbfFCPJnn9IgISiNzgMAv,si_PI9vknsn1G8sP6,2024-08-14 01:45:19.679000+00:00,,,
in_1Peo0tFCPJnn9IgIxIqDATT1,il_1Peo0tFCPJnn9IgIDkDXfQAj,il_1Peo0tFCPJnn9IgIDkDXfQAj,499,usd,1 × Subscription (Monthly) (Tier 2 at $4.99 / month),True,True,{},2024-07-21 00:51:40+00:00,2024-08-21 00:51:40+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1LRmrAFCPJnn9IgIdk8xazcV,si_MA75VlTioluFuy,2024-08-14 01:45:19.498000+00:00,,,
in_1PeoC1FCPJnn9IgIsiPlU0EW,il_1PeoC1FCPJnn9IgIyPFwWd91,il_1PeoC1FCPJnn9IgIyPFwWd91,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-21 01:03:45+00:00,2024-08-21 01:03:45+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1Owa2nFCPJnn9IgIypGUDWJU,si_Pm8JwMrdNaoGbe,2024-08-14 01:45:19.498000+00:00,,,
in_1PeoFvFCPJnn9IgISEYB4Tle,il_1PeoFvFCPJnn9IgIJqcqgNYV,il_1PeoFvFCPJnn9IgIJqcqgNYV,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-21 01:08:07+00:00,2024-08-21 01:08:07+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1PeoFvFCPJnn9IgIwnk95zJb,si_QVpvUGr1NAmKYW,2024-08-14 01:45:19.498000+00:00,,,
in_1LEffPFCPJnn9IgIgT5w7FFE,il_1LEfi9FCPJnn9IgIvHWIsCo3,il_1LEfi9FCPJnn9IgIvHWIsCo3,999,usd,Case (G91S) (Black),True,True,{},2022-06-25 20:36:09+00:00,2022-06-25 20:36:09+00:00,False,1,invoiceitem,,price_1KvewEFCPJnn9IgI4XtGgAjv,,,2022-06-26 02:30:06.445000+00:00,,,
in_1LEffPFCPJnn9IgIgT5w7FFE,il_1LEfi1FCPJnn9IgIZZv6e1bB,il_1LEfi1FCPJnn9IgIZZv6e1bB,999,usd,Screen Protector (G91S),True,True,{},2022-06-25 20:36:01+00:00,2022-06-25 20:36:01+00:00,False,1,invoiceitem,,price_1Kvew8FCPJnn9IgIN0QSmHoE,,,2022-06-26 02:30:06.445000+00:00,,,
in_1LIMDlFCPJnn9IgIOMpCPF0a,il_1LIME5FCPJnn9IgIc1gu1QAC,il_1LIME5FCPJnn9IgIc1gu1QAC,1000,usd,Three Business Days,True,True,{},2022-07-06 00:36:21+00:00,2022-07-06 00:36:21+00:00,False,1,invoiceitem,,price_1JmO0JFCPJnn9IgIyXChYvMf,,,2022-07-06 02:30:28.283000+00:00,,,
in_1LLrozFCPJnn9IgIhch8d6kI,il_1LLrpAFCPJnn9IgID3HuVrpU,il_1LLrpAFCPJnn9IgID3HuVrpU,32900,usd,Plus (A13 5G),True,True,{},2022-07-15 16:57:08+00:00,2022-07-15 16:57:08+00:00,False,1,invoiceitem,,price_1KzrwPFCPJnn9IgI50g9rO52,,,2022-07-16 02:30:08.795000+00:00,,,
in_1LLrozFCPJnn9IgIhch8d6kI,il_1LLrpLFCPJnn9IgIjt4hNuHG,il_1LLrpLFCPJnn9IgIjt4hNuHG,1999,usd,Guardian Case (A13 5G) (Teal),True,True,{},2022-07-15 16:57:19+00:00,2022-07-15 16:57:19+00:00,False,1,invoiceitem,,price_1LJknBFCPJnn9IgI6vInpPOR,,,2022-07-16 02:30:08.795000+00:00,,,
in_1LPY9RFCPJnn9IgIzuvxj7Fq,il_1LPYESFCPJnn9IgIHPEKmdrb,il_1LPYESFCPJnn9IgIHPEKmdrb,999,usd,Screen Protector (G91S),True,True,"{""ActualLineAmount"":""999"",""ActualLineTaxAmount"":""82""}",2022-07-25 20:50:28+00:00,2022-07-25 20:50:28+00:00,False,1,invoiceitem,,price_1LJgB7FCPJnn9IgIeBtOXGB7,,,2022-09-12 02:30:41.328000+00:00,ii_1LPYESFCPJnn9IgIiz9Ix2SX,,
in_1LZg7VFCPJnn9IgIHJ6zLVWd,il_1LZg88FCPJnn9IgIyWyqjKLC,il_1LZg88FCPJnn9IgIyWyqjKLC,999,usd,Screen Protector (G91S),True,True,"{""ActualLineAmount"":""999"",""ActualLineTaxAmount"":""0""}",2022-08-22 19:17:48+00:00,2022-08-22 19:17:48+00:00,False,1,invoiceitem,,price_1LJgB7FCPJnn9IgIeBtOXGB7,,,2022-08-22 20:30:03.435000+00:00,,,
in_1LZga3FCPJnn9IgIDcbUG1JP,il_1LZgaXFCPJnn9IgIPsIT20yN,il_1LZgaXFCPJnn9IgIPsIT20yN,2000,usd,Two Business Days,True,True,{},2022-08-22 19:47:09+00:00,2022-08-22 19:47:09+00:00,False,1,invoiceitem,,price_1LEetBFCPJnn9IgINVnHfXJt,,,2022-08-23 14:30:33.346000+00:00,,,
in_1Lb7w7FCPJnn9IgI2GDnVC5y,il_1Lb7xVFCPJnn9IgIMCljPHnQ,il_1Lb7xVFCPJnn9IgIMCljPHnQ,1000,usd,Three Business Days,True,True,"{""ActualLineAmount"":""1000"",""ActualLineTaxAmount"":""0""}",2022-08-26 19:12:49+00:00,2022-08-26 19:12:49+00:00,False,1,invoiceitem,,price_1JmO0JFCPJnn9IgIyXChYvMf,,,2022-09-06 17:46:15.940000+00:00,ii_1Lb7xVFCPJnn9IgITHsubtuG,,
in_1Lb7w7FCPJnn9IgI2GDnVC5y,il_1Lb7xCFCPJnn9IgIivtgcWkZ,il_1Lb7xCFCPJnn9IgIivtgcWkZ,999,usd,Case (G91S) (Black),True,True,"{""ActualLineAmount"":""999"",""ActualLineTaxAmount"":""0""}",2022-08-26 19:12:30+00:00,2022-08-26 19:12:30+00:00,False,1,invoiceitem,,price_1LJgBJFCPJnn9IgI9u5DNldT,,,2022-09-06 17:46:15.940000+00:00,ii_1Lb7xCFCPJnn9IgI7fU6OheK,,
in_1Lz2HDFCPJnn9IgIXbtIMdb5,il_1Lz2HdFCPJnn9IgIuBK7dfRX,il_1Lz2HdFCPJnn9IgIuBK7dfRX,100,usd,Card update,True,True,{},2022-10-31 18:00:25+00:00,2022-10-31 18:00:25+00:00,False,1,invoiceitem,,price_1Lz2HdFCPJnn9IgIdat0T4G7,,,2022-10-31 20:33:23.796000+00:00,ii_1Lz2HdFCPJnn9IgI5RiwsGQA,,
in_1M3RnlFCPJnn9IgI9KrwsEXR,il_1M3RxxFCPJnn9IgIRXdSdmrA,il_1M3RxxFCPJnn9IgIRXdSdmrA,3003,usd,Sales Tax calculated by AvaTax,False,True,"{""Invoice_Total"":""39400"",""Is_AvaTax_Line"":""true"",""Tax_Calculated"":""3003""}",2022-11-12 22:14:21+00:00,2022-11-12 22:14:21+00:00,False,1,invoiceitem,,price_1M3RxxFCPJnn9IgI1IXQat5u,,,2022-11-13 02:30:28.683000+00:00,ii_1M3RxxFCPJnn9IgICO3ZG5hJ,,
in_1M3RnlFCPJnn9IgI9KrwsEXR,il_1M3RoXFCPJnn9IgI5pjZ9BZp,il_1M3RoXFCPJnn9IgI5pjZ9BZp,32900,usd,Plus 2 (A13 5G),True,True,"{""ActualLineAmount"":""32900"",""ActualLineTaxAmount"":""2714""}",2022-11-12 22:04:37+00:00,2022-11-12 22:04:37+00:00,False,1,invoiceitem,,price_1KzrwPFCPJnn9IgI50g9rO52,,,2022-11-13 02:30:28.683000+00:00,ii_1M3RoXFCPJnn9IgIkZYhbDRY,,
in_1M5yZ8FCPJnn9IgI1vm6eUEi,il_1M5yZtFCPJnn9IgID4lLMB7S,il_1M5yZtFCPJnn9IgID4lLMB7S,32900,usd,Plus 2 (A13 5G),True,True,"{""ActualLineAmount"":""32900"",""ActualLineTaxAmount"":""0""}",2022-11-19 21:27:57+00:00,2022-11-19 21:27:57+00:00,False,1,invoiceitem,,price_1KzrwPFCPJnn9IgI50g9rO52,,,2022-11-20 02:30:25.036000+00:00,ii_1M5yZtFCPJnn9IgIXjLcqrTt,,
in_1M77qFFCPJnn9IgIigUW5WgZ,il_1M77qmFCPJnn9IgIBo6wagfJ,il_1M77qmFCPJnn9IgIBo6wagfJ,999,usd,Case (G91S) (Black),True,True,{},2022-11-23 01:34:08+00:00,2022-11-23 01:34:08+00:00,False,1,invoiceitem,,price_1KvewEFCPJnn9IgI4XtGgAjv,,,2022-11-23 02:30:29.289000+00:00,ii_1M77qmFCPJnn9IgIJeKfhty4,,
in_1M77qFFCPJnn9IgIigUW5WgZ,il_1M77qsFCPJnn9IgIKuYlTnZs,il_1M77qsFCPJnn9IgIKuYlTnZs,999,usd,Screen Protector (G91S),True,True,{},2022-11-23 01:34:14+00:00,2022-11-23 01:34:14+00:00,False,1,invoiceitem,,price_1Kvew8FCPJnn9IgIN0QSmHoE,,,2022-11-23 02:30:29.289000+00:00,ii_1M77qsFCPJnn9IgILacspILR,,
in_1M8CqvFCPJnn9IgI4e8MTLdR,il_1M8CqvFCPJnn9IgIZjrLNQFK,il_1M8CqvFCPJnn9IgIZjrLNQFK,98700,usd,Plus 2 (A13 5G),True,True,"{""ActualLineAmount"":""65800"",""ActualLineTaxAmount"":""0""}",2022-11-26 00:46:11+00:00,2022-11-26 00:46:11+00:00,False,3,invoiceitem,,price_1KzrwPFCPJnn9IgI50g9rO52,,,2022-11-26 02:30:40.580000+00:00,ii_1M8CqvFCPJnn9IgI7JTJafoz,,
in_1MAKW8FCPJnn9IgIdetL9IE0,il_1MAKWQFCPJnn9IgIJh0ppvc9,il_1MAKWQFCPJnn9IgIJh0ppvc9,14000,usd,Refurbished Rugged 2 (X8) (Yellow),True,True,{},2022-12-01 21:42:22+00:00,2022-12-01 21:42:22+00:00,False,1,invoiceitem,,price_1KeUGFFCPJnn9IgIsgYzorEn,,,2022-12-01 23:20:05.250000+00:00,ii_1MAKWQFCPJnn9IgI6lnTOfP3,,
in_1MENQQFCPJnn9IgImNY4I7aM,il_1MENQQFCPJnn9IgI5D54aFYa,il_1MENQQFCPJnn9IgI5D54aFYa,1999,usd,Guardian Case (A13 5G) (Pink),True,True,"{""ActualLineAmount"":""1999"",""ActualLineTaxAmount"":""0""}",2022-12-13 01:30:22+00:00,2022-12-13 01:30:22+00:00,False,1,invoiceitem,,price_1LJkmsFCPJnn9IgITpQaPPPa,,,2022-12-13 08:30:11.242000+00:00,ii_1MENQQFCPJnn9IgI1CMfCBvR,,
in_1MFpHxFCPJnn9IgIXFVXfdQy,il_1MFpIZFCPJnn9IgIn4rGriah,il_1MFpIZFCPJnn9IgIn4rGriah,1000,usd,Four Business Days,True,True,{},2022-12-17 01:34:47+00:00,2022-12-17 01:34:47+00:00,False,1,invoiceitem,,price_1JmO0JFCPJnn9IgIyXChYvMf,,,2022-12-17 02:30:16.674000+00:00,ii_1MFpIZFCPJnn9IgI9Dyv1V0e,,
in_1MFpHxFCPJnn9IgIXFVXfdQy,il_1MFpIJFCPJnn9IgIkJ1zFTzd,il_1MFpIJFCPJnn9IgIkJ1zFTzd,19900,usd,Slim 5 (G91S) (Green),True,True,{},2022-12-17 01:34:31+00:00,2022-12-17 01:34:31+00:00,False,1,invoiceitem,,price_1LjlXRFCPJnn9IgIqQyaa5SU,,,2022-12-17 02:30:16.674000+00:00,ii_1MFpIJFCPJnn9IgI9DNK4JTc,,
in_1MKnhmFCPJnn9IgI9FudrtA7,il_1MKniUFCPJnn9IgIX7OOClDk,il_1MKniUFCPJnn9IgIX7OOClDk,1499,usd,sub,True,True,{},2022-12-30 18:54:06+00:00,2022-12-30 18:54:06+00:00,False,1,invoiceitem,,price_1MKniUFCPJnn9IgIPJKgjATX,,,2022-12-30 20:29:55.893000+00:00,ii_1MKniUFCPJnn9IgIQLIdjPYh,,
in_1MMJtYFCPJnn9IgInLfODtTH,il_1MMJtwFCPJnn9IgIXmauo8h5,il_1MMJtwFCPJnn9IgIXmauo8h5,1000,usd,Four Business Days,True,True,{},2023-01-03 23:28:12+00:00,2023-01-03 23:28:12+00:00,False,1,invoiceitem,,price_1JmO0JFCPJnn9IgIyXChYvMf,,,2023-01-04 02:29:56.151000+00:00,ii_1MMJtwFCPJnn9IgIJRa6xuSr,,
in_1MMMnxFCPJnn9IgITcO7UYuf,il_1MMMoDFCPJnn9IgIlEjYvO4M,il_1MMMoDFCPJnn9IgIlEjYvO4M,1000,usd,Four Business Days,True,True,{},2023-01-04 02:34:29+00:00,2023-01-04 02:34:29+00:00,False,1,invoiceitem,,price_1JmO0JFCPJnn9IgIyXChYvMf,,,2023-01-04 08:29:45.090000+00:00,ii_1MMMoDFCPJnn9IgIMYZ6D1zO,,
in_1MS0DCFCPJnn9IgIoBCsq4pf,il_1MS0DcFCPJnn9IgI5KuUxKxk,il_1MS0DcFCPJnn9IgI5KuUxKxk,100,usd,US Mobile Sim Card (Verizon),True,True,{},2023-01-19 15:40:00+00:00,2023-01-19 15:40:00+00:00,False,1,invoiceitem,,price_1M4WSvFCPJnn9IgITKXBJSrb,,,2023-01-19 20:29:51.342000+00:00,ii_1MS0DcFCPJnn9IgIKfEDqlaD,,
in_1PeoXFFCPJnn9IgImQwB2SFW,il_1PeoXFFCPJnn9IgIWFcTVBcc,il_1PeoXFFCPJnn9IgIWFcTVBcc,500,usd,1 × Bark (Monthly) (at $5.00 / month),True,True,{},2024-07-21 01:25:07+00:00,2024-08-21 01:25:07+00:00,False,1,subscription,price_1J8rYYFCPJnn9IgI7ezmCKAP,price_1J8rYYFCPJnn9IgI7ezmCKAP,sub_1K1hZHFCPJnn9IgI4Ywdpi64,si_Kh5kySDJIYtb5k,2024-08-14 01:45:19.498000+00:00,,,
in_1PeoYRFCPJnn9IgIfvZrfhVm,il_1PeoYRFCPJnn9IgIoPAOv9LG,il_1PeoYRFCPJnn9IgIoPAOv9LG,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-21 01:26:07+00:00,2024-08-21 01:26:07+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1P7pASFCPJnn9IgIa9XEBY8m,si_PxkfccvWkMj7Zz,2024-08-14 01:45:19.497000+00:00,,,
in_1PeoetFCPJnn9IgIta8Js4Aa,il_1PeoetFCPJnn9IgILPsPu3kw,il_1PeoetFCPJnn9IgILPsPu3kw,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-21 01:33:33+00:00,2024-08-21 01:33:33+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1OPb8jFCPJnn9IgIBgG93P86,si_PE3FIgzFWHjj9V,2024-08-14 01:45:19.497000+00:00,,,
in_1PeogHFCPJnn9IgIJt2HVzQS,il_1PeogHFCPJnn9IgI1oqiM6Yg,il_1PeogHFCPJnn9IgI1oqiM6Yg,32900,usd,Plus 4,True,True,{},2024-07-21 01:35:21+00:00,2024-08-21 01:35:21+00:00,False,1,invoiceitem,,price_1POo5QFCPJnn9IgIm4Kh2QYT,sub_1PeogHFCPJnn9IgIk6oi7bDa,,2024-08-14 01:45:19.497000+00:00,ii_1PeogHFCPJnn9IgILMKkGMeW,,
in_1PeojEFCPJnn9IgIp79h9OBr,il_1PeojEFCPJnn9IgIHxitH8yh,il_1PeojEFCPJnn9IgIHxitH8yh,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-21 01:37:41+00:00,2024-08-21 01:37:41+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1PTwQ5FCPJnn9IgIc0g2ZUVN,si_QKbd2GuSxx4jHw,2024-08-14 01:45:19.497000+00:00,,,
in_1PeolNFCPJnn9IgISycLPrfj,il_1PeolNFCPJnn9IgITVf88tKe,il_1PeolNFCPJnn9IgITVf88tKe,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-21 01:40:20+00:00,2024-08-21 01:40:20+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1KCwa0FCPJnn9IgI2YpZllXm,si_Ksi0dag0RoiYLk,2024-08-14 01:45:19.497000+00:00,,,
in_1PeosHFCPJnn9IgIsrREG9wF,il_1PeosHFCPJnn9IgIhUjnHvfe,il_1PeosHFCPJnn9IgIhUjnHvfe,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-21 01:46:37+00:00,2024-08-21 01:46:37+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1MHHODFCPJnn9IgIDAWk9L0y,si_N1K2gq288GFKol,2024-08-14 01:45:19.586000+00:00,,,
in_1Peot4FCPJnn9IgIPb9YoQtC,il_1Peot4FCPJnn9IgI3uA8T94C,il_1Peot4FCPJnn9IgI3uA8T94C,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-21 01:48:01+00:00,2024-08-21 01:48:01+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1Na7grFCPJnn9IgIkh7fPiLQ,si_OMrPuoNMgshUDX,2024-08-14 01:45:19.586000+00:00,,,
in_1Pep5fFCPJnn9IgImrKuVqSe,il_1Pep5fFCPJnn9IgI5eAsdEhQ,il_1Pep5fFCPJnn9IgI5eAsdEhQ,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-21 02:00:34+00:00,2024-08-21 02:00:34+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1OEjGQFCPJnn9IgI3fReijnp,si_P2ouNMfFnTqw7t,2024-08-14 01:45:19.585000+00:00,,,
in_1PepATFCPJnn9IgI1FdenY8t,il_1PepATFCPJnn9IgIgrvZijyY,il_1PepATFCPJnn9IgIgrvZijyY,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-21 02:05:55+00:00,2024-08-21 02:05:55+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1NhNV9FCPJnn9IgIv67PtxSz,si_OUMDzo9yntWsvW,2024-08-14 01:45:19.585000+00:00,,,
