invoice_id,unique_id,id,amount,currency,description,discountable,livemode,metadata,period_start,period_end,proration,quantity,type,plan_id,price_id,subscription_id,subscription_item_id,_fivetran_synced,invoice_item_id,unit_amount_excluding_tax,amount_excluding_tax
in_1LEffPFCPJnn9IgIgT5w7FFE,il_1LEfhsFCPJnn9IgI7TR56403,il_1LEfhsFCPJnn9IgI7TR56403,19900,usd,Slim (G91S) (Grey),True,True,{},2022-06-25 20:35:52+00:00,2022-06-25 20:35:52+00:00,False,1,invoiceitem,,price_1KvevoFCPJnn9IgI8HsapCcX,,,2022-06-26 02:30:06.445000+00:00,,,
in_1LIMDlFCPJnn9IgIOMpCPF0a,il_1LIME0FCPJnn9IgIR4KzmoMt,il_1LIME0FCPJnn9IgIR4KzmoMt,24900,usd,Rugged (X8) (Yellow),True,True,{},2022-07-06 00:36:16+00:00,2022-07-06 00:36:16+00:00,False,1,invoiceitem,,price_1J8rnxFCPJnn9IgIvj59LAcC,,,2022-07-06 02:30:28.283000+00:00,,,
in_1LIe4GFCPJnn9IgI6eXxRDJK,il_1LIe4GFCPJnn9IgIE3ihsPR9,il_1LIe4GFCPJnn9IgIE3ihsPR9,14000,usd,Refurbished Rugged (X8) (Black),True,True,{},2022-07-06 17:10:51+00:00,2022-07-06 17:10:51+00:00,False,1,invoiceitem,,price_1KeUG0FCPJnn9IgIifAQ6Rfm,,,2022-07-06 20:30:13.196000+00:00,,,
in_1LLrozFCPJnn9IgIhch8d6kI,il_1LLrpSFCPJnn9IgI2BzLhHTs,il_1LLrpSFCPJnn9IgI2BzLhHTs,999,usd,Screen Protector (A13 5G),True,True,{},2022-07-15 16:57:26+00:00,2022-07-15 16:57:26+00:00,False,1,invoiceitem,,price_1L5xr1FCPJnn9IgIR2AgV27R,,,2022-07-16 02:30:08.795000+00:00,,,
in_1LPY9RFCPJnn9IgIzuvxj7Fq,il_1LPYEdFCPJnn9IgIuNuMoQ6u,il_1LPYEdFCPJnn9IgIuNuMoQ6u,25900,usd,Refurbished Plus (A32),True,True,"{""ActualLineAmount"":""25900"",""ActualLineTaxAmount"":""2137""}",2022-07-25 20:50:39+00:00,2022-07-25 20:50:39+00:00,False,1,invoiceitem,,price_1LPYX3FCPJnn9IgIc4bj0IYg,,,2022-09-12 02:30:41.328000+00:00,ii_1LPYEdFCPJnn9IgISahwapMq,,
in_1LZga3FCPJnn9IgIDcbUG1JP,il_1LZgaQFCPJnn9IgIRry2D8fT,il_1LZgaQFCPJnn9IgIRry2D8fT,999,usd,Screen Protector (G91S),True,True,{},2022-08-22 19:47:02+00:00,2022-08-22 19:47:02+00:00,False,1,invoiceitem,,price_1LJgB7FCPJnn9IgIeBtOXGB7,,,2022-08-23 14:30:33.347000+00:00,,,
in_1LZga3FCPJnn9IgIDcbUG1JP,il_1LZgaHFCPJnn9IgIW91aC95Z,il_1LZgaHFCPJnn9IgIW91aC95Z,19900,usd,Slim (G91S) (Cyan),True,True,{},2022-08-22 19:46:53+00:00,2022-08-22 19:46:53+00:00,False,1,invoiceitem,,price_1LNfLlFCPJnn9IgIBCWt92Nv,,,2022-08-23 14:30:33.347000+00:00,,,
in_1Lb7w7FCPJnn9IgI2GDnVC5y,il_1Lb7wWFCPJnn9IgImXfV1PrK,il_1Lb7wWFCPJnn9IgImXfV1PrK,12500,usd,Refurbished Slim (G50/G50 ),True,True,"{""ActualLineAmount"":""12500"",""ActualLineTaxAmount"":""0""}",2022-08-26 19:11:48+00:00,2022-08-26 19:11:48+00:00,False,1,invoiceitem,,price_1KeUEbFCPJnn9IgI9QYlLU5i,,,2022-09-06 17:46:15.940000+00:00,ii_1Lb7wWFCPJnn9IgIxj51AHVT,,
in_1Lz1YGFCPJnn9IgI6l9zRYM6,il_1Lz1YmFCPJnn9IgI5JEGXcXo,il_1Lz1YmFCPJnn9IgI5JEGXcXo,19900,usd,Slim 5 (G91S) (Blue),True,True,{},2022-10-31 17:14:04+00:00,2022-10-31 17:14:04+00:00,False,1,invoiceitem,,price_1LahuWFCPJnn9IgIpjzAmZPe,,,2022-10-31 20:33:20.629000+00:00,ii_1Lz1YmFCPJnn9IgI0voN7nVm,,
in_1M3RnlFCPJnn9IgI9KrwsEXR,il_1M3RpcFCPJnn9IgIDznadmyq,il_1M3RpcFCPJnn9IgIDznadmyq,1499,usd,Dual Layer Case (A13 5G) (Black),True,True,"{""ActualLineAmount"":""1499"",""ActualLineTaxAmount"":""124""}",2022-11-12 22:05:44+00:00,2022-11-12 22:05:44+00:00,False,1,invoiceitem,,price_1LKQlOFCPJnn9IgIXh1cGfl9,,,2022-11-13 02:30:28.683000+00:00,ii_1M3RpcFCPJnn9IgILScEe6Yu,,
in_1M3Rx8FCPJnn9IgIJ8uW3qi2,il_1M3RxTFCPJnn9IgIoO0jHpP4,il_1M3RxTFCPJnn9IgIoO0jHpP4,1998,usd,Screen Protector (A13 5G),True,True,{},2022-11-12 22:13:51+00:00,2022-11-12 22:13:51+00:00,False,2,invoiceitem,,price_1L5xr1FCPJnn9IgIR2AgV27R,,,2022-11-13 02:30:28.675000+00:00,ii_1M3RxTFCPJnn9IgIlNShdUqD,,
in_1M6eJXFCPJnn9IgIyZJfmL07,il_1M6eKXFCPJnn9IgIfX4jUULp,il_1M6eKXFCPJnn9IgIfX4jUULp,24900,usd,Rugged 3 (X10 Pro),True,True,"{""ActualLineAmount"":""24900"",""ActualLineTaxAmount"":""0""}",2022-11-21 18:02:53+00:00,2022-11-21 18:02:53+00:00,False,1,invoiceitem,,price_1LcXjqFCPJnn9IgIUizjI5QW,,,2022-11-21 20:31:41.234000+00:00,ii_1M6eKXFCPJnn9IgIiGKvggwo,,
in_1M77qFFCPJnn9IgIigUW5WgZ,il_1M77qbFCPJnn9IgIT49rzJUl,il_1M77qbFCPJnn9IgIT49rzJUl,19900,usd,Slim 5 (G91S) (Blue),True,True,{},2022-11-23 01:33:57+00:00,2022-11-23 01:33:57+00:00,False,1,invoiceitem,,price_1LahuWFCPJnn9IgIpjzAmZPe,,,2022-11-23 02:30:29.289000+00:00,ii_1M77qbFCPJnn9IgIKtHptGEV,,
in_1M8CqvFCPJnn9IgI4e8MTLdR,il_1M8CqvFCPJnn9IgIBe3FxK9w,il_1M8CqvFCPJnn9IgIBe3FxK9w,4497,usd,Dual Layer Case (A13 5G) (Black),True,True,"{""ActualLineAmount"":""2998"",""ActualLineTaxAmount"":""0""}",2022-11-26 00:46:21+00:00,2022-11-26 00:46:21+00:00,False,3,invoiceitem,,price_1LKQlOFCPJnn9IgIXh1cGfl9,,,2022-11-26 02:30:40.580000+00:00,ii_1M8CqvFCPJnn9IgI34l4pO7N,,
in_1M9FgTFCPJnn9IgIP5eovxl4,il_1M9FgSFCPJnn9IgIPxJlSMwt,il_1M9FgSFCPJnn9IgIPxJlSMwt,24900,usd,Rugged 3 (X10 Pro),True,True,"{""ActualLineAmount"":""24900"",""ActualLineTaxAmount"":""0""}",2022-11-28 22:16:14+00:00,2022-11-28 22:16:14+00:00,False,1,invoiceitem,,price_1LcXjqFCPJnn9IgIUizjI5QW,,,2022-11-29 02:36:42.334000+00:00,ii_1M9FgSFCPJnn9IgIRwQH7oOQ,,
in_1M9FgTFCPJnn9IgIP5eovxl4,il_1M9FgSFCPJnn9IgIsmV50bnH,il_1M9FgSFCPJnn9IgIsmV50bnH,19900,usd,Slim 5 (G91s) (Green),True,True,"{""ActualLineAmount"":""19900"",""ActualLineTaxAmount"":""0""}",2022-11-28 22:17:37+00:00,2022-11-28 22:17:37+00:00,False,1,invoiceitem,,price_1M9FdtFCPJnn9IgIXzvis1FY,,,2022-11-29 02:36:42.334000+00:00,ii_1M9FgSFCPJnn9IgIoy439A0e,,
in_1MENQQFCPJnn9IgImNY4I7aM,il_1MENQQFCPJnn9IgIPvq6y4xP,il_1MENQQFCPJnn9IgIPvq6y4xP,29000,usd,Refurbished Plus 2 (A13 5G),True,True,"{""ActualLineAmount"":""29000"",""ActualLineTaxAmount"":""0""}",2022-12-13 01:30:10+00:00,2022-12-13 01:30:10+00:00,False,1,invoiceitem,,price_1LfAHeFCPJnn9IgISahplwCB,,,2022-12-13 08:30:11.242000+00:00,ii_1MENQQFCPJnn9IgIXoxFDUse,,
in_1MFpHxFCPJnn9IgIXFVXfdQy,il_1MFpISFCPJnn9IgIZyIm8gcG,il_1MFpISFCPJnn9IgIZyIm8gcG,999,usd,Screen Protector (G91S),True,True,{},2022-12-17 01:34:40+00:00,2022-12-17 01:34:40+00:00,False,1,invoiceitem,,price_1Kvew8FCPJnn9IgIN0QSmHoE,,,2022-12-17 02:30:16.674000+00:00,ii_1MFpISFCPJnn9IgI5Yle5Hax,,
in_1MS0EBFCPJnn9IgIsr2gIMvs,il_1MS0EjFCPJnn9IgICfjdO8eq,il_1MS0EjFCPJnn9IgICfjdO8eq,65800,usd,Plus 2 (A13 5G),True,True,{},2023-01-19 15:41:09+00:00,2023-01-19 15:41:09+00:00,False,2,invoiceitem,,price_1KzrwPFCPJnn9IgI50g9rO52,,,2023-01-19 20:29:51.341000+00:00,ii_1MS0EjFCPJnn9IgIYTL2GLvw,,
in_1MS0EBFCPJnn9IgIsr2gIMvs,il_1MS0EIFCPJnn9IgI66fi1rb6,il_1MS0EIFCPJnn9IgI66fi1rb6,100,usd,US Mobile Sim Card (Verizon),True,True,{},2023-01-19 15:40:42+00:00,2023-01-19 15:40:42+00:00,False,1,invoiceitem,,price_1M4WSvFCPJnn9IgITKXBJSrb,,,2023-01-19 20:29:51.341000+00:00,ii_1MS0EIFCPJnn9IgIem1xI7rU,,
in_1MpLXJFCPJnn9IgI5EyQS6pQ,il_1MpLXLFCPJnn9IgINpJIg7Dy,il_1MpLXLFCPJnn9IgINpJIg7Dy,999,usd,Case (Black) - Slim 5,True,True,"{""ActualLineAmount"":""999"",""ActualLineTaxAmount"":""0""}",2023-03-25 01:03:26+00:00,2023-03-25 01:03:26+00:00,False,1,invoiceitem,,price_1KvewEFCPJnn9IgI4XtGgAjv,,,2023-03-26 02:30:31.166000+00:00,ii_1MpLXJFCPJnn9IgInKWrYVed,,
in_1MyxeEFCPJnn9IgIsLeRWRGy,il_1MyxeRFCPJnn9IgIFOw1eh1Z,il_1MyxeRFCPJnn9IgIFOw1eh1Z,1499,usd,Dual Layer Case (Coral) - Plus 2,True,True,{},2023-04-20 13:35:55+00:00,2023-04-20 13:35:55+00:00,False,1,invoiceitem,,price_1MSul5FCPJnn9IgIYfE8kjTb,,,2023-04-20 14:32:37.169000+00:00,ii_1MyxeRFCPJnn9IgIaSXiHxrV,,
in_1N4vCAFCPJnn9IgInzAD0IIq,il_1N4vCwFCPJnn9IgI3SXEkxVN,il_1N4vCwFCPJnn9IgI3SXEkxVN,32900,usd,Plus 2,True,True,{},2023-05-07 00:12:10+00:00,2023-05-07 00:12:10+00:00,False,1,invoiceitem,,price_1KzrwPFCPJnn9IgI50g9rO52,,,2023-05-07 02:30:57.664000+00:00,ii_1N4vCwFCPJnn9IgIWBywKzQ3,,
in_1N70PpFCPJnn9IgIM3wQAuVx,il_1N70Q8FCPJnn9IgIESDE2TQh,il_1N70Q8FCPJnn9IgIESDE2TQh,19900,usd,Slim 5 (Green),True,True,"{""ActualLineAmount"":""19900"",""ActualLineTaxAmount"":""0""}",2023-05-12 18:10:24+00:00,2023-05-12 18:10:24+00:00,False,1,invoiceitem,,price_1LjlXRFCPJnn9IgIqQyaa5SU,,,2023-05-12 20:32:43.358000+00:00,ii_1N70Q8FCPJnn9IgI8o9AdSk5,,
in_1NMCtEFCPJnn9IgIQ3yIFKd2,il_1NMCtsFCPJnn9IgIYzkkekxG,il_1NMCtsFCPJnn9IgIYzkkekxG,1999,usd,Guardian case ,True,True,{},2023-06-23 16:31:56+00:00,2023-06-23 16:31:56+00:00,False,1,invoiceitem,,price_1NMCtsFCPJnn9IgISICG2sbP,,,2023-06-23 20:32:04.080000+00:00,ii_1NMCtsFCPJnn9IgIETnrsoEd,,
in_1PccdRFCPJnn9IgI0SkTG7PS,il_1PccdRFCPJnn9IgIlJR1a4ij,il_1PccdRFCPJnn9IgIlJR1a4ij,19800,usd,Genesis 1,True,True,{},2024-07-15 00:19:21+00:00,2024-08-15 00:19:21+00:00,False,2,invoiceitem,,price_1ORrrJFCPJnn9IgIvBoviQ7I,sub_1PccdRFCPJnn9IgIWZDXy92h,,2024-08-14 01:44:47.358000+00:00,ii_1PccdRFCPJnn9IgIUZeYeKup,,
in_1Pcch1FCPJnn9IgIpjAEynoR,il_1Pcch1FCPJnn9IgIRGyjnAX5,il_1Pcch1FCPJnn9IgIRGyjnAX5,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 00:23:03+00:00,2024-08-15 00:23:03+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1Pcch1FCPJnn9IgIASBuwZV3,si_QTZqS7JwRc8aZ2,2024-08-14 01:44:47.357000+00:00,,,
in_1PcctFFCPJnn9IgIZqhXSgJG,il_1PcctFFCPJnn9IgI5iePx41u,il_1PcctFFCPJnn9IgI5iePx41u,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 00:35:41+00:00,2024-08-15 00:35:41+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1PcctFFCPJnn9IgILWjyxK9w,si_QTa3Y4QE5oUpof,2024-08-14 01:44:47.357000+00:00,,,
in_1PcdHCFCPJnn9IgIhFcvNxxK,il_1PcdHCFCPJnn9IgIall8eLCi,il_1PcdHCFCPJnn9IgIall8eLCi,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 01:00:26+00:00,2024-08-15 01:00:26+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1PcdHCFCPJnn9IgI5zfoORw5,si_QTaSxhx38AO8xH,2024-08-14 01:44:47.497000+00:00,,,
in_1PcdOrFCPJnn9IgIOXEKZEmt,il_1PcdOrFCPJnn9IgIXBatiKN7,il_1PcdOrFCPJnn9IgIXBatiKN7,-14625,usd,Unused time on Subscription (Annual) (with 10.0% off) after 15 Jul 2024,False,True,{},2024-07-15 01:08:21+00:00,2025-07-09 13:07:35+00:00,True,1,invoiceitem,price_1LAetfFCPJnn9IgIn72MHBKu,price_1LAetfFCPJnn9IgIn72MHBKu,sub_1PadlbFCPJnn9IgIpOsJOTjC,si_QRWpkj4yTaAeQO,2024-08-14 01:44:47.496000+00:00,ii_1PcdOrFCPJnn9IgIMtB2uZyK,,
in_1PcdhBFCPJnn9IgI5KlUvonT,il_1PcdhBFCPJnn9IgIV1abtX94,il_1PcdhBFCPJnn9IgIV1abtX94,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 01:27:17+00:00,2024-08-15 01:27:17+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1PcdhBFCPJnn9IgIGlKpIrNt,si_QTas5ozJmqylze,2024-08-14 01:44:47.496000+00:00,,,
in_1PcdrwFCPJnn9IgIlSJUuI2v,il_1PcdrwFCPJnn9IgIKHg2sgQx,il_1PcdrwFCPJnn9IgIKHg2sgQx,500,usd,1 × Bark (Monthly) (at $5.00 / month),True,True,{},2024-07-15 01:37:38+00:00,2024-08-15 01:37:38+00:00,False,1,subscription,price_1J8rYYFCPJnn9IgI7ezmCKAP,price_1J8rYYFCPJnn9IgI7ezmCKAP,sub_1L3VduFCPJnn9IgISakUfnQL,si_Ll1hQBEwxv4ivH,2024-08-14 01:44:47.495000+00:00,,,
in_1PcdtJFCPJnn9IgIxmLJeTC7,il_1PcdtJFCPJnn9IgI0FTVpO6E,il_1PcdtJFCPJnn9IgI0FTVpO6E,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 01:38:45+00:00,2024-08-15 01:38:45+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1OYf8TFCPJnn9IgIg8k2zlEL,si_PNPyctWJ8ZWi6W,2024-08-14 01:44:47.495000+00:00,,,
in_1Pce4gFCPJnn9IgIoIjUGMuy,il_1Pce4gFCPJnn9IgIBQmruRDJ,il_1Pce4gFCPJnn9IgIBQmruRDJ,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 01:51:15+00:00,2024-08-15 01:51:15+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1NqRBfFCPJnn9IgIDSTJNkwP,si_OdictjngRRT048,2024-08-14 01:44:47.691000+00:00,,,
in_1PceEdFCPJnn9IgIuLP58XGI,il_1PceEdFCPJnn9IgIbbaaBLiv,il_1PceEdFCPJnn9IgIbbaaBLiv,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 02:00:35+00:00,2024-08-15 02:00:35+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1NMiFjFCPJnn9IgI4AXm9H3i,si_O90Gj6L4puTQjZ,2024-08-14 01:44:47.691000+00:00,,,
in_1PceIkFCPJnn9IgIQVKRcBLX,il_1PceIkFCPJnn9IgI9M1HAJgK,il_1PceIkFCPJnn9IgI9M1HAJgK,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 02:05:43+00:00,2024-08-15 02:05:43+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1N0bGFFCPJnn9IgI30Y0Jsq1,si_Nm9Zmt30n2lsZY,2024-08-14 01:44:47.690000+00:00,,,
in_1PceMlFCPJnn9IgIjpG1UJig,il_1PceMlFCPJnn9IgIguJzQSrz,il_1PceMlFCPJnn9IgIguJzQSrz,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 02:09:19+00:00,2024-08-15 02:09:19+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1KhP47FCPJnn9IgIyh6t7dKq,si_LOBQHWxF1kBB7k,2024-08-14 01:44:47.690000+00:00,,,
in_1PceOGFCPJnn9IgIy11lfXIw,il_1PceOGFCPJnn9IgIErjlKd52,il_1PceOGFCPJnn9IgIErjlKd52,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 02:10:59+00:00,2024-08-15 02:10:59+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1PGXJ1FCPJnn9IgITq0sOGfN,si_Q6konqpTkUUU59,2024-08-14 01:44:47.690000+00:00,,,
in_1PceZEFCPJnn9IgIm6xS1WrN,il_1PceZEFCPJnn9IgIY16FQv53,il_1PceZEFCPJnn9IgIY16FQv53,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 02:23:02+00:00,2024-08-15 02:23:02+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1NXxNSFCPJnn9IgIsp1vq7ql,si_OKccVr3V6fUek3,2024-08-14 01:44:47.690000+00:00,,,
in_1PcelFFCPJnn9IgIisKSXLZ6,il_1PcelFFCPJnn9IgIBpPatqEq,il_1PcelFFCPJnn9IgIBpPatqEq,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 02:34:40+00:00,2024-08-15 02:34:40+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1O1KA9FCPJnn9IgIt8qvcXkK,si_Ooy6l9pb2ml9Um,2024-08-14 01:44:47.690000+00:00,,,
in_1Pcew1FCPJnn9IgINRyJAs7r,il_1Pcew1FCPJnn9IgIeOPfLjY8,il_1Pcew1FCPJnn9IgIeOPfLjY8,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 02:46:20+00:00,2024-08-15 02:46:20+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1NqS2yFCPJnn9IgIgUSgZOSY,si_OdjWZmiLpZqHnT,2024-08-14 01:44:47.102000+00:00,,,
in_1PcfSKFCPJnn9IgIxwfV4ZI2,il_1PcfSKFCPJnn9IgIdwfZ94RH,il_1PcfSKFCPJnn9IgIdwfZ94RH,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 03:18:56+00:00,2024-08-15 03:18:56+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1MlkrcFCPJnn9IgIUU3AzE7B,si_NWoU18ke1dgTQi,2024-08-14 01:44:47.101000+00:00,,,
in_1Pcg3tFCPJnn9IgITMiqwvbD,il_1Pcg3vFCPJnn9IgIlChTBAPz,il_1Pcg3vFCPJnn9IgIlChTBAPz,100,usd,US Mobile [T-Mobile],True,True,{},2024-07-15 03:58:53+00:00,2025-07-15 03:58:53+00:00,False,1,invoiceitem,,price_1M4WTBFCPJnn9IgIw2v8rd55,sub_1Pcg3tFCPJnn9IgIqoue6k76,,2024-08-14 01:44:47.301000+00:00,ii_1Pcg3tFCPJnn9IgILkGQ2TJ6,,
in_1PchVEFCPJnn9IgIyaBf0jA0,il_1PchVEFCPJnn9IgI6AVao4f2,il_1PchVEFCPJnn9IgI6AVao4f2,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 05:30:07+00:00,2024-08-15 05:30:07+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1PGaPjFCPJnn9IgIfZjXVBT0,si_Q6o1Q6bSjkmleF,2024-08-14 01:44:46.970000+00:00,,,
in_1PcimHFCPJnn9IgIK9slD1WE,il_1PcimHFCPJnn9IgI2tfhdYMR,il_1PcimHFCPJnn9IgI2tfhdYMR,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 06:51:51+00:00,2024-08-15 06:51:51+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1LlogtFCPJnn9IgIAsm5JfOh,si_MUoJcb4DlS1p6j,2024-08-14 01:44:48.062000+00:00,,,
in_1PcjFDFCPJnn9IgIylyucGYN,il_1PcjFDFCPJnn9IgI1q96RQR7,il_1PcjFDFCPJnn9IgI1q96RQR7,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 07:22:46+00:00,2024-08-15 07:22:46+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1PcjFDFCPJnn9IgI4txAnbsC,si_QTgcFv4oOnDJsl,2024-08-14 01:44:48.062000+00:00,,,
in_1PcjFoFCPJnn9IgIcuCDpb2z,il_1PcjFoFCPJnn9IgIWiyihkjU,il_1PcjFoFCPJnn9IgIWiyihkjU,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 07:22:34+00:00,2024-08-15 07:22:34+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1MeZ8QFCPJnn9IgIxa7QPx2g,si_NPNuIG45tzCC37,2024-08-14 01:44:48.062000+00:00,,,
in_1PcjpRFCPJnn9IgIwvk7dwd7,il_1PcjpRFCPJnn9IgIMiVNrCNY,il_1PcjpRFCPJnn9IgIMiVNrCNY,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 08:00:07+00:00,2024-08-15 08:00:07+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1OGGmZFCPJnn9IgIn1mBjDIY,si_P4PbAbczW6akgb,2024-08-14 01:44:48.006000+00:00,,,
in_1Pcm5zFCPJnn9IgIXIBn8jaZ,il_1Pcm5zFCPJnn9IgItQDYHH7p,il_1Pcm5zFCPJnn9IgItQDYHH7p,499,usd,1 × Subscription (Monthly) (Tier 2 at $4.99 / month),True,True,{},2024-07-15 10:24:33+00:00,2024-08-15 10:24:33+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1NBxozFCPJnn9IgI0Be7nXvS,si_O5OAimFg5Byn5I,2024-08-14 01:44:47.968000+00:00,,,
in_1PcmOXFCPJnn9IgI5z6hfzpJ,il_1PcmOXFCPJnn9IgITdyuJsmE,il_1PcmOXFCPJnn9IgITdyuJsmE,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 10:44:25+00:00,2024-08-15 10:44:25+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1JzfRFFCPJnn9IgI0BbNZtFR,si_KezQNBPkM70Tfd,2024-08-14 01:44:47.967000+00:00,,,
in_1PcmaoFCPJnn9IgIpbwXSheA,il_1PcmaoFCPJnn9IgI20Ii5t8R,il_1PcmaoFCPJnn9IgI20Ii5t8R,499,usd,1 × Subscription (Monthly) (Tier 2 at $4.99 / month),True,True,{},2024-07-15 10:56:53+00:00,2024-08-15 10:56:53+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1PRuHxFCPJnn9IgI7XTIhODo,si_QIVIyEFKmDAaQX,2024-08-14 01:44:48.071000+00:00,,,
in_1Pcn91FCPJnn9IgISfhUCWWb,il_1Pcn91FCPJnn9IgI0dk62QFS,il_1Pcn91FCPJnn9IgI0dk62QFS,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 11:32:39+00:00,2024-08-15 11:32:39+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1Pcn91FCPJnn9IgI3u8osOLO,si_QTke2BVKzOhfVl,2024-08-14 01:44:48.070000+00:00,,,
in_1PcnRqFCPJnn9IgIyEset5WI,il_1PcnRqFCPJnn9IgIb6B1JL69,il_1PcnRqFCPJnn9IgIb6B1JL69,1499,usd,1 × Subscription (Monthly) (Tier 1 at $14.99 / month),True,True,{},2024-07-15 11:51:48+00:00,2024-08-15 11:51:48+00:00,False,1,subscription,price_1JQZCDFCPJnn9IgIFVEWlVxH,price_1JQZCDFCPJnn9IgIFVEWlVxH,sub_1MedKyFCPJnn9IgIgdQWHzjZ,si_NPSF6ymDqqTGPO,2024-08-14 01:44:48.449000+00:00,,,
