tax_rate_id,checkout_session_id,amount,_fivetran_synced
txr_1JPO7OFCPJnn9IgIVBzuW78I,cs_live_b1RcCe0sdVUbPSBoXfHa1Wc8gzhzsC8hvfs7SsS8kAN6ZDPCPuicNaSHgj,0,2024-08-14 01:05:05.557000+00:00
txr_1JPNfEFCPJnn9IgIf0ML52Qa,cs_live_b1qNzTWvT3Odq8yBOuQKhtDI5ucKoTeIEQvjPtX7S6wZxOhaI5yWJsRQRc,1550,2024-08-14 01:06:58.024000+00:00
txr_1JPNIWFCPJnn9IgIsVzClFgw,cs_live_b17AUgqLc52KyyaAX4BwXY3andrn9COSfUgTPkKUEUSp792bU9r8dIyFfW,1625,2024-08-14 01:07:11.267000+00:00
txr_1JUwnOFCPJnn9IgI0XmX0feg,cs_live_b1TytSmAwc2fmBbhOxckiG1JbhHZHkI7kEWLXd1vV9W6hwfeAXNZ4Wds5X,1998,2024-08-14 01:03:57.986000+00:00
txr_1N63zXFCPJnn9IgIM7YntHa0,cs_live_b17XYfCyp86Aznpo7BETeYncX8X7FXfPwiLPvsu8tBniPoPohAY2ePEAsW,315,2024-08-14 00:49:25.786000+00:00
txr_1N6jPLFCPJnn9IgIPEeaQ7IS,cs_live_b10ef0rsPs0xX4C2d1OoEM6sPsJDBHoezTOBa87mbGikGMutY6DDWTCF7b,2792,2024-08-14 00:44:21.155000+00:00
txr_1JUXhPFCPJnn9IgIwmtVmAlU,cs_live_b1H19bY6PRaqu4aMsxbFkg9KdsIX2eESotVZ16Rs2XJZPmsz0wlCiXpvCB,1430,2024-08-14 00:57:25.130000+00:00
txr_1JPNaSFCPJnn9IgI8jo5sOyc,cs_live_b1wKOKQ8Ll5YW4yeLAO2Z9kERqEWg7ngsD6zaFj8xoc9Oa7Y4KGQFOL1Ft,1836,2024-08-14 00:58:58.138000+00:00
txr_1JQijwFCPJnn9IgIMg61Wv1L,cs_live_b1YpmI62J3KMiOh74r6tHC63ngC1r8TuprE9YaO0mShvRraBKhQAIg9kCl,3305,2024-08-14 01:04:48.130000+00:00
txr_1N5qECFCPJnn9IgI6xI7IwlW,cs_live_b19sX9eqWOUSz7BqVMCUiI1EX2QL1uTCnJSl5FT5HYNjmgXY10IfJiIzgv,5849,2024-08-14 00:48:14.024000+00:00
txr_1N8NvwFCPJnn9IgIlUKZt0jz,cs_live_a1oYMNGHwhCmJYVrTGIKkyJq05SZEHEIUADAoaqmvrWb3b3EsAE66XsJnW,3307,2024-08-14 00:41:19.500000+00:00
txr_1N5qlXFCPJnn9IgIa2CTCqta,cs_live_b1Y55PD3acONxxWtNwsKgFbDXPf9SRWCcw2dQhLU1cahmbiVhVK4puiqTf,3431,2024-08-14 00:48:01.252000+00:00
txr_1N6boyFCPJnn9IgIJ8HqSqsE,cs_live_b1R0BSiZH8lvmVZYg6Oi5KPX5NFNWNtsjoOyfYrzCdDhJCARdopWSfC2nQ,0,2024-08-14 00:51:33.904000+00:00
txr_1JchOuFCPJnn9IgImO2QtfkR,cs_live_b1Uy5lspejigjFPuwUymq9TLU6zbP47DVFjhYwfKk1GEjUSwdlDgyDME1N,1703,2024-08-14 01:09:36.559000+00:00
txr_1N6ESxFCPJnn9IgI8BU25OVb,cs_live_b1TQ5lCEJQRnovtamJKJ9oj1m0BeA4XWO3aX7rs9kEkY0EdCaRea3yLqAG,1716,2024-08-14 00:55:50.018000+00:00
txr_1N5qECFCPJnn9IgI6xI7IwlW,cs_live_b1FIroG3lfVCVKaOHb5yAQvvTG03Bmpt7Cbec33K1pscAq0TPSPWDAZN3J,2137,2024-08-14 00:55:37.760000+00:00
txr_1JPO46FCPJnn9IgIzcYZ5ZWB,cs_live_b1nMjzMJbEpJt1TXKXlYhJ8vHz3HCK3ScCkxd0mf1aQIcWdiswurB53931,1777,2024-08-14 01:04:17.800000+00:00
txr_1N5vMZFCPJnn9IgIUrgoRxjq,cs_live_b1ZdIbq0LKFHW74IPfX0zGsClvcHxiOvALBKkLsDMHO2gEDY4cVeo2shAm,0,2024-08-14 00:56:29.168000+00:00
txr_1N6FPlFCPJnn9IgISt7QH7As,cs_live_a1vAmVVgve2Cso07K7nQfhkYZobmXPagGaxB4jrxSNz1GCyAun9vTxKVmP,3204,2024-08-14 00:40:51.263000+00:00
txr_1N6lC2FCPJnn9IgI1E90OUMN,cs_live_a16tHWdyuGZ7a7QgbvK8982qMisVXJcPRMmBoJ2KLyYjav8Fxy3IT3eALB,3790,2024-08-14 00:41:32.668000+00:00
txr_1N6d9eFCPJnn9IgIJvX6Gpig,cs_live_b1K2b2X33Luko2TYchqr0oWFRi4r5EzhJzKjVoqVDixSQQ99QaCLa9at9Y,174,2024-08-14 00:55:37.759000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1jTBPLzH98kIjQXXo3wvgT3531BZavwJBndArVFSjz6T8mXlz1QVyucoS,1650,2024-08-14 01:13:43.379000+00:00
txr_1N611PFCPJnn9IgIjuyuCJfU,cs_live_b1KeKVCdWDSrA8ahVhnjzgMr8peVBDFLTj1vYWInKiBLWTUHiGyHey0cOu,2706,2024-08-14 00:40:54.279000+00:00
txr_1N5rnSFCPJnn9IgIyIVlhMoI,cs_live_a1RAxzv5hATkGs3Lp1nT1HNuhjspNJZudzgEK0NwNgOpT5HVDLY3YzMUu4,4263,2024-08-14 00:50:15.481000+00:00
txr_1JPNLeFCPJnn9IgIEiXA3AiH,cs_live_b1gzQqcRV9z0SD4qUcGgDfITw7bYi2YgLHLFbn5CKrCLu4NaXd3aAJcLW3,2934,2024-08-14 01:14:58.288000+00:00
txr_1N5qlTFCPJnn9IgIPnQUsFam,cs_live_b1m01GNoYNpoov2B9OlVoA0V6LoPOtDxpyqzBQa4urJLngDAFSnPQpFFU0,0,2024-08-14 00:52:26.650000+00:00
txr_1PlCOQFCPJnn9IgIzkv832IK,cs_live_b1AzYgwKbqfguyakFO0V3LrOECWMlWmfTpwEVt0Caca8AbjnVBjWLqqrD9,0,2024-08-14 00:41:09.661000+00:00
txr_1N5rnSFCPJnn9IgIyIVlhMoI,cs_live_b1A0rOviP94AY1GizI0LOZR79o31o0ekNlZqzCHQubI6tRcpzshP6SNfrm,4451,2024-08-14 00:42:13.174000+00:00
txr_1N6ePoFCPJnn9IgI5jp9uz7b,cs_live_b1x7Cjqc4VMv69libFJNP2vnYkfML2YuZiRqJXzy0i1el4YCIUPBxfrNP3,0,2024-08-14 00:41:26.248000+00:00
txr_1JPON8FCPJnn9IgII2HAk93q,cs_live_b1jQG9CdRcHLNL4zRKnlBKQEOM2sevMOKqoNz1WyNINJKfBPX6JTH9aEXg,1936,2024-08-14 01:14:15.039000+00:00
txr_1JPOI7FCPJnn9IgI9xeUbRg0,cs_live_b149V30VLKh1ZJEZDT2fufETCE8pFwj6tkygHOSCKs2NzEGOXzwrp0sqBZ,4428,2024-08-14 01:10:18.272000+00:00
txr_1N7BtjFCPJnn9IgI50eOFhBQ,cs_live_a1tLdrbYc9yMNgP4X8HmkDXtPDKNViMTYTBX0gOjkEiiU4DYLOzg8rCYZ4,3213,2024-08-14 00:51:00.132000+00:00
txr_1N7p2lFCPJnn9IgIo4oxWn7V,cs_live_a1p7ZG3ZN4oHNwrWulcBhdpBq27cyxPQLY84h0lsEs4wCMiukHOzZ6Df5p,3668,2024-08-14 00:56:17.576000+00:00
txr_1N6boyFCPJnn9IgIJ8HqSqsE,cs_live_b1o5hMLFOa964dub3HDsboqcL5D4ur0BKWckSVQ5XRvHXrElc3KbAyR5Gt,0,2024-08-14 00:44:33.386000+00:00
txr_1N7HkWFCPJnn9IgIPyVQD86E,cs_live_b1625TMVjQFPFD04HHGrUjvn1NMrPnyF43oA2CBOhWHtmCb5nLC2adpQpo,2723,2024-08-14 00:52:26.647000+00:00
txr_1LX4xIFCPJnn9IgINOvDMdV4,cs_live_b10dEwWropgdYJLCjyv3fOqzS8XBQ2k0qZ8ln6TPw2n7ysHFcLBZQNgyKn,1938,2024-08-14 01:04:51.518000+00:00
txr_1N6dnMFCPJnn9IgIuHsbT2zi,cs_live_b1rDLH8k75zzcgFXHYoeJZ01NTKCtvrfRNfaYIpA2dbx6WR4iWFpH4OI76,1681,2024-08-14 00:52:58.402000+00:00
txr_1N5sJbFCPJnn9IgIWCsEijtK,cs_live_b1DoLnYiM3bRerh3ooAf1HnwQu7f1EsbQoTIyczhqDg8CS8AXOMFZBaUrO,3515,2024-08-14 00:48:43.824000+00:00
txr_1N6fc6FCPJnn9IgI2r4VXNT1,cs_live_a12Jy1EqNNcaoY0NdFkXlsr3I6630NDwcPvcn3JqppG81H4sQms01RObnP,4704,2024-08-14 00:56:14.547000+00:00
txr_1N9K4IFCPJnn9IgIIIIGAyY4,cs_live_b1guL7uvSxiTPHGLDmHZw4xPh5bKDcMsVgljeM6pky1YYBnfh8jPWFrvHn,4254,2024-08-14 00:44:17.995000+00:00
txr_1N5w7bFCPJnn9IgIft3Ci4BQ,cs_live_b1JiDmKOAqq2KATjuhg6CPcAbINnUFx4BmHaCgBxgwoRBX5b4I9NPlQRDe,10650,2024-08-14 00:49:25.785000+00:00
txr_1JPOFCFCPJnn9IgIFBDyarTM,cs_live_b1Rj6RgU7xS8MLFLVazYXzLyfyHlOBZt5xdAOQAawruguiINe9uuNrI9vn,2970,2024-08-14 01:13:55.449000+00:00
txr_1OKTlXFCPJnn9IgIcUqcoKwf,cs_live_b1mgtbj5071fX9fyLMRmmmn5C8SbgvfQZSmaf9nCzOk8IW7rUbZruLiwgO,0,2024-08-14 00:48:14.020000+00:00
txr_1N6N5jFCPJnn9IgIJcDqVJmC,cs_live_b1BCbuhkee5V6BamokxHsNgx6xotajI1hnV5jpy7kfFv8CLqM64FoAEH2F,1354,2024-08-14 00:52:39.531000+00:00
txr_1N6boyFCPJnn9IgIJ8HqSqsE,cs_live_b1r6OX6HpTf7P5I2BgqzVbXKsl0yVGgV6WRhOod6T9ErAqItNGzTkFOGUu,0,2024-08-14 00:42:19.439000+00:00
txr_1NXyqIFCPJnn9IgIR1FmAMc3,cs_live_b1NKVIu5NJgsoCqSCKnxiBD4XuCQBwosFbziYyl0cAfzHwRquVmvaK937M,4358,2024-08-14 00:54:06.884000+00:00
txr_1N5wVtFCPJnn9IgIMPTc58Oh,cs_live_b1737DIXPczsU7UuIcmKw8ngkFeM3ZuT1TvBHg7A3JjARX5KNxl9D1kUcV,1689,2024-08-14 00:42:00.030000+00:00
txr_1N5rnSFCPJnn9IgIyIVlhMoI,cs_live_b1XYz4nEoeenQ1LvhUKeKHTgCS8DbxNn7GSRmtpb6bkAYbFfKzW9pyvCgh,2538,2024-08-14 00:48:33.606000+00:00
txr_1N5rnSFCPJnn9IgIyIVlhMoI,cs_live_b1oBhdtFMlLZ01rrQ9HV2vLYCcyOH1AOwEAvOnPsPN0UyaMbbwEqaKaN4i,1196,2024-08-14 00:49:38.182000+00:00
txr_1JPNcgFCPJnn9IgIUb9emODs,cs_live_b1SVWZrISNNk20JJBaBiJeE7hlBaAcrNrNs9wHKfxywZOCN1URKCBoe7vw,69,2024-08-14 01:16:18.124000+00:00
txr_1JPN31FCPJnn9IgIyGHhqDAB,cs_live_b1ayjK6wbn2BM99Kd46BDVNcX1YTtAI7NGeYJU60iLP7sXOkuSUaLTcp0h,1174,2024-08-14 01:09:53.513000+00:00
txr_1JQijwFCPJnn9IgIMg61Wv1L,cs_live_b1SmCe5eARgTHyOs3CsssGkRXvOgbEMmH8F3RH0xKQgleVyYJVI6xcsldc,3500,2024-08-14 01:11:27.080000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b13EAgAeQwRATMUBITy9w71NNWvgFkNjGM8wL1l77peuSTyOhE9tGweBup,495,2024-08-14 01:12:04.944000+00:00
txr_1N6Mm3FCPJnn9IgIFb2zE4kW,cs_live_b1P0fhrnoWkQDfk4dJF1lRm9MJ1t6U9n7iLJom4etk6mYFPOfAJ6ARo4ZD,2574,2024-08-14 00:56:20.817000+00:00
txr_1N8xlBFCPJnn9IgI0XeCfaKB,cs_live_b1LWUbLUUJlf0AhzkKgjIUqbUpmrCarA1bI7HVk8esqcQtVVEjACWsz9UG,0,2024-08-14 00:43:54.131000+00:00
txr_1JPNvBFCPJnn9IgIunLd9ZFz,cs_live_b1h90Ui4SePdMt2qDP82YX3RbIMLlxhsQUzWzLnZuYtXNF0fm0nFFzW8Az,120,2024-08-14 01:07:28.590000+00:00
txr_1N5w7XFCPJnn9IgIss9MogTM,cs_live_b12D5bdaXtTErL2H5Bae4IwMEJOx5U5e08PXzNwzRwZgvl76eGWkcVzkN2,0,2024-08-14 00:54:03.784000+00:00
txr_1N5s7VFCPJnn9IgIIFLqimqD,cs_live_b1H4oqrPwmzmFNzqfOxQ6L1jx3NrkOggoAEm5upBD0wD7K1PfuI46u4nnx,0,2024-08-14 00:47:57.579000+00:00
txr_1JPNctFCPJnn9IgIQuTl9E73,cs_live_b1xbN0NXWnK8S6jNdbeU2jmMTBxMY6o8Uw9xJy9TSV0sTQmqaSvDfaVwMc,1478,2024-08-14 00:58:30.198000+00:00
txr_1JPNmFFCPJnn9IgIYoXXpuQa,cs_live_b1sCkXkiFqwGbiPNHSO7XKiUcwgDGeAzND4HnrzrsWWlSCpWGsH2ChxJyJ,1208,2024-08-14 01:19:15.297000+00:00
txr_1JPNdqFCPJnn9IgIzjdnJzsL,cs_live_b15hQNVoilp7esDLl0DzcmTI9kLFT8gmxZyrwaAVWo1hFDjfBO6IXDKyH1,3234,2024-08-14 01:00:25.165000+00:00
txr_1N5slHFCPJnn9IgIcjYEVnE5,cs_live_b1SZicJoOhp3EfiTWDEBGMR7U3qlrbMRUg2zecXzcDfCEKEBM8ixvEDQBw,1609,2024-08-14 00:49:54.082000+00:00
txr_1JUwnMFCPJnn9IgIbmwQzwIt,cs_live_b1YS9IU44rgLZPy6yIEwBf7gzen9qYkBxB4WgocH5I0BFKjx2nqx2aLlXz,3976,2024-08-14 00:58:14.178000+00:00
txr_1N5wVtFCPJnn9IgIMPTc58Oh,cs_live_b108HEUKY1cuu6N7iDHRBeUKuiMKpkZBRRZmf1qpsBr91hHpKctpB0Z8L9,4619,2024-08-14 00:54:06.887000+00:00
txr_1NP7AxFCPJnn9IgIYh2eu7gI,cs_live_a1VSD8m783jNCjp0B0PAtmljWqmnXS4AG0QCeUTGKjs2MPwL04Q6g5Yd9y,2737,2024-08-14 00:51:50.125000+00:00
txr_1N5xLfFCPJnn9IgIp0gAQcbj,cs_live_b1QoBIM496XZB7YOdsmH7W8Ni8oDM5xoMtx9uq54Bj3SANKbRtKyBkkpJ6,0,2024-08-14 00:47:11.172000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1NPRj7hRZnDKppGGH5tfLbkwfkvgBdB1NjSTQwWPhyuLqFLzHBSEhiygS,7996,2024-08-14 01:06:09.290000+00:00
txr_1JPNgIFCPJnn9IgIlB8FSgLq,cs_live_b1hoBGiynqMfqTvpWciQbgF29y5K2ozxqYV4JefLsSxwryv3CWr39fifXb,2154,2024-08-14 01:06:37.361000+00:00
txr_1NCnZHFCPJnn9IgIqMjmm7je,cs_live_b1wr37Q1hK457cnzTjT55YQNdlNLs9P2UwoMuW6biVYTJdZXOjxOBlxUVd,0,2024-08-14 00:47:35.553000+00:00
txr_1JPNvBFCPJnn9IgIunLd9ZFz,cs_live_b19H4qlCEPU8mLfoIQsO0XOzNLw7AfgR00rSNygZvZCAeHiBEOEctOLFZf,180,2024-08-14 01:17:59.800000+00:00
txr_1JPNIWFCPJnn9IgIsVzClFgw,cs_live_b1hyA8O4DFrUNPV9uXP5ITZ7UgUYiwPjcqSY5lL1f6KtsYXgtnVCgCGl9W,2603,2024-08-14 01:12:44.818000+00:00
txr_1N6NJPFCPJnn9IgI4czrs9Vo,cs_live_b1wwGoVOo0jiSjX9kUuZHFyB6SHyHJOc9WHHWRfalZqBLM2m69U6dbpMd2,0,2024-08-14 00:56:08.277000+00:00
txr_1JPNdqFCPJnn9IgIzjdnJzsL,cs_live_b1gRUCGJuZb5aBhHJZ5wGrnZhtvaFwcNxsHiTbSSGB2klL3Nq3zgZ9zjNw,2274,2024-08-14 01:05:38.182000+00:00
txr_1NqmP5FCPJnn9IgI0ja5K7ao,cs_live_b1yZM1TK8y55dy5r7gCGlU0v8x4cCOsOHm6rjNuUZQLxVBUn80PU1gKJZg,0,2024-08-14 00:51:53.569000+00:00
txr_1N5oOqFCPJnn9IgIxGnfAIbU,cs_live_b1z3rnSGnrQ5kNOzfsfvUSSgJpdT9r4mFyOZepAss1jPJG6KhVyjBye7TO,0,2024-08-14 00:47:26.236000+00:00
txr_1N5wPOFCPJnn9IgIE7J4dBz1,cs_live_b1dGwp8hQI1cxACbYoaDiVrzZN3CIGhxdqdu0g5PRajvLEaTYE4qRPJ4eS,610,2024-08-14 00:45:24.241000+00:00
txr_1JUwneFCPJnn9IgIYvdNG1l1,cs_live_b1pmmZv9eh9a4qdTmyaC99hXKVVfSJFvPZs6DEKatPHQDBl6jF4hXtpqjf,1155,2024-08-14 01:17:07.586000+00:00
txr_1JPNIWFCPJnn9IgIsVzClFgw,cs_live_b1Enca8Fy2Sy2ZxfLFb7KF4I27zy2eQzTzXG4pmJRI9BeKEqFAk9kFTzAe,1225,2024-08-14 01:17:43.308000+00:00
txr_1JPNWLFCPJnn9IgIxytcuLmx,cs_live_b1I9YcZfYz26TyAsBhFEOH9NTRmH4lOVHpD4WAgZCnIeQj0JivMjlJprJb,1797,2024-08-14 00:56:52.135000+00:00
txr_1N5wPOFCPJnn9IgIE7J4dBz1,cs_live_b1DwyLQpseA1bNVwumroRSpQpeHevXcEvaGgGGTEnWeuZwiu22ADxTd9bV,3515,2024-08-14 00:48:07.339000+00:00
txr_1JPNIWFCPJnn9IgIsVzClFgw,cs_live_b1sbGZCrjcuqsWLDUm1S5GDCoKESj3RJtBDFOZmIIhJb3S02gSACClnEj1,1305,2024-08-14 01:11:20.143000+00:00
txr_1N8khBFCPJnn9IgIU3VOp1pT,cs_live_b199ea7kCqrZOJc1aeglfd2H4UEXhXDfYkrwDPoEcTA3OTq9lMsRZJRuS6,4171,2024-08-14 00:48:27.385000+00:00
txr_1JPNfqFCPJnn9IgIsuMsypy2,cs_live_b1vbIsysxa4oMGbmvGn45ZJvXrAy6wIPFloDOvGP2homrNDt12grYGjigF,1845,2024-08-14 01:12:38.265000+00:00
txr_1N5qlTFCPJnn9IgIPnQUsFam,cs_live_b103UZTBHOH4qO1fFujnAHrDIfWPspoXapxkVU864CeJ2F5LfOf5jhvrGV,0,2024-08-14 00:50:15.481000+00:00
txr_1N87xfFCPJnn9IgIDXRKuboR,cs_live_b1mGFWZJBGn4xklVXsZEmLnBFCCXGQN8ra4nuwhky3v1ECY4lC8Kq3Vob2,1099,2024-08-14 00:52:09.809000+00:00
txr_1JPNctFCPJnn9IgIQuTl9E73,cs_live_b1tIA3AMHisfcQ73o2AO2B8Aj4yXt84jWqalnEdLxJ1cFa3gK4FlRZPTEI,1478,2024-08-14 00:58:42.937000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1FyR25Y7L4GA4HjbI664mDaBRqGg9q15piNB14LnONpW3mZVWadHcwNCe,1650,2024-08-14 00:58:10.819000+00:00
txr_1JPNu7FCPJnn9IgILtaT0sdp,cs_live_a1O8oHc3Stb14hbSmf0a35PC6VZLdDlBHhBBoXspbBrmMFhtIQB9kpreou,2743,2024-08-14 01:00:36.504000+00:00
txr_1JPNX8FCPJnn9IgI5Jgkb1Q4,cs_live_b1kIkXdwxpQKzY27kEAVbLVbamKLNeE9p8EsHM1VSLhxrsxmxRkbL5iH6A,1192,2024-08-14 01:19:08.808000+00:00
txr_1JPNWZFCPJnn9IgIq6iaJhAi,cs_live_b12Kbnlgfv6987yEmy7cKKuP4lm38UMcURaIyaduM0L0mnJqRtolIC6s59,1480,2024-08-14 01:08:19.945000+00:00
txr_1N6cQ9FCPJnn9IgI3MEN1VkH,cs_live_b17EtHSUO4cMgXMU2oVYxSpTqDLwpO6Kza0mdpTFiMDj5v90JkViRAd9PQ,2470,2024-08-14 00:54:13.417000+00:00
txr_1N5qW7FCPJnn9IgIwo8j6hax,cs_live_b1B2FNrayvXNKEGuFkgWaEeNuUabwMl0H9e8s1GWsAifV4IxLw5ACoccnY,3235,2024-08-14 00:48:07.336000+00:00
txr_1N5qlVFCPJnn9IgI8TkWvOcb,cs_live_b1euEKkGAyxrzXuWhwcgko4wLoN7h4GdLaDM9Rb1ekGUr4Iiltldkpr0Tw,1794,2024-08-14 00:41:47.662000+00:00
txr_1JPO78FCPJnn9IgImBkAq5Mn,cs_live_b1Jkv0Ames37uskHULTAqZQ5iLIGNWrP4ACTaiJ3DHMm0MoZP8RRNV4Ens,1040,2024-08-14 01:03:23.262000+00:00
txr_1N5qECFCPJnn9IgI6xI7IwlW,cs_live_b1fP7uekDFK9XZQarpFMUT0vy1ad9GaiAyeHy39mme6vfYrj1rRinfqzNA,2054,2024-08-14 00:54:51.474000+00:00
txr_1N6Mz1FCPJnn9IgIH3lqvwQb,cs_live_b1gojVTDZ39X6HIvP44pwAJZ0z75ch9UlGgWqpPL7074OWU5oHy7k6PjXN,1325,2024-08-14 00:46:35.900000+00:00
txr_1JPObWFCPJnn9IgIDO0c5R1w,cs_live_b1oTl2QC0YAEcKJhOMjdydlm6eU7wRye8GG0TO4J4TuZhn6kpwU3ny7NEU,2730,2024-08-14 01:16:21.415000+00:00
txr_1N6HvYFCPJnn9IgIodoFTOlq,cs_live_b1NRrI54aol5eoVzA4JBybxKq2RUK8ks8rystM0wuFYdqGaOi0dKCIui2R,594,2024-08-14 00:48:04.601000+00:00
txr_1JPNcOFCPJnn9IgIBjqMDr2v,cs_live_b1L6jA8rrr0eN2OCjQCLwYH20csxlF0e7J6H6iqaEQnBB3lTY1ExsxOiGN,1919,2024-08-14 01:01:35.768000+00:00
txr_1N5pgfFCPJnn9IgIrGNB4oY9,cs_live_b1wIZs7piMOKTRB5ewblOkoEh7ngHqzKK2bWu5mXetvltkCD4zJzkzQxVc,2653,2024-08-14 00:41:44.450000+00:00
txr_1JPNYRFCPJnn9IgI47BOJSQU,cs_live_b18u6JZgc5iBKsi7ol3pFHyDUBWNq5UUmX9QFh7hiBGwIuFBL3w0DuUefc,1620,2024-08-14 01:06:58.025000+00:00
txr_1O5zVkFCPJnn9IgIUXkypq06,cs_live_b1SVtk3c2MTilIWoy0jijtR2IbPMk2UvZFeMVAvdnA1V2K1bPHX8pJ68gF,0,2024-08-14 00:47:45.480000+00:00
txr_1JPNYRFCPJnn9IgI47BOJSQU,cs_live_b14O8aPPeGWb2FDRSPR3hsXwXLDosze6p9iecxVXTAud6FAiqn3IYWHmhe,1627,2024-08-14 01:08:13.263000+00:00
txr_1N5w8MFCPJnn9IgItwuRZbnd,cs_live_b1NsHrHvQVZHhrfokyOrcsbOb0lxqv49jzctdIrnKbRePizkmAvlm9ao76,1398,2024-08-14 00:55:56.518000+00:00
txr_1N5wA6FCPJnn9IgIxqxgInji,cs_live_b13vFJbXSpZcy49EQVMMzF9HPQ3tNCFSbQ8I7snlotuMAfVyByZYYRu7yL,4810,2024-08-14 00:51:53.565000+00:00
txr_1JIuYCFCPJnn9IgIOzKjQlB9,cs_live_b1SHmnYGdMKiuzgb1NYU3v7u7GmYs4eWfTLNYlflJJyk5ilCSiOpyJvaKD,1260,2024-08-14 01:11:54.517000+00:00
txr_1O1zy5FCPJnn9IgIJB0sol82,cs_live_b1LGbRmCLZSTL8XrStKhbP7ueJYSiBLMURt9onzZWArl2NoYBUb7Imlsrq,387,2024-08-14 00:50:37.259000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1F7FJbNEfKPXOc5hJsakk82oSkVH7NLVQrX0u4552ofelKy3DZbIH6k5a,1238,2024-08-14 01:16:48.703000+00:00
txr_1JPNh4FCPJnn9IgIEF8B7rtH,cs_live_b1NT1DCjxcKP1KuA8Krj55rdu5F0mtt9FqSwW4J2LiTF2UTaGgk4iO0HwQ,6300,2024-08-14 01:06:37.362000+00:00
txr_1JPOJXFCPJnn9IgIwdR49WM7,cs_live_b15fYNx2Be8AUYVfFkDfjpjYTG8Tkj84HyYCXH1DkFzDVvSHdW3V9xgO13,2513,2024-08-14 01:12:18.285000+00:00
txr_1N7MDRFCPJnn9IgIOvz7F5T8,cs_live_b1oov0T970WqTvjYQmhRXSYEVbhqtM4KX3MyH9mH3MRaul0aeVzaqxfOs8,150,2024-08-14 00:51:20.890000+00:00
txr_1JPOI7FCPJnn9IgI9xeUbRg0,cs_live_b1XmjtsjksZR3CoWfyVqmUgOvwIALLZw39dotixnxrPOWOyIesK32Gjzje,90,2024-08-14 00:58:04.906000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1VMTxvDCGQd9CCZqbaKQRwXz6UnDFVjGiCA28rahy0GWLMGTbHZxvxAtT,1980,2024-08-14 01:06:15.920000+00:00
txr_1N5uDKFCPJnn9IgIeJU9fqNG,cs_live_b1DL7cgVTSWMqwLedHGiQWKlFu4JORLpaySM5D8TZX7KoNQ2hbF27md1Jv,3025,2024-08-14 00:52:45.556000+00:00
txr_1N5qlXFCPJnn9IgIa2CTCqta,cs_live_b1MwWSUYw59wuazIMmHj2PqajnKOQyPR1H4BJpfbGyokGo9Y7ZQc3EMuF5,3431,2024-08-14 00:43:19.286000+00:00
txr_1JPNcRFCPJnn9IgIzfb7Lt2k,cs_live_b1iwZqUQwcB9lXc9tDDFb3CP0WK1BuYHpTNcIPQjKet16r4VnfiWYiL8US,129,2024-08-14 01:04:08.160000+00:00
txr_1JPNbZFCPJnn9IgIAgAXOqxY,cs_live_b1thurksIR9byt13nsA34lfeebXsebQ3sfG1jPGjb4JjMlzuJ7RYAvKyBl,0,2024-08-14 01:01:45.690000+00:00
txr_1N62dpFCPJnn9IgIulHoXVJ5,cs_live_b1ZP8BSUAnm29LpzsbaUGzVujl8OQO5djCCbyckMnfFXFifvd1eTSxr27y,7014,2024-08-14 00:50:30.530000+00:00
txr_1JTC1rFCPJnn9IgIwOAN5vOm,cs_live_b1t5MxeDmr4NfrFAd9FJAU4t0ft4UfC8mEYOP7UCHkDoiKRRz4325z22wv,2581,2024-08-14 01:13:55.442000+00:00
txr_1NC8SFFCPJnn9IgIbnORphb2,cs_live_b18xCobRZ8LjxLjGUhqcxdcIO3nm157KG94cdPkDZYeNsbvrEkEUmdS7Hu,2554,2024-08-14 00:40:57.525000+00:00
txr_1N5w8yFCPJnn9IgIv8JEhYbk,cs_live_a1xWEbreHy0PTCEnZmtXiCR1oBz59nuS6xhL2dCvTN03VtoCIuuRCUgzSs,0,2024-08-14 00:46:05.877000+00:00
txr_1N5w7bFCPJnn9IgIft3Ci4BQ,cs_live_b1rfDN867EPRx5oHkcxO6XJy0n26qYYKbSBmKZ5Wg2U9AzU3l0X4hW1yMW,4928,2024-08-14 00:42:22.591000+00:00
txr_1JPNgtFCPJnn9IgImVePBTip,cs_live_b1c9o4WnLtdMw9bf0ArTrFGwz7vSdLedF4NvtymXFqeMyKdB1qo19tsiZs,2813,2024-08-14 01:02:49.059000+00:00
txr_1N5qECFCPJnn9IgI6xI7IwlW,cs_live_b1YgR0Kv2FVsJeICRZGE8zTdLee8eI45aglimUbceonITkM7opzhBfEX5g,2714,2024-08-14 00:45:24.239000+00:00
txr_1JUwnbFCPJnn9IgI6fBYiYV4,cs_live_b1eQcvFpvhtUR9SaLM32PxjoVRCSYwt7EDFJJNUWbFYro5WpScX05hqtEf,2468,2024-08-14 01:09:32.978000+00:00
