tax_rate_id,checkout_session_id,amount,_fivetran_synced
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1xbITdpiogJbpa2dbcaAzuc1KH1ZUgIha8WJWd8rjAVH1jOMDvx7gydO2,5593,2024-08-14 01:02:58.701000+00:00
txr_1N5qECFCPJnn9IgI6xI7IwlW,cs_live_b1Tlfg6oUyiTdWCAVZHcyFau0SbcD39R4smvesy5VCSnVVGTRMKpV2T1Mv,1642,2024-08-14 00:44:30.302000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1tnY1x6oMvEj3KrPeIETqMPscPb7J1qXgBRj4EvdRovOEI8KXnRI7A6le,3069,2024-08-14 01:10:31.824000+00:00
txr_1JPO7LFCPJnn9IgIS0OOw1A3,cs_live_b19Hj48Dbx05XnBjOSgXlJbONnxM9tT9Df60JEvSYJNeCUsx4iz9jjFMbP,3135,2024-08-14 01:13:18.794000+00:00
txr_1JPNh4FCPJnn9IgIEF8B7rtH,cs_live_b16xOrAaVPsY5Pl7djfsmLkl9l5YrxYzsNbQ0SLydqBHuSp4WHq6WWgOHr,1400,2024-08-14 01:15:32.740000+00:00
txr_1N5qlXFCPJnn9IgIa2CTCqta,cs_live_b1wJDroUoJ4w8tjVHX4BhA2oQStyUwEqpwLFOZMQ7OwAodvrYkPF1qRR3T,3681,2024-08-14 00:43:16.287000+00:00
txr_1JPNa2FCPJnn9IgIWz10QL3F,cs_live_b1DQNpcCSBEbphzBouxDdAEOrfKKOAGaqsEnqGwqAeUOz7JlkjZ8DQ5aqA,938,2024-08-14 01:16:07.821000+00:00
txr_1JPNYfFCPJnn9IgIe9NUu2yc,cs_live_b1D7Gn5wwFWh0rAwiQ7IGfdyiwSVjfRDc77Cg0xi9PA8ZEXwNmxPPar0Ll,2568,2024-08-14 01:04:58.584000+00:00
txr_1N5pEgFCPJnn9IgI7W1A1aFt,cs_live_b15N2IWSqyHWb8ESIy8DYnx5UFR1vOHlL4oIhlZ0xUjRUKYMjjaVK3dcNl,0,2024-08-14 00:53:26.681000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1ojPvYdPJQwLHV0hf9jvffqNx4ugkajaJv8nNw92wJbdLgZXipMSwZRaj,1856,2024-08-14 01:08:23.256000+00:00
txr_1N5xLLFCPJnn9IgIHNziXbik,cs_live_b1wfQeEREUBo0LviZ9tr9OJqVdk9ZtpB0iJR4M8BqxXmfkYjNZGJVjURTD,4940,2024-08-14 00:45:47.399000+00:00
txr_1N5sJZFCPJnn9IgIv3VX5p8S,cs_live_b1OgCALp8x3Y2h6QswH1Qcud9dHeM8HRSmyUkjdpihYDWES6n9l4skDGfh,0,2024-08-14 00:53:38.748000+00:00
txr_1KW3XqFCPJnn9IgIxYXkxXSz,cs_live_b1wWgEmxQlnE8lqYUnQsyiH0InJznW53pnLYORUFrPiEr1WeGhk7tmnAHx,3164,2024-08-14 01:11:58.052000+00:00
txr_1N6AYwFCPJnn9IgISaMe1ezt,cs_live_b1LRf6VzEeEOK8bvW31pOso8slvNRTv1Lk4BlV4cKhLBvMYaaIYYRmJQPH,0,2024-08-14 00:42:22.592000+00:00
txr_1JPNh4FCPJnn9IgIEF8B7rtH,cs_live_b1HgyHW6Qsn08pjI9teJP6mfFjYes6ZsO7Q1Lmps3A9OhTaEx5dZxkBa54,3141,2024-08-14 00:56:55.106000+00:00
txr_1JPNeAFCPJnn9IgIJQaPfxVy,cs_live_b1bkjJlHLXLRlii2UZ3nmbEkIx7o10CT2HpbYq4QMeXwM0d81QG0pAHDr3,1750,2024-08-14 00:58:08.202000+00:00
txr_1N5oxLFCPJnn9IgIYPBxH6si,cs_live_b1CHXXDkUOEng0AJG3dsyZ7L1sjtOVgnCmy33NjlkbanhCfGxNDQaEcDSv,0,2024-08-14 00:43:44.450000+00:00
txr_1JPNfqFCPJnn9IgIsuMsypy2,cs_live_b1ZbwcvKz0aVZAD7pdjq9gyeS0gbOOdouj2qZfhAqTnObpjFVer8obg3Iw,2020,2024-08-14 00:59:10.558000+00:00
txr_1NsByRFCPJnn9IgI5ixklm95,cs_live_b1VBXBwjynPLhMRzaKSWyqlBgnaoznc9osR19WaELzGUNdww7rmpA81p3C,2764,2024-08-14 00:40:57.557000+00:00
txr_1JPNdqFCPJnn9IgIzjdnJzsL,cs_live_b1syFBrTYUEIxVZQK1OyiElz5TylRrOBXU9qafOm28GwNWsT1IiwR7AsmJ,90,2024-08-14 01:13:08.063000+00:00
txr_1JPOJSFCPJnn9IgIbr3gV2RR,cs_live_b19pZ1Sp2z4v3XHIhXVIBXRBbzCzh8CGTabv0DlJzYsz2JdzrqirfxD5OG,175,2024-08-14 01:13:22.272000+00:00
txr_1KDAxKFCPJnn9IgIefbazqqd,cs_live_b1xwnaLMPfdXuBdvBV7lVdbAkiH5T2bPuaWWNHXBV1RmwXXDhDXEMPnaHa,826,2024-08-14 01:11:06.242000+00:00
txr_1N5oxLFCPJnn9IgIYPBxH6si,cs_live_b1b2GOZFmnkTcl6qpntbvGf9SudSXpUt8OGv5uWxQ4yozcBbyxGxARlcBM,0,2024-08-14 00:49:57.281000+00:00
txr_1JPNYTFCPJnn9IgIOITqIUq9,cs_live_b15g9VCziMOYzeauv0F5JqccP54BHpRJKLDnkN5uGKvTUQtfbCbIPDB7sh,2647,2024-08-14 01:06:30.312000+00:00
txr_1N6H9PFCPJnn9IgI0eFnCXpc,cs_live_a1DUb60R6kYj3icAt5reBY7hWE11WZgXCkRsvmrSS5LgdEY5qyvhupTDI4,2098,2024-08-14 00:42:06.882000+00:00
txr_1NRQt6FCPJnn9IgItM5gNNQd,cs_live_b1UHp3enP2GKgyUGZCAjnJ0divE28rYfWmAfOpRa3RuIikRya7S5kNMVKN,4873,2024-08-14 00:50:33.804000+00:00
txr_1N5skfFCPJnn9IgIabyGuvt5,cs_live_b1OAA9U8ahbFayDRppybLOeY6WhzulKu6moUJvudgeJHZUpWE4BJCSKfYN,0,2024-08-14 00:52:29.816000+00:00
txr_1N5qlXFCPJnn9IgIa2CTCqta,cs_live_b18UN2c5OPBgW2dIHRtMcHRa6LGgxSZt1gY6OQDR7HgPrhQ72aPuyWEseC,2650,2024-08-14 00:46:05.879000+00:00
txr_1JSsbnFCPJnn9IgItmtnhQbt,cs_live_a1DKiOIYWo7JPn9H5vu5hph5uwuVj7wteunbBxwanpy9RytRfPFLFVg6Fi,5037,2024-08-14 00:56:35.169000+00:00
txr_1JPNVzFCPJnn9IgILBvNhIGQ,cs_live_b1tLd7jPe7ZOprqRgZgRfLioi3AtD4tczox6m680epU5ANblesv9Sb3c9G,1254,2024-08-14 01:01:59.537000+00:00
txr_1JPNRnFCPJnn9IgILy61BUdV,cs_live_b13CzZAB2auygRC9vkuqlWxNe6isZnOjfZ3uqNw4aS0CukKZc8RlwnuZei,1515,2024-08-14 01:02:19.278000+00:00
txr_1N6ISXFCPJnn9IgI6OxDDnaz,cs_live_b171NNDALv7TSBPhjgns5IDUH6qxPl4ffsCgUimtjEovHVYc0edRbneHGE,952,2024-08-14 00:42:10.095000+00:00
txr_1JPOvTFCPJnn9IgIZFo3Mgr5,cs_live_a1DqrmSUWEcnDrKZZr2s9N7zW3uonlOcXHqAgRBFdPisnoFhrt4hUpEcYK,3222,2024-08-14 00:58:58.137000+00:00
txr_1JIuYCFCPJnn9IgIOzKjQlB9,cs_live_a1CjGXKl62AR1WsB4EuRLGCiwnsjRu67aVZgcbgavK9RWzdmGVGS7dj1xp,3003,2024-08-14 01:00:44.586000+00:00
txr_1N98IKFCPJnn9IgIrB3VkBty,cs_live_b1I9qwihEZR4dPDuLLn60Xh1lA1e4aD7ncxJm7lXvVHcfZSB8mvrpozTCt,160,2024-08-14 00:52:23.287000+00:00
txr_1JTC1rFCPJnn9IgIwOAN5vOm,cs_live_b1UXVMxZTXCZK3puZmZzR8TGnrEp3tBhav8UbGXr9lYaJ46N38V3r7x3Tz,3691,2024-08-14 01:03:26.868000+00:00
txr_1JPNWZFCPJnn9IgIq6iaJhAi,cs_live_b10AuOakYc7tq1DixbvQVJ7exJBR4rSmIT8vvcItU5eAhsbke7s2XLsWMp,1651,2024-08-14 01:18:15.932000+00:00
txr_1JUwncFCPJnn9IgIuisu9scK,cs_live_b1XfYVkPoIkzuTQoOM5fudpwYj7NPZW4rWHEp5Ai6pY4X0DjdscKHLmhID,1522,2024-08-14 01:15:57.397000+00:00
txr_1JPP9wFCPJnn9IgIrLuLFfJr,cs_live_b1pkvlyycbWJEzYQjfmOANtSa0DefdMjdaLhy4AAfuRUoo3H2QWkzUFKJA,1715,2024-08-14 01:01:03.475000+00:00
txr_1N6lebFCPJnn9IgINU15ipjA,cs_live_b17GxvJsoQCFU2gLMze6KuhqCtbGiAOfb0nKWaC36BJQCfhWGLe3IlYQsI,3194,2024-08-14 00:56:20.813000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1lY5UOQ1YxGExkU2gyZ6u5Cj8Ou5UndbcX0GxGVO7C1ckAiUvvRlHHbbZ,2613,2024-08-14 01:10:55.776000+00:00
txr_1JPNgKFCPJnn9IgIZIUhwgUb,cs_live_b179jmcLvP4PYcH5SZLLxv5wP1wHfp9eY2qO6M2O8JHiMvr4hc8HjBS7VV,2356,2024-08-14 01:15:09.080000+00:00
txr_1N73AOFCPJnn9IgIrt1ZDhQW,cs_live_a1uJy4Hf8WssXza7KbsT9TTHfLd3v4ZbFVDculKDt683VCnLvOe3Sli4dy,0,2024-08-14 00:46:44.239000+00:00
txr_1JPNfqFCPJnn9IgIsuMsypy2,cs_live_b1ANO6h3h1TVhN5A4ZptEZoVziJAA3YecUpA68maNc7pNhZUre2GWUR8F8,1640,2024-08-14 01:12:34.954000+00:00
txr_1JPNa2FCPJnn9IgIWz10QL3F,cs_live_b1OMIDx9AUg54UfrDUtrqN2AGJLIvlUYWiMXNAmKeMNi1wWhWCWy69zEE1,2181,2024-08-14 01:14:58.291000+00:00
txr_1JUwnvFCPJnn9IgIr1OJC7px,cs_live_b1u8O3BK2dxquex9ImhLQJWvIFhBGFScqS1jZOzcJGuvwL0OOAVrZsOYtb,2251,2024-08-14 01:13:51.538000+00:00
txr_1N5uDKFCPJnn9IgIeJU9fqNG,cs_live_b1lpsm32gND9Bhfrn51LuTnZWmaD9SzeHvaOUmhTGWkrgboimBPgGtoO48,3007,2024-08-14 00:46:23.980000+00:00
txr_1N5w7bFCPJnn9IgIft3Ci4BQ,cs_live_b1vmjMAxi6MNd4vSg4EAkucCPgAyPh2PLYI0RT0exGvTrqRTHfsAHWY5LX,4872,2024-08-14 00:52:19.888000+00:00
txr_1JPNa2FCPJnn9IgIWz10QL3F,cs_live_b19iliio0WwvNAHKfyWOKwu0XGk1f0Y8sc0gpko53Iu5FJcB0twWMwp8vM,3181,2024-08-14 00:58:14.177000+00:00
txr_1JPNxdFCPJnn9IgIssOkvf4M,cs_live_b1A87vdjtThvJ1xG1DkQeciS6CvMYJgxnZ3xQZPzdc8rEGxavTHe2gdzEs,2048,2024-08-14 01:18:36.338000+00:00
txr_1N5rnSFCPJnn9IgIyIVlhMoI,cs_live_b1oh1MeayHIOuHyErGGMZpmv4KdOeQlQ6xkaQwalsFuudiY3QZaBPkWHQM,2095,2024-08-14 00:49:10.077000+00:00
txr_1JPNohFCPJnn9IgIPm0n1tYH,cs_live_b1gSlM094MqN8xnrdhmtBa2GYCWS14IFVSoVjWssFSsaRtLBV6DQvWNSTm,2552,2024-08-14 01:08:30.108000+00:00
txr_1N5s6CFCPJnn9IgIUK6VLskk,cs_live_b1kDwVEwAgwAU9ud1YylpH72h7TbjAgrdllMhIQfWxMNsuHzuHllapXYHW,6859,2024-08-14 00:56:35.168000+00:00
txr_1N5pgfFCPJnn9IgIrGNB4oY9,cs_live_b1piqmOf17vtGxad2yiyAfYzTFtaNhDqe9ahFqyKNYWFutN6eumd2wM3Mr,2073,2024-08-14 00:54:48.778000+00:00
txr_1JPOBeFCPJnn9IgIS74GeGJS,cs_live_a1JUscpdjZKzi6XJKdsTWYEYYycL4LxwjBRTIhXa79swvQwpuoXlYevzGO,3928,2024-08-14 00:59:41.448000+00:00
txr_1JPNgtFCPJnn9IgImVePBTip,cs_live_b15iPvH0eugKq1Cy604GrfUdqLGZ4TVSsQTrAjebqmBZa8zT7gnPEIuBAm,190,2024-08-14 01:05:34.638000+00:00
txr_1K8UfAFCPJnn9IgIWFyZABRX,cs_live_b1OohQNOFUYoPAximw4ttto2QWKuRfr1zUZACuZ0a5rhj3V1jUEvlKE6Vt,1500,2024-08-14 01:01:52.576000+00:00
txr_1N5w6iFCPJnn9IgII2QX6LxT,cs_live_b16Om8dGJkpejRzv36TptE1eic2A2biVOEgh2Kqx1gJCjMg99DOc0xaOML,0,2024-08-14 00:50:33.799000+00:00
txr_1N8awaFCPJnn9IgIdjTFO04h,cs_live_b1a4CQe5mjptaLsTebN4TLoLTcK3HACC0EfskxeThHAh6Pt5S5h0YKO7bw,0,2024-08-14 00:44:36.541000+00:00
txr_1JPNXVFCPJnn9IgI2MPebUfv,cs_live_b10LFQgOnTAVLoB0FzcfwzmOVcywkb1UN78UXnlkjS5UmVhsyqm8CvkcoV,2345,2024-08-14 01:05:31.223000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b15Ji3uraTM2U5VoTa6rrLHhbblJhDTEyrrd5D0b44JeYU8DxX47Pw0ocM,2970,2024-08-14 01:13:11.568000+00:00
txr_1N5zV3FCPJnn9IgIsTmHfNBA,cs_live_b1oLUtlMjB9qJ2DBasA5ESlloV6Z2qddtd0KV6cY0B7fFg78PjDWvhMVqa,1780,2024-08-14 00:52:42.932000+00:00
txr_1JpHmDFCPJnn9IgIBfBprkvh,cs_live_b1EbLAADhfqE22I2G46ppkjrtU47Lu56xSmw50zsoJeDgUCLGGAOdjLu92,2533,2024-08-14 01:08:13.264000+00:00
txr_1N7JGQFCPJnn9IgIU0aonffh,cs_live_b1HGTIsDIC2e274SRkPdlwdZHYrmLqNgNRecMaWHaSZhJ5A9zcJT8I4pHY,1646,2024-08-14 00:46:08.813000+00:00
txr_1JPNYRFCPJnn9IgI47BOJSQU,cs_live_b1oAotknWTT6QbsIhJpR3S2rRDpV7qBkvcsAZLVuScbbJa26RrsOmuMl5q,2558,2024-08-14 01:09:26.076000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1Qg4i7cixHmR9czcPy9dB6A94uwO6FPj7ieDh8TXPrXXTjdNoM1Lp4Z42,2443,2024-08-14 01:09:00.455000+00:00
txr_1N5qlVFCPJnn9IgI8TkWvOcb,cs_live_b1gQTu4gjAkoJ2c8bd397ll7RSIuRroP5fUIz0NeBWN7BsI9qhvkBDufSc,1320,2024-08-14 00:54:13.420000+00:00
txr_1JPOTCFCPJnn9IgI97Rzqs27,cs_live_b1smeimNCyY3ul08pPqoztngMCaYkvmC26bjRZNKAlJTlcbbXJkLD8B3zA,1352,2024-08-14 01:14:22.631000+00:00
txr_1JPNeAFCPJnn9IgIJQaPfxVy,cs_live_b1xhaMyNSPGgtKociEAJOnwMS33tR5sMarcAMQq7RASTFHbzK24AmMUQbv,2653,2024-08-14 01:04:14.980000+00:00
txr_1N6ESxFCPJnn9IgI8BU25OVb,cs_live_a1XLvruHAJG2UOQMwt13gWVkfIA2RhJSC1LMUjp3nlyJLzpfpk527R6XwR,3950,2024-08-14 00:55:04.275000+00:00
txr_1N5qECFCPJnn9IgI6xI7IwlW,cs_live_a1FKVta287C9TFkTqYVzLV1eppF6d2uEGhHI5tpb8hfEU9badCzvxy5LG4,2962,2024-08-14 00:54:58.146000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1gLdCLQATrvh8HkismDBfBiBL0HI9CoODOrff4BQggPSBBSK7LQoDz5Lv,2063,2024-08-14 01:04:11.651000+00:00
txr_1KjnpWFCPJnn9IgI8HIr11Yr,cs_live_b1MesRdC3EKNcfQblbBfKE0cdnbnkULx8fVmlM0YMQ1wFCjhXqFh579Agt,2088,2024-08-14 01:08:16.555000+00:00
txr_1N5qECFCPJnn9IgI6xI7IwlW,cs_live_b13pwrJPwB9q6fZ15UQV3y0yaO6CUtZA17xrw5bPpeNtVDfhGJhNKCMcKJ,2054,2024-08-14 00:47:14.173000+00:00
txr_1N5rnSFCPJnn9IgIyIVlhMoI,cs_live_b1mR6Hl5b6gISa6hSN1JvH3oxUKNq5pVb7vz7P3ayqBoc0FOxoIMqh3bdo,1631,2024-08-14 00:54:18.974000+00:00
txr_1JPNoRFCPJnn9IgIzAmYl3U0,cs_live_b1xVZ4AEBoVha2pFVKWUSu3CknELAccxzVZjjjtSUL5K1U5BJwTD8mbE6z,2932,2024-08-14 01:15:01.983000+00:00
txr_1OIybWFCPJnn9IgIcSK3cKiz,cs_live_b1QC4JZVKoGFFegc7qkgu5SYtbunyQpAxtqUybKmB96km4nlzdUiS1fu8b,1415,2024-08-14 00:45:53.913000+00:00
txr_1JPO5qFCPJnn9IgIFBArXaKI,cs_live_b1PpnRYPl41CV0HWCIufkYesZf5CjadQQNzakjf8fgkdYtXPwmRiIyxU5m,2173,2024-08-14 01:08:03.425000+00:00
txr_1JPNXVFCPJnn9IgI2MPebUfv,cs_live_b1iESHCNhXNfV9KDX4FwMsbSy8tLYROqHIdyifqaCwuYnJ5XrjNkKKX8sL,2511,2024-08-14 01:03:37.213000+00:00
txr_1NAaQ5FCPJnn9IgIWZcPD4jY,cs_live_b1H8Rh6sg8RmbCGIldNs9Vk5ojgxFi7dm5CT9AGgS1beIpTnGCecGhdME6,105,2024-08-14 00:43:22.270000+00:00
txr_1N5wVtFCPJnn9IgIMPTc58Oh,cs_live_b1ptlfep8UhjZ7VuLC3NafoMdQHQLB0qS8loM6lDbgn7DzmTwc1XCtzI74,2603,2024-08-14 00:53:35.782000+00:00
txr_1JPNb3FCPJnn9IgI2uDNfcNV,cs_live_a1DTxdNVtEnB3adbu9vtvgwIrFOR0z3iXyH2MMp1U4C2E9hC0i9ZGuSe6I,2754,2024-08-14 00:56:57.935000+00:00
txr_1JUwniFCPJnn9IgI39x8LZl6,cs_live_b14fweSNqwWN1D9P9gV5aEdLMBSVOHjyZOqsJvYZpFtfv4ObKjYAe8XcNn,4425,2024-08-14 00:59:44.161000+00:00
txr_1JPO46FCPJnn9IgIzcYZ5ZWB,cs_live_a1FiCEeEL4VwRIKkHb8uvBJNmoCon1iY0WEUKpNYt9Ja6W23b3yjYd2NYt,3174,2024-08-14 01:00:28.120000+00:00
txr_1N5xLfFCPJnn9IgIp0gAQcbj,cs_live_b1Jgox0RbWMzpzZvm1cEFNmPmMsAYGUJ5rDm2THhcrluDnNYnRcES1NSy1,0,2024-08-14 00:42:53.753000+00:00
txr_1JPNb3FCPJnn9IgI2uDNfcNV,cs_live_b1S9d4Cjqrm8b4tY93ZxNmbVuIdcKzw8BQXlS7QEFwJakVGUxBK89pKpB3,918,2024-08-14 01:18:29.741000+00:00
txr_1NDCJrFCPJnn9IgI8cDyQO4E,cs_live_b1TGfYTp4IbrP1ieSiJw2dUbyicku8YNsM8vUxfowS2I1wK4akyQjCyiR6,1820,2024-08-14 00:52:16.390000+00:00
txr_1JUwnyFCPJnn9IgIuawlIh0f,cs_live_b1K5exUaJxIiXUTnKgM8HGgY8kCvGigE5wA7HCeou0BUpmCuwLflSK1AzV,2670,2024-08-14 01:07:04.511000+00:00
txr_1JPNYRFCPJnn9IgI47BOJSQU,cs_live_b1CQLBvFfmPPsC9Zqq6vz1JikPsvJvQhDpqFI9aldmEhlTdwCij7uoMpL9,2550,2024-08-14 01:17:37.320000+00:00
txr_1N6DmiFCPJnn9IgIUs8j8yJq,cs_live_b135efPVquuSP1ppYV5KpfMDk38eGevjgYAzFrX60nxHSmSnqG82n2JJvi,2728,2024-08-14 00:41:57+00:00
txr_1N5w8vFCPJnn9IgIJnLh88oZ,cs_live_b1xVNK4BQbX0vAM2DGgj3r9sHlkkSl9viMzDfLJK6vNuKIQbjf8MPLtgXS,1395,2024-08-14 00:44:27.225000+00:00
txr_1N6ESxFCPJnn9IgI8BU25OVb,cs_live_a1DAAqAlfEFKbiOpu4m5hprF4pIvuY5V8RMl6phX7VbqV2pKLsVNSnOW9A,4218,2024-08-14 00:51:53.566000+00:00
txr_1JPO1jFCPJnn9IgIKVvrPzAE,cs_live_a17caxn5dg6innbUUK3txt6OWLueXG1BHNY8pP1Odqr6iAKE3vaUkLWK08,2933,2024-08-14 00:59:55.068000+00:00
txr_1NB86hFCPJnn9IgI5Nj3lE4p,cs_live_b1e7SleuVahIySfz6xD9TXEzSRcc0S2eiDtZlk2loU5Fzix9FcUiLU1aYI,2494,2024-08-14 00:56:08.280000+00:00
txr_1JPNb3FCPJnn9IgI2uDNfcNV,cs_live_b1AkGbWVLNWrhLhWZDB3wjkfrQJeRAs0df2aHg5wKAEeKvaR7IxjDMBzGT,1314,2024-08-14 00:59:44.164000+00:00
txr_1N5qECFCPJnn9IgI6xI7IwlW,cs_live_a1j6blvEcQtfIkp7ZhYFbPms0QnoFIWeiNHawbjSPmo5ohdHKh30g3gJoU,3539,2024-08-14 00:49:29.059000+00:00
txr_1N5t4MFCPJnn9IgIY3oicm8k,cs_live_b19myGVLFitR9glhqCugXW0QbfcUpnjJ61MbOts2MeYKPR3TsiOT8UnYAl,1974,2024-08-14 00:47:38.775000+00:00
txr_1JSsbnFCPJnn9IgItmtnhQbt,cs_live_b1nRs86zpm5QCjX2OIfBjlHgUEuzMaQpxbnkD5hLlk6uqBwbekVOAi5aI8,3697,2024-08-14 01:03:30.401000+00:00
txr_1JPOrxFCPJnn9IgI4hfB9Tdj,cs_live_a1kwPP9jrPIYtKmaZ9ibWWgfwqueU7rZjFAzn3tt2DXCmXJASwTu4Fec5a,2934,2024-08-14 01:00:17.379000+00:00
txr_1Nm0c7FCPJnn9IgIYH3DWunW,cs_live_b1YWUMraJ2TJqnIb1KALeZannLpZSDKf2fQhlTXskQQLGz8MCtSocWoqWn,767,2024-08-14 00:50:30.532000+00:00
txr_1Of1nbFCPJnn9IgIAafpBy1L,cs_live_b1v2au3aKa8QZUzKzFfbGZD9WIy8oCR5IixuZdF35404rLGvLdsh2bR5cu,0,2024-08-14 00:42:16.432000+00:00
txr_1JPNlIFCPJnn9IgIxASCVzDT,cs_live_a1q2GJb7OoQaKC31GyhIFbFs1buWbFFYwBiMgCnXWVxWjtugkzwPe5ysny,3154,2024-08-14 00:57:15.881000+00:00
txr_1N6HvYFCPJnn9IgIodoFTOlq,cs_live_b1F4A191LbXWyhsfpdzN6hzYu7ayvwTojsPiIcDxDP29WygsOhrUPoo5Kt,2394,2024-08-14 00:54:00.586000+00:00
txr_1N5w8vFCPJnn9IgIJnLh88oZ,cs_live_a1DZ1nIqsgAAPLix3AQK0lJmdaeGxIrTCqoissquuLC7XkP7neeGMIAvlH,1692,2024-08-14 00:53:44.754000+00:00
txr_1N5qlTFCPJnn9IgIPnQUsFam,cs_live_b1vkHnxsfQJdrmc1qUhAFlY8rCrd8aycyEzLGzs0yJmZHcVNnDSyBbwuU8,0,2024-08-14 00:41:53.796000+00:00
txr_1N5qECFCPJnn9IgI6xI7IwlW,cs_live_b1lw2iLyRROoYDhwvTu5xCRC4jMSgVq2W9t0p8z83EeHA9xlu4u6KhqGeS,421,2024-08-14 00:50:02.931000+00:00
txr_1JIuYCFCPJnn9IgIOzKjQlB9,cs_live_b1cCzDfbjjhvUaXi48EBY3LGR9LJKOHCG6UAWKPcmZJqE8Idbqvuqp1GyK,1330,2024-08-14 01:11:58.052000+00:00
txr_1JPNWZFCPJnn9IgIq6iaJhAi,cs_live_b1m10at7jP2m4o18qHXFhAF0StrkrxP7zwnNMXS6oSjK5pz4pISD6O0sp4,95,2024-08-14 00:58:14.180000+00:00
txr_1JUwoIFCPJnn9IgILNzCCuxj,cs_live_b1LPj7rhOAXpJg2EB10QvL9rwWsMPuw8vFtd16KHDar3hFqlEnv1u957RM,2056,2024-08-14 01:09:32.969000+00:00
txr_1N6AuFFCPJnn9IgIa5VMNcIE,cs_live_b1k0I6jL7puVpVfAh8AtsPJ9vWO1mXuQsOtMDVjB2JD3L4oWIwbDfZFAG6,2302,2024-08-14 00:42:41.695000+00:00
txr_1JPNWGFCPJnn9IgIJyX9QiAV,cs_live_b1E1udqZgg0kSVdAr7n2Na5SYGbwPtYpb6EKRAXFQKgvtMjYhHTucrIfVD,2583,2024-08-14 01:04:30.850000+00:00
txr_1N5qECFCPJnn9IgI6xI7IwlW,cs_live_b1Mfby74udFiv701HFqB8jmM0F5FH9NLieqJ2ixHfPw1XRgjLOtja8QIoC,495,2024-08-14 00:49:50.609000+00:00
txr_1JPNIWFCPJnn9IgIsVzClFgw,cs_live_b142hvx2QeNVAnG3EfD6UjIntQ3KlGxmPbWc9BYy4aDBrsAyio4pxpSpVy,2458,2024-08-14 01:15:36.292000+00:00
txr_1JPNgnFCPJnn9IgIt4iuJnPI,cs_live_b10nNU6eNCCmxtfxzpu9i3t9ZL6gbaaXpLTJNyx2HbqbJ8FVNBW9iOpdJT,1521,2024-08-14 01:19:25.471000+00:00
txr_1JPNIWFCPJnn9IgIsVzClFgw,cs_live_b1qo3ZiW8BOEKVzVAl0eofvEncgpBBoY0Ks1zd7eh5STSfYYK8AS6F4ltY,1515,2024-08-14 00:59:10.558000+00:00
txr_1N5rnSFCPJnn9IgIyIVlhMoI,cs_live_b1Zd9CpTlf7SfCZdXob0ChZ00XZIDnG6CfWiRhNwNORkicdCh1wRkv9jKZ,2248,2024-08-14 00:50:47.497000+00:00
txr_1JPNXmFCPJnn9IgItM5YUAqU,cs_live_b1LTRv3MuuSrPwi3tK0T3vflvjU6mmIKhjJeQe5cjhsNFp9PGi5XVGgF8X,2236,2024-08-14 01:02:06.252000+00:00
txr_1N8r6iFCPJnn9IgIqa7Zw13o,cs_live_b1B7LUZqkHslfC93zlxMqPflJcOpoKKhopFQBeaFZWEv553f17vJ5iwqHZ,2499,2024-08-14 00:45:47.404000+00:00
txr_1JPNb3FCPJnn9IgI2uDNfcNV,cs_live_b1VBTqsBzG07IOWXDzmRLSh4HYischnUyiDkfngeMXdoNiZiTm6DyRIyMP,859,2024-08-14 01:18:59.471000+00:00
txr_1N5uHDFCPJnn9IgI9yYdW519,cs_live_b1XF92o424pmWWyswDOZ9ToJnGsDXu7Vqy6Px1lHguRA5Hss1UGOzNCLBv,105,2024-08-14 00:55:37.759000+00:00
txr_1N5t4MFCPJnn9IgIY3oicm8k,cs_live_a1mbvAUj1ii47ZgSbZWOZxTElhx0g0mcXy97t3k60nIEEwTBiZ3wiWsTqn,2934,2024-08-14 00:53:57.204000+00:00
txr_1JPNIWFCPJnn9IgIsVzClFgw,cs_live_b1Rje7y8ijyEemjhtEqLyrFtvIrv8pdQuFToFneOJAxzASYJZQCNYM42CX,5061,2024-08-14 01:01:00.633000+00:00
txr_1N5oOqFCPJnn9IgIxGnfAIbU,cs_live_b1PjnQ3nwisbPuKYEpOc5yxuDZp0KDoHPvBESibZMV5yPeDXfdXE2Ofhlc,0,2024-08-14 00:51:24.152000+00:00
txr_1JPNgtFCPJnn9IgImVePBTip,cs_live_b1eIqTJAnKon6U0GdP7NQjROmzLWehoiN0pNwym5dsRKKwFRJSfP3YJCF8,3220,2024-08-14 01:05:55.659000+00:00
txr_1JPNVaFCPJnn9IgIFgrNpDW5,cs_live_b1kfKqMuS9FiAEqc8W49amlGebeElut3VJ43ZLX2W2S9vZHC4FaL5tk4mD,1238,2024-08-14 01:16:31.361000+00:00
