id,amount,created,currency,discount_amount,subtotal,total,livemode,memo,metadata,number,pdf,reason,status,type,voided_at,customer_balance_transaction_id,invoice_id,refund_id,_fivetran_synced,out_of_band_amount,effective_at,shipping_cost_shipping_rate,subtotal_excluding_tax,total_excluding_tax,shipping_cost_amount_tax,shipping_cost_amount_total,amount_shipping,customer_id,shipping_cost_amount_subtotal
cn_1JgF9VFCPJnn9IgIbM8SNEs2,1608,2021-10-02 20:49:49+00:00,usd,,1499,1608,True,,{},642DB60D-0003-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLGNuc3RfS0t1elZodDB6TUo2V3dnRWpXWDJENG45QlZpN3IzUiwxMTY3MjcxMjY0200EsaUxvPp/pdf?s=ap,,issued,post_payment,,,in_1Jfp6SFCPJnn9IgIulVw8tFJ,re_3Jfq3sFCPJnn9IgI1rFO1sr9,2024-09-13 00:12:06.609000+00:00,,2021-10-02 20:49:49+00:00,,1499,1499,,,0,cus_JoS95oh5sRo3Gh,
cn_1KBTOwFCPJnn9IgItQeIsT34,1623,2021-12-28 00:18:50+00:00,usd,,1499,1623,True,,{},59C49A15-0005-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9LckJtTGtMSUV1ODNzbUhmVGJnc0E4aksxalA4UnFHLDExNjcyNzEyNg0200mRb8IH05/pdf?s=ap,,issued,post_payment,,,in_1K1wDXFCPJnn9IgILrYJxiQi,re_3K1yATFCPJnn9IgI0QhRoeqc,2024-09-13 00:12:06.602000+00:00,,2021-12-28 00:18:50+00:00,,1499,1499,,,0,cus_JWmZpYyqBECkKJ,
cn_1JfvVNFCPJnn9IgIHkcNJbYm,1623,2021-10-01 23:51:05+00:00,usd,,1499,1623,True,,{},59D610E5-0003-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLGNuc3RfS0thZ0gydU4zTFg4bzZtcVAzOENrVXVaTUZXY1NZaywxMTY3MjcxMjY02004awmWbhg/pdf?s=ap,,issued,post_payment,,,in_1Jfp5zFCPJnn9IgIOei2g5xs,re_3Jfq37FCPJnn9IgI1Lz022wv,2024-09-13 00:12:06.609000+00:00,,2021-10-01 23:51:05+00:00,,1499,1499,,,0,cus_IPniQHx6eI2C8n,
cn_1JXQnvFCPJnn9IgIeXuvO4B9,1615,2021-09-08 13:27:07+00:00,usd,,1499,1615,True,,{},C6013418-0002-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLGNuc3RfS0JvUW5saURNTnZpeVAwTjkwQ3lLWWxONHdXQ3QzMCwxMTY3MjcxMjY0200oo2QMCWO/pdf?s=ap,,issued,post_payment,,,in_1JUwnQFCPJnn9IgIp9sgrnvh,re_3JUyDMFCPJnn9IgI0PIHP9kf,2024-09-13 00:12:06.609000+00:00,,2021-09-08 13:27:07+00:00,,1499,1499,,,0,cus_IWXz3XJkMTg3Qm,
cn_1K6FgIFCPJnn9IgI73fgm1Vl,1606,2021-12-13 14:39:10+00:00,usd,,1499,1606,True,Not delivered yet.,{},71DEC64C-0002-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9LbG5HNTRzR2R5RlZVa2V6ZTVmYmdNQmVrQ01NTWdYLDExNjcyNzEyNg0200dZY1RkN1/pdf?s=ap,,issued,pre_payment,,,in_1K5fUSFCPJnn9IgIoSOQ1z2P,,2024-09-13 00:12:06.603000+00:00,,2021-12-13 14:39:10+00:00,,1499,1499,,,0,cus_KaG8EAPH1e5SQ9,
cn_1K9jG2FCPJnn9IgIYPrJ1Hqi,2119,2021-12-23 04:50:26+00:00,usd,,1999,2119,True,,{},17DD1E1A-0004-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9LcE8yVWhEMUxPZlp4VnY2TlZlUUxqVkNaMmQ4S1B1LDExNjcyNzEyNg0200JHVS1uim/pdf?s=ap,,issued,post_payment,,,in_1K5b1pFCPJnn9IgIO7ZI8G7d,re_3K5bzyFCPJnn9IgI0pGh7hRh,2024-09-13 00:12:06.602000+00:00,,2021-12-23 04:50:26+00:00,,1999,1999,,,0,cus_KGlyYopnbqLzBj,
cn_1Kw8ljFCPJnn9IgIugh32y8o,2163,2022-05-05 17:47:15+00:00,usd,,1998,2163,True,,{},06C89DAD-0010-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9MZFBhcnJyRjNITDJVWFNncDJrWnppNDNLSHFnU0s2LDExNjcyNzEyNg0200p8WSCII0/pdf?s=ap,,issued,post_payment,,,in_1KugAGFCPJnn9IgIx4NnMB3k,re_3Kuh9sFCPJnn9IgI0eAlMPC8,2024-09-13 00:12:06.596000+00:00,,2022-05-05 17:47:15+00:00,,1998,1998,,,0,cus_IRh9zJHMiChFZI,
cn_1OyJoGFCPJnn9IgIAFjMWp2m,1604,2024-03-25 20:07:56+00:00,usd,,1499,1604,True,We will deduct the $16.04 from the duplicate charges,{},E4B5DB99-0029-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9QbnZmdVZkaHpLOXQ1Zm44TkJIUDZ1akNWd1R6ZmNFLDExNjcyNzEyNg0200UEa19d6S/pdf?s=ap,order_change,issued,pre_payment,,,in_1Ox0DSFCPJnn9IgIOOWpPSdx,,2024-09-13 00:12:06.595000+00:00,,2024-03-25 20:07:56+00:00,,1499,1499,,,0,cus_KhWRW1xF84RPYN,
cn_1JrvSAFCPJnn9IgItgB742DI,1499,2021-11-04 02:13:22+00:00,usd,,1499,1499,True,,{},013F25C0-0003-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9LV3pSbUVIVTY1bmJ1ejVFbTZ3V0c0OFM0YXdhcEhRLDExNjcyNzEyNg0200kFLB5nEp/pdf?s=ap,,issued,post_payment,,,in_1Jr3syFCPJnn9IgIX4L697Tf,re_3Jr5mTFCPJnn9IgI03qQ7IMv,2024-09-13 00:12:06.603000+00:00,,2021-11-04 02:13:22+00:00,,1499,1499,,,0,cus_K4A1WwajcWr6QP,
cn_1JrQQHFCPJnn9IgIUCQUrnpC,1999,2021-11-02 17:05:21+00:00,usd,,1999,1999,True,,{},C37183FF-0002-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9LV1ROYnExSnlwcHFGNk56ZDd3SWQzcGdYZGlSeTZULDExNjcyNzEyNg0200ftK7ZJxe/pdf?s=ap,,issued,post_payment,,,in_1JpJH9FCPJnn9IgIMTWzBsiI,re_3JpKDyFCPJnn9IgI0e67x6jP,2024-09-13 00:12:06.603000+00:00,,2021-11-02 17:05:21+00:00,,1999,1999,,,0,cus_KMnKQnsWo1ko57,
cn_1KYytxFCPJnn9IgIQNOrZDK7,2125,2022-03-02 20:36:01+00:00,usd,,1999,2125,True,,{},68CF6FB3-0008-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9MRlRyQWNpeWczUXpVMzNYTWd3M1JqWGJsTkFwVEw4LDExNjcyNzEyNg0200NHWK2C5h/pdf?s=ap,,issued,post_payment,,,in_1KYabSFCPJnn9IgIuTSxBbK8,re_3KYbmsFCPJnn9IgI0xlOF5M2,2024-09-13 00:12:06.597000+00:00,,2022-03-02 20:36:01+00:00,,1999,1999,,,0,cus_JByVjObKIbTEzH,
cn_1KPAx4FCPJnn9IgI8ebckKSn,1604,2022-02-03 19:26:42+00:00,usd,,1499,1604,True,,{},FE5F610F-0007-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9MNUxlbDltVUhoVVRVelZtd3BNanFIU1NqajVHVnN4LDExNjcyNzEyNg0200XOU5rnLe/pdf?s=ap,,issued,post_payment,,,in_1KOPimFCPJnn9IgInSElwFRB,re_3KOQgSFCPJnn9IgI107cjEbJ,2024-09-13 00:12:06.597000+00:00,,2022-02-03 19:26:42+00:00,,1499,1499,,,0,cus_IsDqQ0eW1qllbK,
cn_1PycDaFCPJnn9IgIMnzqYDIc,1649,2024-09-13 16:19:34+00:00,usd,,1499,1649,True,,"{""AvaTax Error"":"" Tax override cannot be applied.""}",F10FFB9A-0016-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9RcUlwV2JxdEd6eHdIZDFtTlhHUmF6Z05PVEMwcjVhLDExNjgxMzQyNQ0200thiqWo0i/pdf?s=ap,,issued,post_payment,,,in_1PxarsFCPJnn9IgIwRi75TLO,re_3PxbosFCPJnn9IgI1fcGt1xA,2024-09-14 00:10:25.612000+00:00,,2024-09-13 16:19:34+00:00,,1499,1499,,,0,cus_O7QAjQqNlWd6T7,
cn_1Q4tX5FCPJnn9IgI92xMRaOh,1589,2024-10-01 00:01:39+00:00,usd,,1499,1589,True,,"{""AvaTax Error"":"" Tax override cannot be applied.""}",57EB6D54-0031-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9Rd243NDNzbWc3YXl1Z1IzRG8wMURXNFl2QzFDMHIxLDExODM2OTAwOA0200GYCYEliF/pdf?s=ap,duplicate,issued,pre_payment,,,in_1Q2CvRFCPJnn9IgIFFoUaV5r,,2024-10-02 00:16:49.022000+00:00,,2024-10-01 00:01:39+00:00,,1499,1499,,,0,cus_PapQv2YwzWW3wR,
cn_1QG3jkFCPJnn9IgIFpT49elr,27203,2024-10-31 19:08:52+00:00,usd,,24900,27203,True,,"{""AvaTax Error"":"" Tax override cannot be applied.""}",84381A3C-0003-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9SOEtPSTVmYUI4Nno1eVJKaUFKajV2ZUpZUlB6dWpaLDEyMTAxNTA1Ng0200FsCTGbw8/pdf?s=ap,order_change,issued,pre_payment,,,in_1QG2lkFCPJnn9IgIt5WzzwgF,,2024-11-01 15:17:36.120000+00:00,,2024-10-31 19:08:52+00:00,,24900,24900,,,0,cus_QxuCaZWGsvaGm0,
cn_1REzVcFCPJnn9IgIOf4FNskh,17695,2025-04-17 20:58:08+00:00,usd,,16499,17695,True,,"{""AvaTax Error"":"" This API requires a subscription to AvaTaxPro or BasicReturns.""}",3CB91E31-0002-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9TOUk1UGxCcnVuMWhNZ2pWZHJncmNVdFVad0l2MzZ1LDEzNTQ3NzEwMQ0200Y6ivigD6/pdf?s=ap,,issued,post_payment,,,in_1RDXKHFCPJnn9IgIaDwU830R,re_3RDYGhFCPJnn9IgI1Gg80Xlm,2025-04-18 00:31:41.382000+00:00,,2025-04-17 20:58:08+00:00,,16499,16499,,,0,cus_Pv3TVYcH8HFUui,
cn_1Jx1agFCPJnn9IgIAIxRmUry,1608,2021-11-18 03:47:14+00:00,usd,,1499,1608,True,,{},453CD82C-0004-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9LY0c2bFpOb2IwT0huazNMbm9kMlNCZXRmZ3Q2bnk3LDExNjcyNzEyNg0200Vg6IXINZ/pdf?s=ap,,issued,post_payment,,,in_1Jr3syFCPJnn9IgIHzTfJZ0d,re_3Jr7cwFCPJnn9IgI16IqhKSd,2024-09-13 00:12:06.603000+00:00,,2021-11-18 03:47:14+00:00,,1499,1499,,,0,cus_JzELFnNDRiIL0K,
cn_1KEHVnFCPJnn9IgI2WBD6VRF,1499,2022-01-04 18:13:31+00:00,usd,,1499,1499,True,,{},3E11B7DE-0006-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9LdTVoY3d6TzBVRFFreXJFWWtJQmhCb2lNdVg4czdHLDExNjcyNzEyNg0200HLWaaKdC/pdf?s=ap,,issued,post_payment,,,in_1KDAxZFCPJnn9IgI83zafXAk,re_3KDBw8FCPJnn9IgI1A6s8V6l,2024-09-13 00:12:06.602000+00:00,,2022-01-04 18:13:31+00:00,,1499,1499,,,0,cus_JQfZTiVesnQ2RM,
cn_1KCQXLFCPJnn9IgI0MREHTgr,1630,2021-12-30 15:27:27+00:00,usd,,1499,1630,True,,{},AB9EFD12-0005-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9Lc0F0eGk2cjlVNjF1THdJQ1AyTFROOUpWS2hQM1JtLDExNjcyNzEyNg0200RaefLA2V/pdf?s=ap,,issued,post_payment,,,in_1K1wCBFCPJnn9IgIqcaZyy8b,re_3K1xEMFCPJnn9IgI1J1BvsBi,2024-09-13 00:12:06.602000+00:00,,2021-12-30 15:27:27+00:00,,1499,1499,,,0,cus_IWBAuDWrhjVPEP,
cn_1PSmZaFCPJnn9IgIaPb9JzNz,1589,2024-06-17 20:54:42+00:00,usd,,1499,1589,True,,"{""AvaTax Error"":"" Tax override cannot be applied.""}",BA9CA101-0035-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9RSlBPYU53bkxrbExtRW9xam9WR1FQeHFxTlJUZHpKLDExNjcyNzEyNg020077HGIoyO/pdf?s=ap,,issued,pre_payment,,,in_1PMvHmFCPJnn9IgIfAP23rXx,,2024-09-13 00:12:06.571000+00:00,,2024-06-17 20:54:42+00:00,,1499,1499,,,0,cus_Jl2lWVdhX81FpI,
cn_1Ltw84FCPJnn9IgIi8uaSEYm,1594,2022-10-17 16:25:28+00:00,usd,,1499,1594,True,,{},3854D09A-0002-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9NZENYVzZhbFp3cm96Zm9uRHFBanZ5ZkI3RGtKb0ZYLDExNjcyNzEyNg02002WcKRg7y/pdf?s=ap,,issued,post_payment,,,in_1LrRh4FCPJnn9IgI3qqf5w3T,re_3LrSgSFCPJnn9IgI1MBkW5PR,2024-09-13 00:12:06.596000+00:00,,2022-10-17 16:25:28+00:00,,1499,1499,,,0,cus_MT8G4bsBiegcEG,
cn_1Jn34mFCPJnn9IgIq6j5jXB7,1999,2021-10-21 15:21:04+00:00,usd,,1999,1999,True,,{},12236332-0002-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9LUnd5WndZTEk3Njg3UTV5a1hIVFBKS1J4MVU3dG93LDExNjcyNzEyNg0200GZzxPLaY/pdf?s=ap,,issued,post_payment,,,in_1JemILFCPJnn9IgISF70Q9Rp,re_3JenI0FCPJnn9IgI1Sb5QxlA,2024-09-13 00:12:06.608000+00:00,,2021-10-21 15:21:04+00:00,,1999,1999,,,0,cus_KBuZCKp9NjgU1Q,
cn_1KF1COFCPJnn9IgIhCsvdHsF,1608,2022-01-06 19:00:32+00:00,usd,,1499,1608,True,,{},088681D2-0006-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9LdXF1RVpqRHVINXBSTW94RmVHNzY5QmlKYkpXR01OLDExNjcyNzEyNg0200DbOnsZDI/pdf?s=ap,,issued,post_payment,,,in_1KDAx9FCPJnn9IgIYUFfOHXj,re_3KDBvbFCPJnn9IgI0nVmLasO,2024-09-13 00:12:06.597000+00:00,,2022-01-06 19:00:32+00:00,,1499,1499,,,0,cus_IPYQ0PEDwIoH0L,
cn_1MQDPtFCPJnn9IgIPsezwTRZ,1600,2023-01-14 17:21:17+00:00,usd,,1499,1600,True,,{},890CFBDE-0002-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9OQVlXYnh1SXJsMWFHak1obXJ2cUZwa0NGMkZUYTFoLDExNjcyNzEyNg0200ChfP4rqb/pdf?s=ap,,issued,post_payment,,,in_1MNoQ9FCPJnn9IgIBzyySL2p,re_3MNpNrFCPJnn9IgI0nTdWc3Z,2024-09-13 00:12:06.596000+00:00,,2023-01-14 17:21:17+00:00,,1499,1499,,,0,cus_N0a2pCBf5s6Ppm,
cn_1KEKXZFCPJnn9IgIKkwr1G6b,1608,2022-01-04 21:27:33+00:00,usd,,1499,1608,True,,{},6CD8D5E4-0006-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9LdThwRHRTdEQyN1VXdlowYWVjWEpaNndFS0lmTHZWLDExNjcyNzEyNg0200Hc0Pkubl/pdf?s=ap,,issued,pre_payment,,,in_1KDAxXFCPJnn9IgI7Oxw5fJ0,,2024-09-13 00:12:06.602000+00:00,,2022-01-04 21:27:33+00:00,,1499,1499,,,0,cus_JO12qdrm4wph0x,
cn_1KEvhWFCPJnn9IgIIPi42xRT,2119,2022-01-06 13:08:18+00:00,usd,,1999,2119,True,,{},CA9D49A5-0006-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9LdWxEWFcwU2YyYUdxVUc3VHdVeWNuT1c3dnlXbkU3LDExNjcyNzEyNg0200ZDbtci0s/pdf?s=ap,,issued,post_payment,,,in_1KDAxTFCPJnn9IgIBrdzpWLF,re_3KDBw7FCPJnn9IgI1Gc7Lua9,2024-09-13 00:12:06.602000+00:00,,2022-01-06 13:08:18+00:00,,1999,1999,,,0,cus_J8HJJB1nmMe5Zi,
cn_1KTCvMFCPJnn9IgI8oGjO8M6,1499,2022-02-14 22:21:36+00:00,usd,,1499,1499,True,Requested,{},04C099FB-0002-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9MOVZ4TkM1OVpVVjNSaTFKMXNReHNMSkoyZm84OFcyLDExNjcyNzEyNg0200a2bxfIsD/pdf?s=ap,,issued,pre_payment,,,in_1KS2KiFCPJnn9IgIrmMQdZ85,,2024-09-13 00:12:06.597000+00:00,,2022-02-14 22:21:36+00:00,,1499,1499,,,0,cus_Kx48t9sGGt5q2R,
cn_1Ou2RVFCPJnn9IgIZRwQJHsU,1499,2024-03-14 00:46:45+00:00,usd,,1499,1499,True,Persistent technical issue,{},B546156B-0017-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9QalZTUjR4YU00NkVRdXdVYkNBdkxlZDVBS3JjcGF6LDExNjcyNzEyNg02002g5zDPLT/pdf?s=ap,product_unsatisfactory,issued,pre_payment,,,in_1OtfXJFCPJnn9IgIE8qnDmhw,,2024-09-13 00:12:06.595000+00:00,,2024-03-14 00:46:45+00:00,,1499,1499,,,0,cus_MuvxB5EiiW8vnI,
cn_1PyciOFCPJnn9IgIIpVQFnLB,1499,2024-09-13 16:51:24+00:00,usd,,1499,1499,True,,"{""IsCreditNoteProcessed"":""True""}",0DA88FA7-0002-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9RcUpMNWhRdEtOemZLVTFCZWUzT1kzU1lkYVByS1JQLDExNjgxMzQyNQ0200iy7WrStk/pdf?s=ap,,issued,post_payment,,,in_1PycEEFCPJnn9IgIs1l9MPzH,re_3PycEEFCPJnn9IgI1yYUFlOh,2024-09-14 00:10:25.612000+00:00,,2024-09-13 16:51:24+00:00,,1499,1499,,,0,cus_QqIoF42t0I8ml6,
cn_1QFL0uFCPJnn9IgIFFcKeQrz,13964,2024-10-29 19:23:36+00:00,usd,,12900,13964,True,,"{""IsCreditNoteProcessed"":""True""}",353D5C2A-0020-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9SN2FCMmc1UGNxdFNHTGJCMjB5d3BmR24weFpNbzlRLDEyMDgzNTU4NA0200l7HSgYNN/pdf?s=ap,,issued,pre_payment,,cbtxn_1QFL0uFCPJnn9IgIAEr4cvmb,in_1QFKvoFCPJnn9IgIdJ1R6Qup,,2024-10-30 13:26:24.686000+00:00,,2024-10-29 19:23:36+00:00,,12900,12900,,,0,cus_NeCyVEbYDBWhmJ,
cn_1QKobFFCPJnn9IgI5gtS2Jxa,1998,2024-11-13 21:59:45+00:00,usd,,1998,1998,True,,"{""IsCreditNoteProcessed"":""True""}",8054D663-0024-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9SREY1bEQ0SHJER2pRRE1lNUtnVTE4WUhNUG9selpsLDEyMjQ4NzE2Mg0200k4qMEWu4/pdf?s=ap,duplicate,issued,pre_payment,,,in_1QJhlfFCPJnn9IgI8A86tYNh,,2024-11-18 16:12:42.842000+00:00,,2024-11-13 21:59:45+00:00,,1998,1998,,,0,cus_NDE8h8GW7b92AQ,
cn_1Rsq7BFCPJnn9IgICwk1jOFg,1529,2025-08-05 19:01:37+00:00,usd,,1529,1529,True,,"{""AvaTax Error"":"" This API requires a subscription to AvaTaxPro or BasicReturns.""}",P2DYDO3I-0001-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9Tb1QzcDRQbkpuQkNJZkY2RjhVZnU1TWtCNnpQSHl3LDE0NDk4MTE2MQ0200B5Z7ttLX/pdf?s=ap,,issued,post_payment,,,in_1Rsp2zFCPJnn9IgICUn86VXS,re_3Rsp2zFCPJnn9IgI1BoJWXub,2025-08-06 00:32:41.419000+00:00,,2025-08-05 19:01:37+00:00,,1529,1529,,,0,cus_SoRwX1pxDmIiYk,
cn_1K60ODFCPJnn9IgIr88xv6M0,2171,2021-12-12 22:19:29+00:00,usd,,1998,2171,True,Not delivered yet.,{},58231A25-0002-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9LbFhUVVVvaW5HSlJhZGRjN050ck9UQ2hNRG9iMmpNLDExNjcyNzEyNg02001XSp1QOi/pdf?s=ap,,issued,pre_payment,,,in_1K5fUPFCPJnn9IgItrp6UtT8,,2024-09-13 00:12:06.603000+00:00,,2021-12-12 22:19:29+00:00,,1998,1998,,,0,cus_KYIfLjht110Aeo,
cn_1KBnhnFCPJnn9IgI60HnPlyd,1638,2021-12-28 21:59:39+00:00,usd,,1499,1638,True,,{},86FACC26-0006-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9LcldscjZGMHNFSFhaaTNLVldJakZHOGJLa0Q4cHpmLDExNjcyNzEyNg0200d7ScXMYR/pdf?s=ap,,issued,post_payment,,,in_1K1wEGFCPJnn9IgI7qIZv3TF,re_3K1yBJFCPJnn9IgI0c5v9XR2,2024-09-13 00:12:06.602000+00:00,,2021-12-28 21:59:39+00:00,,1499,1499,,,0,cus_Jx0bZi025hrm14,
cn_1PJjguFCPJnn9IgIipmzdPHe,1499,2024-05-23 22:00:52+00:00,usd,,1499,1499,True,Courtesy Credit,{},1AF7DB85-0002-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9RQTNvaUVOWDN2SUF5V3YzbUxyakNxY2t6c0JtZzhSLDExNjcyNzEyNg0200Ysg7jSp7/pdf?s=ap,,issued,pre_payment,,,in_1PIcPnFCPJnn9IgIZtaW2reo,,2024-09-13 00:12:06.595000+00:00,,2024-05-23 22:00:52+00:00,,1499,1499,,,0,cus_PxfRgzdiBCKuKh,
cn_1JboOoFCPJnn9IgIEulCcvRR,1637,2021-09-20 15:27:18+00:00,usd,,1499,1637,True,,{},319E735D-0002-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLGNuc3RfS0dMNDRod3kwSmtQaGFBQndxNWU4QkY4TGl6THhTYSwxMTY3MjcxMjY0200PBvYN9HA/pdf?s=ap,,issued,post_payment,,cbtxn_1JboOpFCPJnn9IgIyftpP8ke,in_1JUwntFCPJnn9IgI6NfoN5dj,re_3JUxmvFCPJnn9IgI0MgY1bLW,2024-09-13 00:12:06.609000+00:00,,2021-09-20 15:27:18+00:00,,1499,1499,,,0,cus_JZNL4QorU3fUoz,
cn_1KtYfZFCPJnn9IgI3hR1TjUH,2153,2022-04-28 14:50:13+00:00,usd,,1999,2153,True,,{},9A02F945-0003-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9MYWs5dTNBTDNPZjJjS0EzbjFjZEprdWNBZTVZUUV5LDExNjcyNzEyNg0200QYC37fIW/pdf?s=ap,,issued,post_payment,,,in_1KpKwOFCPJnn9IgIB9Qi4xsh,re_3KpLsfFCPJnn9IgI1xM1qdnY,2024-09-13 00:12:06.596000+00:00,,2022-04-28 14:50:13+00:00,,1999,1999,,,0,cus_LDHBaZvzgfln63,
cn_1KYzcVFCPJnn9IgIIiEhbcds,1589,2022-03-02 21:22:03+00:00,usd,,1499,1589,True,,{},4C47228A-0008-CN-01,https://pay.stripe.com/credit_notes/acct_1GXtdhFCPJnn9IgI/live_YWNjdF8xR1h0ZGhGQ1BKbm45SWdJLF9MRlViQ0NXREZQV3dKV2RDVGhONnRsTDlzWjdHUVNtLDExNjcyNzEyNg0200PadXdMqu/pdf?s=ap,,issued,pre_payment,,,in_1KYabJFCPJnn9IgI3G2KZRzB,,2024-09-13 00:12:06.597000+00:00,,2022-03-02 21:22:03+00:00,,1499,1499,,,0,cus_Ix917WgUUfxeUz,
